Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
urllib3,963059677,9.27,10,8,5,10,10,10,10,10,10,8,10,10,6,10,10
awslabs-aws-documentation-mcp-server,434888,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-aws-api-mcp-server,403287,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-cloudwatch-appsignals-mcp-server,272899,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-dynamodb-mcp-server,238490,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-aws-diagram-mcp-server,160609,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-redshift-mcp-server,160387,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-s3-tables-mcp-server,147744,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-aws-healthomics-mcp-server,132624,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-aws-pricing-mcp-server,112469,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-eks-mcp-server,109698,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-ecs-mcp-server,106611,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-cost-explorer-mcp-server,103837,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-cdk-mcp-server,102123,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-syntheticdata-mcp-server,89693,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-cloudtrail-mcp-server,85261,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-cloudwatch-mcp-server,83135,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-aws-msk-mcp-server,77431,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-core-mcp-server,76724,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-well-architected-security-mcp-server,76439,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-billing-cost-management-mcp-server,72839,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-nova-canvas-mcp-server,71022,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-aws-dataprocessing-mcp-server,69565,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-cfn-mcp-server,69380,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
awslabs-postgres-mcp-server,69178,8.51,10,10,5,10,10,0,10,10,10,10,10,10,,10,10
