Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
urllib3,522158219,8.54,10,,5,9,10,10,10,10,10,5,10,10,8,10,10
openexr,106194,8.51,10,,5,7,10,10,10,10,10,9,10,10,8,9,10
tuf,113918,7.84,10,,10,10,10,0,10,10,10,4,10,10,4,10,10
flatbuffers,17961316,7.73,10,,0,7,10,10,10,10,10,0,7,10,8,10,9
gdal,185161,7.70,9,,5,2,10,10,9,10,10,3,10,9,8,10,10
requests,475330145,7.57,10,,0,10,10,10,10,10,,10,10,10,0,10,10
google-re2,4149389,7.51,10,0,0,10,10,10,10,10,10,0,0,10,6,10,10
niquests,60185,7.32,10,,0,1,10,0,10,10,10,4,10,10,10,10,10
urllib3-future,66986,7.24,10,,0,0,10,0,10,10,10,4,10,10,10,10,10
sentencepiece,19338670,7.19,10,0,0,6,10,10,10,10,,8,5,10,4,10,10
coverage,74035334,7.16,10,,5,0,10,10,10,10,10,5,10,10,,10,10
charset-normalizer,387594603,7.08,10,,0,5,10,0,10,3,10,4,10,10,10,10,10
numpy,259201797,7.05,10,,0,10,10,10,9,10,,3,9,9,0,10,10
pillow,90086650,6.97,10,0,2,9,10,10,9,10,10,0,0,10,,10,10
google-cloud,4499957,6.97,10,,0,10,10,10,10,10,,0,9,10,,10,10
pyhanko,1145644,6.95,10,,0,0,10,0,10,10,10,0,10,10,10,9,10
typing-extensions,397389669,6.92,10,,0,9,10,10,9,10,10,0,0,10,,10,10
google-cloud-secret-manager,23824280,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-appengine-logging,17683687,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-resource-manager,16536109,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-kms,9884229,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-container,9534952,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-dlp,9389074,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-monitoring,9302680,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-dataproc,9271612,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-vision,8566838,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-tasks,8536208,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-datacatalog,8444578,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-bigquery-datatransfer,8363819,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-build,8118492,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-dataplex,7642681,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-workflows,7612238,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-redis,7543166,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-automl,7423920,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-os-login,7154704,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-language,7121845,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-videointelligence,7103447,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-memcache,7097017,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-dataproc-metastore,6677053,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-orchestration-airflow,6589233,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-dataform,6427405,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-translate,6353940,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-speech,5924681,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-texttospeech,5783885,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-compute,5341211,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-dataflow-client,3480773,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-batch,2828027,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-run,2542650,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-storage-transfer,2484977,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-recommendations-ai,1849217,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-discoveryengine,1610871,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-ai-generativelanguage,901352,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-analytics-data,877068,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-trace,691100,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-os-config,528148,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-iam,492236,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-scheduler,320269,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-asset,319302,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-artifact-registry,310508,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-documentai,297188,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-private-ca,261142,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
google-cloud-recaptcha-enterprise,233557,6.92,10,,0,10,10,10,10,10,,0,8,10,,10,10
