Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
urllib3,522158219,8.54,10,,5,9,10,10,10,10,10,5,10,10,8,10,10
openexr,106194,8.51,10,,5,7,10,10,10,10,10,9,10,10,8,9,10
gdal,185161,7.54,9,,5,0,10,10,9,10,10,3,10,9,8,10,10
requests,475330145,7.46,10,,0,10,10,10,10,10,,8,10,10,0,10,10
tuf,113918,7.03,10,,10,10,10,0,10,10,10,4,10,10,4,0,10
google-cloud,4499957,6.97,10,,0,10,10,10,10,10,,0,9,10,,10,10
twine,6202239,6.95,7,,0,8,10,0,10,10,10,1,10,0,10,10,10
pyhanko,1145644,6.95,10,,0,0,10,0,10,10,10,0,10,10,10,9,10
ecs-logging,1000525,6.95,10,5,0,10,10,0,10,10,10,1,0,10,,10,10
pillow,90086650,6.89,10,0,2,8,10,10,9,10,10,0,0,10,,10,10
yt-dlp,1931048,6.81,10,,0,7,10,0,10,10,10,0,10,0,8,9,10
cloud-sql-python-connector,1191616,6.76,10,,5,10,10,0,10,10,,6,8,10,,10,9
tables,1028063,6.76,10,0,0,10,10,10,10,10,,5,0,10,,10,10
cryptography,249870138,6.68,10,,0,10,10,10,9,10,,4,0,10,,10,10
botocore,515780987,6.65,10,,0,0,10,10,10,10,,8,10,10,,10,10
functions-framework,3645395,6.59,10,,0,8,10,0,10,10,10,5,10,0,,10,10
trufflehog,93752,6.57,9,,0,10,10,0,10,10,10,0,10,9,8,0,8
async-lru,14349707,6.54,10,,0,10,10,0,10,10,10,0,10,10,4,0,10
aiosmtpd,264723,6.46,10,,0,5,10,0,10,10,10,0,10,10,8,0,10
yarl,95503227,6.35,10,,0,2,10,10,10,10,10,0,10,10,3,0,10
cachetools,130825610,6.27,10,3,0,1,10,10,10,10,,5,0,10,,10,10
presidio-analyzer,445661,6.27,10,,0,8,10,0,10,10,,0,9,10,,10,10
presidio-anonymizer,260379,6.27,10,,0,8,10,0,10,10,,0,9,10,,10,10
jsii,2790378,6.24,10,,0,10,10,0,10,10,10,0,0,10,8,0,9
ansible-pylibssh,122467,6.24,10,,0,10,10,0,10,10,10,0,0,10,8,0,9
boto3,1216239140,6.22,10,,0,0,10,0,10,10,,10,10,10,,10,10
azure-core,79227109,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-storage-blob,51201536,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-identity,42491631,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-common,33928883,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-storage-file-datalake,16705078,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-core,15740705,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-keyvault-secrets,13541415,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-resource,11715020,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-nspkg,10986926,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-storage,9547910,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-graphrbac,9323215,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-cosmos,8985199,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-keyvault-keys,8570359,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-keyvault,8568250,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-containerregistry,8471796,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-authorization,8074974,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-network,7989557,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-keyvault,7831831,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-compute,7533777,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-storage-queue,7456672,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-cosmosdb,7205697,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-data-tables,6966527,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-msi,6956217,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-containerinstance,6720137,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-redis,6684690,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-sql,6627922,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-monitor,6624638,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-nspkg,6612782,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-servicebus,6566033,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-web,6479685,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-recoveryservices,6466948,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-containerservice,6458183,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-dns,6351323,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-servicebus,6331316,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-batch,6309960,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
azure-mgmt-signalr,6254429,6.22,8,4,5,10,10,10,10,10,,0,0,10,,10,3
