Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
urllib3,1175106368,7.81,10,8,5,8,10,10,10,10,10,8,10,10,0,10,
openexr,549320,7.81,10,,5,8,10,10,10,10,10,8,10,10,8,0,10
awslabs-aws-documentation-mcp-server,606959,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-aws-api-mcp-server,468535,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-dynamodb-mcp-server,195775,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-aws-pricing-mcp-server,178484,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-aws-healthomics-mcp-server,163093,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-cloudwatch-appsignals-mcp-server,159252,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-aws-diagram-mcp-server,158609,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-billing-cost-management-mcp-server,152227,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-cloudwatch-mcp-server,128128,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-cost-explorer-mcp-server,119442,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-s3-tables-mcp-server,118634,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-eks-mcp-server,114207,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-cdk-mcp-server,112851,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-redshift-mcp-server,107407,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-mysql-mcp-server,98125,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
awslabs-cfn-mcp-server,75389,7.70,10,10,5,10,10,0,10,10,10,10,10,10,,10,
