Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
urllib3,546138704,8.62,10,,5,10,10,10,10,10,10,5,10,10,8,10,10
openexr,121342,8.51,10,,5,7,10,10,10,10,10,9,10,10,8,9,10
google-re2,4356109,7.51,10,0,0,10,10,10,10,10,10,0,0,10,6,10,10
matplotlib,60538538,7.49,10,8,0,10,10,10,9,10,10,2,10,10,,0,10
gdal,207827,7.49,9,,5,0,10,10,9,10,10,3,9,9,8,10,10
requests,474002062,7.46,10,,0,10,10,10,10,10,,8,10,10,0,10,10
bigdl-nano,72784,7.43,10,,0,9,10,0,10,10,10,0,7,10,8,10,10
coverage,80518016,7.24,10,,5,1,10,10,10,10,10,5,10,10,,10,10
flatbuffers,16426729,7.24,8,,0,7,10,10,10,10,10,0,7,10,8,10,5
numpy,279233999,7.22,10,3,0,9,10,10,9,10,,3,9,9,0,10,10
urllib3-future,77678,7.19,10,,0,0,10,0,10,10,10,3,10,10,10,10,10
niquests,72940,7.08,10,,0,1,10,0,10,7,10,4,10,10,10,10,10
sentencepiece,16735256,7.03,10,0,0,4,10,10,10,10,,7,6,10,4,10,10
tuf,125819,7.03,10,,10,10,10,0,10,10,10,4,10,10,4,0,10
google-cloud,4641572,6.97,10,,0,10,10,10,10,10,,0,9,10,,10,10
tbb,1461385,6.97,10,,2,10,10,10,10,10,,0,8,10,0,10,10
twine,7886007,6.95,7,,0,8,10,0,10,10,10,1,10,0,10,10,10
pyhanko,1310020,6.95,10,,0,0,10,0,10,10,10,0,10,10,10,9,10
ecs-logging,952480,6.95,10,5,0,10,10,0,10,10,10,1,0,10,,10,10
typing-extensions,410418078,6.92,10,,0,9,10,10,9,10,10,0,0,10,,10,10
charset-normalizer,411228624,6.84,10,,0,5,10,0,10,0,10,4,10,10,10,10,10
idna,405273938,6.84,10,,0,1,10,10,10,10,10,4,6,10,0,10,10
newrelic,2861895,6.81,10,5,0,10,10,0,10,10,10,7,8,10,,0,9
yt-dlp,2215118,6.81,10,,0,7,10,0,10,10,10,0,10,0,8,9,10
flask-sqlalchemy,6992690,6.76,10,,0,10,10,0,10,10,10,6,0,9,10,0,10
cloud-sql-python-connector,1365677,6.76,10,,5,10,10,0,10,10,,6,8,10,,10,9
cryptography,301810918,6.68,10,,0,10,10,10,9,10,,4,0,10,,10,10
botocore,452863043,6.65,10,,0,0,10,10,10,10,,8,10,10,,10,10
pycep-parser,1012737,6.59,10,,0,0,10,0,10,10,10,7,10,10,,10,10
trufflehog,88024,6.59,9,,0,10,10,0,10,10,10,0,9,9,8,0,9
pillow,94972120,6.57,10,0,2,4,10,10,9,10,10,0,0,10,,10,10
click,201410654,6.54,10,,0,2,10,10,10,10,10,4,0,9,10,0,10
jinja2,167199858,6.54,10,,0,2,10,10,10,10,10,4,0,9,10,0,10
