Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
urllib3,569729169,9.27,10,8,5,10,10,10,10,10,10,5,10,10,8,10,10
openexr,104207,8.51,10,,5,7,10,10,10,10,10,9,10,10,8,9,10
flatbuffers,15280965,7.81,8,8,0,7,10,10,10,9,10,0,7,10,8,10,5
gdal,208198,7.73,9,,5,3,10,10,9,10,10,3,9,9,8,10,10
tuf,96333,7.68,10,8,10,10,10,0,10,10,10,4,10,10,4,0,10
google-re2,4312958,7.51,10,0,0,10,10,10,10,10,10,0,0,10,6,10,10
charset-normalizer,437514517,7.49,10,8,0,5,10,0,10,0,10,4,10,10,10,10,10
matplotlib,65225518,7.49,10,8,0,10,10,10,9,10,10,2,10,10,,0,10
bigdl-nano,75939,7.43,10,,0,9,10,0,10,10,10,0,7,10,8,10,10
requests,502591890,7.38,10,,0,10,10,10,10,9,,8,10,10,0,10,10
niquests,75845,7.32,10,,0,1,10,0,10,10,10,4,10,10,10,10,10
numpy,290278590,7.22,10,3,0,9,10,10,9,10,,3,9,9,0,10,10
urllib3-future,83138,7.19,10,,0,0,10,0,10,10,10,3,10,10,10,10,10
coverage,80561659,7.16,10,,5,0,10,10,10,10,10,5,10,10,,10,10
trufflehog,87270,7.08,9,6,0,10,10,0,10,10,10,0,9,9,8,0,9
sentencepiece,21541485,7.03,10,0,0,4,10,10,10,10,,7,6,10,4,10,10
tbb,711573,7.03,10,,2,10,10,10,10,10,,0,9,10,0,10,10
pillow,98690138,6.97,10,0,2,9,10,10,9,10,10,0,0,10,,10,10
jsii,2480031,6.97,10,8,0,10,10,0,10,10,10,0,0,10,8,0,10
twine,10524761,6.95,7,,0,8,10,0,10,10,10,1,10,0,10,10,10
pyhanko,1254943,6.95,10,,0,0,10,0,10,10,10,0,10,10,10,9,10
ecs-logging,1015709,6.95,10,5,0,10,10,0,10,10,10,1,0,10,,10,10
typing-extensions,419048423,6.92,10,,0,9,10,10,9,10,10,0,0,10,,10,10
yt-dlp,2196296,6.89,10,,0,8,10,0,10,10,10,0,10,0,8,9,10
idna,435160701,6.84,10,,0,1,10,10,10,10,10,4,6,10,0,10,10
pem,322036,6.84,10,,5,0,10,10,10,10,10,0,9,10,,10,10
newrelic,2584530,6.81,10,5,0,10,10,0,10,10,10,7,8,10,,0,9
click,201897521,6.76,10,3,0,1,10,10,10,10,10,5,0,9,10,0,10
cloud-sql-python-connector,1487987,6.76,10,,5,10,10,0,10,10,,6,8,10,,10,9
markupsafe,164501125,6.73,10,3,0,0,10,10,10,10,10,6,0,9,10,0,10
red-discordbot,178002,6.70,10,8,0,8,10,0,10,10,10,0,10,10,0,0,10
cryptography,329955198,6.68,10,,0,10,10,10,9,10,,4,0,10,,10,10
jinja2,165223007,6.68,10,3,0,0,10,10,10,10,10,5,0,9,10,0,10
itsdangerous,55668109,6.68,10,3,0,0,10,10,10,10,10,5,0,9,10,0,10
astroid,24337697,6.68,10,8,0,9,10,10,10,10,,0,9,9,,0,10
botocore,472583540,6.65,10,,0,0,10,10,10,10,,8,10,10,,10,10
pycep-parser,1045510,6.59,10,,0,0,10,0,10,10,10,7,10,10,,10,10
google-crc32c,55507049,6.57,10,,0,10,10,10,10,10,,0,3,10,,10,9
async-lru,14968616,6.54,10,,0,10,10,0,10,10,10,0,10,10,4,0,10
keras,12925770,6.54,10,,0,7,10,10,10,10,10,0,0,10,,9,8
keras-nightly,223186,6.54,10,,0,7,10,10,10,10,10,0,0,10,,9,8
pytest,132890521,6.51,10,8,0,10,10,0,10,10,10,0,0,0,0,9,10
onnx,5150336,6.51,10,,5,10,10,0,10,10,10,3,10,10,,0,10
google-cloud,4958482,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
truststore,1497622,6.46,10,8,2,9,10,0,10,10,10,3,0,10,0,0,10
django-axes,298575,6.46,10,0,0,4,10,0,10,10,10,0,10,10,,9,10
yarl,101857944,6.43,10,3,0,0,10,10,10,10,10,0,10,10,3,0,10
flask,65811124,6.43,10,3,0,1,10,10,10,10,10,5,0,9,10,0,6
certifi,447998818,6.41,10,3,0,3,10,0,9,10,10,5,0,10,,10,10
google-cloud-secret-manager,26814999,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-resource-manager,20759633,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-appengine-logging,19390760,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-kms,11755154,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-dlp,11511148,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-dataproc,11438573,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-vision,11377701,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-monitoring,11369412,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-container,10728146,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-tasks,10626615,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-bigquery-datatransfer,10580410,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-datacatalog,10499841,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-build,9791989,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-workflows,9733821,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-language,9690397,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-videointelligence,9651248,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-redis,9632562,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-automl,9615115,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-os-login,9532072,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-dataplex,9526702,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-memcache,9324137,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-translate,9054536,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-orchestration-airflow,8842119,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-dataproc-metastore,8833619,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-dataform,8683145,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-speech,8621370,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-texttospeech,8458843,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-compute,7974222,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-dataflow-client,5760041,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-batch,4657341,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-run,4630121,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-storage-transfer,4565523,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-analytics-admin,2202666,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-recommendations-ai,1665706,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-ai-generativelanguage,954259,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-analytics-data,916652,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-trace,877899,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
google-cloud-discoveryengine,867839,6.41,10,,0,10,10,10,10,10,,0,0,10,,10,9
