Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions
packaging,1460015847,7.32,4,,0,10,10,10,9,10,10,10,10,9,,10
geoip2,13184408,7.29,10,6,0,10,10,0,10,10,10,10,10,0,,10
click,774966185,7.26,10,3,0,8,10,10,10,10,10,8,0,9,0,10
json2xml,231857,7.26,10,5,0,0,10,10,10,10,10,6,10,10,,10
sops,133739,7.26,10,,0,10,10,0,10,10,10,6,9,0,10,9
aiobotocore,867599549,7.21,10,8,0,1,10,0,10,10,10,9,10,10,,10
black,97578974,7.21,10,,0,9,10,10,10,10,10,7,2,10,0,10
west,1190528,7.18,10,6,0,10,10,0,10,10,10,8,10,0,0,10
abnf,896926,7.18,10,4,0,0,10,0,10,10,10,4,10,10,8,10
truelayer-signing,76440,7.18,8,6,0,9,10,0,10,10,10,5,9,10,,9
typing-extensions,1189713088,7.15,10,,0,10,10,10,9,10,10,7,0,10,,10
pyseto,228652,7.15,10,6,0,4,10,0,10,10,10,8,10,10,,9
nidaqmx,94536,7.15,10,4,0,10,10,0,9,10,10,9,2,10,,10
flask,156235598,7.09,10,3,0,0,10,10,10,10,10,8,0,9,6,10
pydata-sphinx-theme,2717908,7.06,10,4,0,10,10,0,10,10,10,9,10,0,,10
pymongocrypt,789139,7.06,10,5,0,9,10,10,10,10,10,2,10,0,8,0
securesystemslib,510966,7.06,10,8,0,10,10,0,10,10,10,3,0,10,0,10
hightime,105104,7.06,10,4,0,10,10,0,9,9,10,10,1,10,,10
twine,24967021,7.03,8,,0,10,10,0,10,9,10,4,10,0,10,10
cirq-core,322223,7.00,10,,2,10,10,10,10,10,,3,10,10,0,10
cirq-google,133334,7.00,10,,2,10,10,10,10,10,,3,10,10,0,10
cirq,127452,7.00,10,,2,10,10,10,10,10,,3,10,10,0,10
cirq-ionq,115920,7.00,10,,2,10,10,10,10,10,,3,10,10,0,10
cirq-aqt,104511,7.00,10,,2,10,10,10,10,10,,3,10,10,0,10
cirq-pasqal,102745,7.00,10,,2,10,10,10,10,10,,3,10,10,0,10
cirq-web,100753,7.00,10,,2,10,10,10,10,10,,3,10,10,0,10
numpy,757911110,6.97,10,3,0,9,10,10,9,10,,3,9,9,0,10
cheroot,1865985,6.97,10,8,2,10,10,0,10,4,10,1,10,10,9,0
urllib3-future,2057065,6.94,10,,0,0,10,0,10,10,10,3,10,10,10,10
pysolr,253674,6.94,10,6,0,9,10,0,10,10,10,10,7,0,,9
cattrs,59216329,6.91,10,0,0,5,10,0,10,10,10,10,10,10,,10
taskcluster,681344,6.91,10,,0,9,10,0,10,10,10,4,10,10,0,10
vyper,130098,6.91,10,,0,10,10,0,9,10,10,4,9,10,0,10
home-assistant-frontend,76973,6.91,10,8,0,10,10,0,9,10,10,7,10,9,0,0
crowdstrike-falconpy,1476800,6.88,10,,0,10,10,0,10,10,10,2,10,10,,10
filelock,445443581,6.85,10,3,0,6,10,0,10,10,10,10,3,10,,10
bullmq,1730768,6.85,10,8,0,10,10,0,10,10,10,4,10,0,,7
lakefs-sdk,523013,6.85,8,8,0,9,10,10,10,10,10,0,9,10,0,0
lakefs,498879,6.85,8,8,0,9,10,10,10,10,10,0,9,10,0,0
pyarrow,312707719,6.82,10,3,0,9,10,10,10,10,10,1,0,10,8,0
dulwich,67917785,6.82,10,3,2,4,10,10,9,10,10,0,5,10,,10
kfp,11465400,6.82,10,3,5,10,10,10,10,10,10,1,8,10,,0
kfp-pipeline-spec,3465348,6.82,10,3,5,10,10,10,10,10,10,1,8,10,,0
kfp-server-api,2429581,6.82,10,3,5,10,10,10,10,10,10,1,8,10,,0
qh3,2344347,6.82,10,,0,2,10,0,10,10,10,8,0,10,10,10
google-cloud-pipeline-components,853545,6.82,10,3,5,10,10,10,10,10,10,1,8,10,,0
adyen,727652,6.82,10,,0,10,10,0,10,10,10,4,10,10,,8
kfp-kubernetes,225684,6.82,10,3,5,10,10,10,10,10,10,1,8,10,,0
git-cliff,114736,6.82,10,0,0,6,10,0,10,10,10,10,10,10,8,0
zope-sendmail,49882,6.82,10,8,0,4,10,0,9,10,10,4,6,10,,9
botocore,1023183883,6.79,10,6,0,0,10,10,10,10,,8,10,10,,9
stripe,25331413,6.79,10,8,0,9,10,0,10,10,,0,10,10,,10
missing,55536,6.79,10,8,0,3,10,0,9,10,10,4,7,10,,9
s3transfer,655304547,6.76,10,6,0,5,10,0,10,10,,10,10,10,,9
cyclonedx-python-lib,18176309,6.76,10,3,5,0,10,0,10,10,10,10,9,9,0,10
pytest-env,16501346,6.76,10,3,0,1,10,0,10,10,10,10,9,10,,10
nautobot,58859,6.76,10,8,0,10,10,0,10,10,10,3,10,10,0,0
oauthlib,279040563,6.74,10,6,0,8,10,10,10,2,10,0,7,10,,9
ipython,122748304,6.74,10,,2,2,10,10,10,10,10,6,7,9,0,9
sentencepiece,24374011,6.74,10,0,0,1,10,10,10,10,,4,7,10,8,10
newrelic,3119420,6.74,10,5,0,10,10,0,10,10,10,7,10,10,,0
cucumber-tag-expressions,2168941,6.74,10,3,0,0,10,0,10,10,10,10,10,10,,10
cucumber-expressions,2069343,6.74,10,3,0,0,10,0,10,10,10,10,10,10,,10
pydantic,833006823,6.71,10,4,0,10,10,10,10,10,10,8,0,10,,0
pydantic-core,729988887,6.71,10,4,0,10,10,10,10,10,10,8,0,10,,0
structlog,70356947,6.71,10,,5,2,10,0,9,10,10,9,10,10,,10
jsii,16117315,6.71,10,8,0,10,10,0,10,10,,0,10,10,8,0
pipdeptree,6829214,6.71,10,3,0,3,10,0,10,10,10,10,5,10,,10
arviz,2833216,6.71,10,6,0,6,10,0,10,10,10,5,2,9,,10
gofeatureflag-python-provider,113708,6.71,9,,5,5,10,0,10,10,10,7,10,10,8,1
ert,76500,6.71,10,8,0,10,10,0,10,10,10,9,3,10,,0
redis,192411690,6.68,10,,0,10,10,10,10,10,10,0,10,0,,9
c7n-org,4690572,6.68,10,,5,10,10,10,10,10,,6,0,10,,10
c7n,1681420,6.68,10,,5,10,10,10,10,10,,6,0,10,,10
pem,1186166,6.68,10,,5,0,10,10,10,5,10,10,10,10,,9
pytest-print,110261,6.68,10,3,0,0,10,0,10,10,10,10,9,10,,10
tox-gh,102526,6.68,10,3,0,0,10,0,10,10,10,10,9,10,,10
c7n-mailer,85712,6.68,10,,5,10,10,10,10,10,,6,0,10,,10
c7n-azure,48032,6.68,10,,5,10,10,10,10,10,,6,0,10,,10
multidict,420433470,6.65,10,,0,4,10,10,10,10,10,0,10,10,8,0
pyzmq,83229140,6.65,10,3,0,5,10,10,10,10,10,1,0,10,,10
argon2-cffi-bindings,52573459,6.65,10,,0,2,10,0,10,10,10,10,10,10,,10
memray,13276219,6.65,10,,0,10,10,0,10,10,10,5,3,10,,10
launchdarkly-server-sdk,8237207,6.65,10,5,0,8,10,0,9,10,10,5,0,9,10,0
restrictedpython,2321160,6.65,10,8,0,4,10,0,9,10,10,4,3,10,,9
dspy-ai,1160161,6.65,10,0,0,6,10,0,10,10,10,6,8,10,,10
zmq,298832,6.65,10,3,0,5,10,10,10,10,10,1,0,10,,10
sphinx-autodoc-typehints,7616798,6.62,10,3,0,2,10,0,10,10,10,10,5,10,,10
gherkin-official,1646764,6.62,10,3,0,0,10,0,10,10,10,9,9,10,,10
json-schema-for-humans,1419544,6.62,10,8,0,6,10,0,9,10,10,5,7,0,,10
elementary-data,1032201,6.62,10,5,0,10,10,0,10,10,10,0,10,0,,10
pymc,876030,6.62,10,,0,10,10,0,9,10,10,8,10,0,,10
pymc3,247728,6.62,10,,0,10,10,0,9,10,10,8,10,0,,10
zope,110992,6.62,10,8,0,1,10,0,9,10,10,4,7,10,,9
gitpython,192010525,6.59,10,3,0,6,10,10,10,10,,0,10,10,,9
ddtrace,29491968,6.59,10,5,0,10,10,10,9,10,10,4,1,10,,0
streamlit,22787049,6.59,10,8,0,10,10,0,10,10,10,1,9,10,,0
aiolimiter,12461138,6.59,10,8,0,0,10,0,10,10,10,10,10,0,0,10
edgegrid-python,485614,6.59,10,8,0,10,10,0,10,10,10,0,5,0,,10
cloudsmith-cli,142281,6.59,10,5,0,10,10,0,10,10,10,3,8,0,0,9
ordered-enum,83344,6.59,10,0,0,0,10,0,10,10,10,10,10,0,8,10
streamlit-pdf,81152,6.59,10,8,0,10,10,0,10,10,10,1,9,10,,0
pytest-asyncio,144497589,6.56,10,,0,5,10,0,10,10,10,4,10,10,0,10
pymongo,81328300,6.56,10,5,0,10,10,0,10,10,10,2,10,0,8,0
xarray,15818676,6.56,10,3,0,6,10,0,10,10,10,8,10,0,,10
pycep-parser,3231221,6.56,10,,0,1,10,0,10,10,10,10,10,10,,10
cibuildwheel,599390,6.56,10,3,0,7,10,0,10,10,10,9,9,0,,9
pillow,356325230,6.53,10,3,5,1,10,10,9,10,10,3,0,10,,10
cachecontrol,82967439,6.53,10,0,0,5,10,0,9,10,10,10,10,4,,10
pybase64,18369605,6.53,10,8,0,0,10,0,10,10,10,9,0,10,,10
service-identity,9394643,6.53,10,,5,0,10,0,10,10,10,10,10,10,,9
aiosmtpd,897512,6.53,10,,0,10,10,0,10,10,10,0,9,10,8,0
fickling,813586,6.53,10,,0,2,10,0,10,10,10,8,10,10,,10
galaxy-importer,51187,6.53,10,8,0,10,10,0,10,10,10,0,9,10,,0
opentelemetry-sdk,326211277,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-api,314542196,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-semantic-conventions,304208178,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-proto,245105053,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-otlp-proto-http,216398661,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-otlp-proto-grpc,183788331,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-otlp-proto-common,183398563,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-otlp,121107459,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-prometheus,54516924,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
pyproject-api,13796082,6.50,10,3,0,2,10,0,10,10,10,10,9,4,,10
optuna,12928263,6.50,10,,0,10,10,0,10,10,10,7,0,10,,9
opentelemetry-propagator-b3,2851845,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-propagator-jaeger,1793261,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-test-utils,1464093,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-zipkin-json,1328654,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-zipkin-proto-http,902054,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-jaeger-thrift,708860,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-jaeger,445683,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-jaeger-proto-grpc,442498,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-zipkin,141542,6.50,10,4,5,10,10,0,10,10,,0,7,10,,10
bumble,48150,6.50,8,,0,10,10,0,10,10,10,0,10,10,,9
aiohttp,452625941,6.47,10,,0,4,10,10,10,10,10,0,10,10,6,0
networkx,194673957,6.47,10,0,0,9,10,10,9,10,10,7,0,0,,10
ujson,56287140,6.47,10,,0,7,10,10,9,10,10,4,0,9,,8
schemachange,310507,6.47,10,,0,10,10,0,10,10,10,1,4,10,,10
pyoxigraph,139859,6.47,10,1,0,1,10,10,10,10,10,8,9,0,0,10
wlc,59083,6.47,10,,0,0,10,0,10,10,10,10,10,10,0,10
pytest,614459660,6.44,10,4,0,8,10,0,10,10,10,4,0,9,0,9
yarl,426901109,6.44,10,3,0,2,10,10,10,10,10,1,10,10,4,0
constructs,7825831,6.44,10,8,0,10,10,0,10,10,,0,10,10,,5
icalendar,7485438,6.44,10,8,0,10,10,10,9,10,,0,8,10,,0
statsforecast,1395166,6.44,10,,0,10,10,0,10,10,10,7,9,0,,9
cdk-ecr-deployment,375126,6.44,10,8,0,10,10,0,10,10,,0,10,10,,5
pandapower,194084,6.44,10,,0,10,10,0,9,10,10,5,10,0,,10
debugpy,79973653,6.41,7,8,0,10,10,0,9,10,,0,10,10,,8
motor,8055705,6.41,10,8,0,10,10,0,10,6,10,1,10,0,8,0
pipx,4936557,6.41,10,,0,7,10,0,10,10,10,5,5,10,0,9
stream-zip,385982,6.38,10,5,0,10,10,0,10,10,10,1,10,10,0,0
cryptography,951966204,6.35,10,,0,10,10,10,9,10,,5,0,10,,9
pyjwt,469024740,6.35,10,,0,3,10,10,10,9,10,0,5,10,,10
opentelemetry-instrumentation,180187871,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-requests,116854670,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-util-http,115965498,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-threading,55250622,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-fastapi,54390460,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
argon2-cffi,52561311,6.35,10,,5,0,10,0,10,8,10,10,10,10,,9
opentelemetry-instrumentation-asgi,50489385,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-urllib3,31361672,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-psycopg2,30434089,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-dbapi,30013893,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-wsgi,29616806,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-django,29385260,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-urllib,29385067,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-flask,28782481,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-httpx,28458579,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-logging,24134414,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-distro,21856809,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-sqlalchemy,14914057,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-aiohttp-client,14732291,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-redis,13200635,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-grpc,10866567,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-resource-detector-azure,9735182,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-botocore,8289765,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-propagator-aws-xray,6817339,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-celery,5788685,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-system-metrics,4913076,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-asyncpg,4731183,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-sdk-extension-aws,3475600,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-sqlite3,3385338,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-asyncio,3336573,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-starlette,3215675,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-jinja2,2930518,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-pymongo,2833047,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-mysqlclient,2821244,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-kafka-python,2719487,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-boto3sqs,2666694,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-aws-lambda,2656026,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-tortoiseorm,2347854,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-tornado,2334171,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-psycopg,2171081,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-pymysql,2166234,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-aiokafka,2163199,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-pika,2136088,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-processor-baggage,2082134,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-falcon,2059424,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-boto,2018361,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-elasticsearch,1962897,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-util-genai,1946996,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-pyramid,1887744,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-confluent-kafka,1863059,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-aio-pika,1802866,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-mysql,1750631,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-propagator-ot-trace,1625158,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-pymemcache,1623476,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-aiopg,1596011,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-cassandra,1586043,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-remoulade,1579952,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-openai-agents-v2,898009,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-click,819400,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-google-genai,781058,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-exporter-prometheus-remote-write,691869,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-openai-v2,689331,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-aiohttp-server,683405,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
scylla-driver,581242,6.35,10,6,0,8,10,0,10,10,10,10,2,10,,0
chiavdf,352992,6.35,10,6,0,10,10,0,10,10,10,0,10,9,0,0
opentelemetry-instrumentation-sklearn,156564,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-resource-detector-containerid,107339,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-pymssql,105510,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
aws-solutions-constructs-core,104555,6.35,10,8,0,6,10,0,10,10,,0,10,10,8,0
opentelemetry-instrumentation-asyncclick,89042,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-contrib-instrumentations,68279,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
boto3,2545740308,6.32,10,6,0,0,10,0,10,10,,10,10,10,,9
async-lru,43088668,6.32,10,,0,7,10,0,10,10,10,0,10,10,8,0
cuda-pathfinder,33455801,6.32,10,4,0,10,10,0,9,10,10,5,7,10,0,0
dateparser,31077285,6.32,10,0,0,9,10,10,10,10,10,0,9,10,,0
h5py,30639203,6.32,10,,0,2,10,10,10,10,10,6,10,0,0,9
google-re2,8801076,6.32,10,3,0,5,10,10,10,0,10,0,0,10,8,9
cuda-python,6212958,6.32,10,4,0,10,10,0,9,10,10,5,7,10,0,0
auth0-python,5090733,6.32,10,5,0,10,10,0,10,10,10,0,10,10,,0
stream-unzip,952851,6.32,10,5,0,10,10,0,10,10,10,0,10,10,,0
docker-compose,913195,6.32,10,,0,10,10,0,10,10,,2,0,10,8,9
cwl-utils,155220,6.32,10,3,0,3,10,0,10,10,10,2,8,10,,9
pip,540077558,6.29,0,3,2,9,10,10,10,10,10,3,0,10,,10
openai,248189955,6.29,10,6,0,10,10,0,10,10,10,8,0,10,,0
adbc-driver-manager,1733168,6.29,10,,0,10,10,0,10,10,10,5,0,10,8,0
adbc-driver-postgresql,1164640,6.29,10,,0,10,10,0,10,10,10,5,0,10,8,0
adbc-driver-sqlite,952288,6.29,10,,0,10,10,0,10,10,10,5,0,10,8,0
adbc-driver-flightsql,333222,6.29,10,,0,10,10,0,10,10,10,5,0,10,8,0
grafana-foundation-sdk,190332,6.29,4,6,0,10,10,0,10,10,10,7,10,10,,0
adbc-driver-snowflake,84522,6.29,10,,0,10,10,0,10,10,10,5,0,10,8,0
posthog,26276005,6.26,10,4,0,6,10,0,9,10,10,7,10,10,,0
lightgbm,12902501,6.26,10,5,0,10,10,0,10,10,,4,0,10,0,10
python-benedict,1381318,6.26,10,,5,0,10,0,10,10,10,5,9,10,0,10
splunk-sdk,1144026,6.26,10,4,0,9,10,0,10,10,10,7,0,0,,10
posthoganalytics,676437,6.26,10,4,0,6,10,0,9,10,10,7,10,10,,0
cwltool,248860,6.26,10,,0,4,10,0,10,10,10,2,10,10,,9
solc-select,192129,6.26,10,,0,0,10,0,10,3,10,5,10,10,8,10
python-docs-theme,161393,6.26,10,,0,8,10,0,9,10,10,5,0,10,,10
clarifai,91612,6.26,10,8,0,10,10,0,9,10,,0,10,0,,10
cdk-monitoring-constructs,50392,6.26,10,8,0,10,10,0,10,10,,0,7,10,,5
humanize,43172721,6.24,10,,0,6,10,0,10,10,10,9,2,9,,8
environs,3829907,6.24,10,,0,4,10,0,10,10,10,10,0,10,,10
ansible-lint,3062765,6.24,10,5,5,8,10,0,10,10,10,0,9,10,,0
param,2023421,6.24,10,,0,8,10,0,10,10,10,10,4,0,0,10
holoviews,1608897,6.24,10,,0,4,10,0,10,10,10,10,10,0,0,10
pyvista,889062,6.24,10,4,0,10,10,0,10,10,10,4,6,10,,0
newrelic-telemetry-sdk,554132,6.24,10,5,0,10,10,0,10,1,10,4,6,10,,8
kserve,85254,6.24,10,,5,9,10,0,10,10,10,5,10,10,0,0
