Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
urllib3,652661947,8.70,10,8,5,10,10,10,10,10,10,5,10,10,8,10,3
tuf,123573,8.49,10,8,10,10,10,0,10,10,10,4,10,10,4,10,10
flatbuffers,20914544,8.30,10,8,0,8,10,10,10,10,10,0,7,10,8,10,7
openexr,251279,8.19,10,,5,8,10,10,10,10,10,9,10,10,3,9,10
umf,122503,7.78,10,5,0,10,10,10,9,10,,7,10,10,,10,10
charset-normalizer,503223936,7.73,10,8,0,0,10,0,10,10,10,4,10,10,10,10,8
gdal,339483,7.57,9,,5,1,10,10,9,10,10,3,9,9,8,10,10
requests,558103390,7.46,10,,0,10,10,10,10,10,,8,10,10,0,10,10
matplotlib,68191997,7.41,10,8,0,10,10,10,9,10,10,2,10,10,,0,9
niquests,115429,7.35,10,,0,2,10,0,10,10,10,4,9,10,10,10,10
flask-debugtoolbar,194955,7.32,10,8,0,10,10,0,10,9,10,6,0,9,10,0,10
click,251944762,7.24,10,3,0,7,10,10,10,10,10,5,0,9,10,0,10
trufflehog,174217,7.22,9,6,0,10,10,0,10,10,10,0,10,9,8,0,10
pyhanko,2508756,7.19,10,3,0,0,10,0,10,10,10,0,10,10,10,9,10
coverage,109613982,7.16,10,,5,0,10,10,10,10,10,5,10,10,,10,10
tbb,697478,7.08,10,,2,10,10,10,10,10,,0,10,10,0,10,10
pillow,117575102,7.05,10,0,2,10,10,10,9,10,10,0,0,10,,10,10
typing-extensions,471933697,7.00,10,,0,10,10,10,9,10,10,0,0,10,,10,10
newrelic,2547328,7.00,10,5,0,10,10,0,10,10,10,7,10,10,,0,10
ecs-logging,1425951,7.00,10,5,0,10,10,0,10,10,10,2,0,10,,10,10
yt-dlp,2373572,6.97,10,,0,9,10,0,10,10,10,0,10,0,8,9,10
idna,503290854,6.92,10,,0,0,10,10,10,10,10,5,8,10,0,10,10
cryptography,303987647,6.89,10,,0,10,10,10,9,10,10,4,0,10,,9,7
astroid,38826027,6.81,10,8,0,10,10,10,10,10,,0,10,9,,0,10
twine,20311730,6.78,7,,0,6,10,0,10,10,10,1,10,0,10,10,10
jinja2,224521452,6.76,10,3,0,1,10,10,10,10,10,5,0,9,10,0,10
markupsafe,239550721,6.73,10,3,0,0,10,10,10,10,10,6,0,9,10,0,10
cloud-sql-python-connector,1904987,6.73,10,,5,10,10,0,10,10,,6,9,10,,10,8
ibmcloudant,492589,6.73,10,,0,9,10,0,10,10,,6,10,10,,10,10
google-re2,15342596,6.70,10,0,0,10,10,10,10,0,10,0,0,10,6,10,10
pycep-parser,1230647,6.70,10,,0,0,10,0,10,10,10,9,10,10,,10,10
clvm-rs,547623,6.70,10,6,0,10,10,10,10,10,10,0,10,0,,0,10
red-discordbot,534627,6.70,10,8,0,8,10,0,10,10,10,0,10,10,0,0,10
urllib3-future,125297,6.70,10,,0,0,10,0,10,10,10,3,10,10,10,10,4
botocore,717863698,6.65,10,,0,0,10,10,10,10,,8,10,10,,10,10
certifi,512454548,6.65,10,3,0,6,10,0,9,10,10,5,0,10,,10,10
numpy,337247510,6.65,10,3,0,8,10,10,9,10,,3,9,9,0,9,5
docker-compose,1779121,6.65,10,8,0,10,10,0,10,10,,0,1,10,0,10,10
sentencepiece,21346772,6.62,10,0,0,4,10,10,10,5,,7,6,10,4,10,10
bigdl-nano,196835,6.62,10,,0,9,10,0,10,10,10,0,7,10,8,10,0
onnx,6236424,6.57,10,,5,10,10,0,10,10,10,4,10,10,,0,10
keras,13979025,6.54,10,,0,7,10,10,10,10,10,0,0,10,,9,8
auth0-python,1204778,6.54,10,6,0,10,10,0,10,9,10,0,10,10,,0,9
pem,388387,6.54,10,,5,0,10,10,10,8,10,0,8,10,,9,10
keras-nightly,308310,6.54,10,,0,7,10,10,10,10,10,0,0,10,,9,8
google-cloud-secret-manager,31602742,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-appengine-logging,23505180,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-resource-manager,22685158,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-dataproc,18475225,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-monitoring,15554148,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-kms,15444120,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-vision,15246838,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-container,15128324,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-bigquery-datatransfer,14602549,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-tasks,14596692,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-datacatalog,14584164,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-dlp,14469971,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-workflows,13604154,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-build,13603739,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-redis,13514823,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-dataplex,13437185,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-automl,13400871,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-os-login,13159629,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-videointelligence,13145942,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-language,13063500,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-memcache,12841174,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-translate,12734186,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-dataproc-metastore,12615774,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-orchestration-airflow,12575280,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-compute,12409986,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-speech,12218825,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-texttospeech,12032129,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-dataform,11868715,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-dataflow-client,8953365,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-storage-transfer,8075540,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-run,8058921,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-batch,7997827,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-analytics-admin,5538317,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud,4980629,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-ai-generativelanguage,2231918,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-analytics-data,2034043,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-recommendations-ai,1709422,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-trace,1385172,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-artifact-registry,1113368,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-discoveryengine,986670,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-bigquery-biglake,930747,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-iam,617697,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-recaptcha-enterprise,579263,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-os-config,475297,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-asset,422416,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-scheduler,391993,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-documentai,365506,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-dialogflow-cx,299337,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-private-ca,270315,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-common,251955,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-filestore,251435,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-functions,240350,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-certificate-manager,233419,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-billing,188129,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-bigquery-reservation,184954,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-appengine-admin,166459,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-datacatalog-lineage,150834,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-notebooks,143886,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-alloydb,123634,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
pymongocrypt,122870,6.49,10,5,0,9,10,10,10,10,,0,7,0,8,0,10
google-cloud-retail,115527,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
twisted,10414984,6.46,10,,0,10,10,0,9,10,10,0,0,10,,10,10
attrs,269531252,6.43,10,,5,4,10,0,10,10,10,0,7,10,,9,10
itsdangerous,87870862,6.43,10,3,0,0,10,10,10,7,10,5,0,9,10,0,10
jsii,3334480,6.43,10,8,0,10,10,0,10,10,,0,0,10,8,0,10
flask-admin,864911,6.43,10,0,0,6,10,0,10,10,10,6,0,9,10,0,10
truststore,1801919,6.38,10,8,2,9,10,0,10,9,10,3,0,10,0,0,10
django-axes,529090,6.38,10,0,0,3,10,0,10,10,10,0,10,10,,9,10
functions-framework,3402867,6.35,10,,0,9,10,0,10,6,10,5,10,0,,10,10
presidio-analyzer,721309,6.35,10,,0,9,10,0,10,10,,0,9,10,,10,10
presidio-anonymizer,447816,6.35,10,,0,9,10,0,10,10,,0,9,10,,10,10
pylint,35930933,6.32,10,8,5,10,10,0,10,10,,0,10,9,,0,9
launchdarkly-server-sdk,2742495,6.32,10,,0,10,10,0,9,7,10,3,0,9,10,0,10
boto3,1467208246,6.30,10,,0,1,10,0,10,10,,10,10,10,,10,10
eventlet,4711432,6.30,10,8,0,10,10,0,9,10,10,0,0,10,,0,10
keras-nlp,209427,6.30,10,,0,10,10,0,10,10,10,0,1,10,,9,8
yarl,145023549,6.27,10,3,0,1,10,10,10,10,10,0,10,10,0,0,10
flask,106625241,6.27,10,3,0,1,10,10,10,10,10,5,0,9,10,0,4
service-identity,5549195,6.27,10,,5,0,10,0,10,10,10,0,10,10,,9,10
mne,173307,6.27,10,,7,9,10,0,10,10,10,0,9,10,,0,10
gitpython,91756210,6.22,10,,0,10,10,10,10,10,,0,10,10,,0,10
structlog,25383098,6.22,10,,5,1,10,0,9,10,10,0,8,10,,9,10
async-lru,22735405,6.22,10,,0,10,10,0,10,6,10,0,10,10,4,0,10
msgraph-core,3072358,6.22,10,,0,10,10,0,10,10,10,0,10,10,,0,10
pytest,201614240,6.19,10,4,0,10,10,0,10,10,10,0,0,0,0,9,10
elastic-apm,1087266,6.19,10,5,0,10,10,0,10,10,10,2,0,10,,0,10
poetry-core,93401066,6.16,8,8,0,10,10,0,10,10,10,10,0,0,0,0,10
google-cloud-pubsub,31309423,6.16,10,,0,10,10,10,10,10,,0,9,10,,0,10
meson,5076523,6.16,10,,0,8,10,0,10,10,10,0,10,0,8,0,10
pyvista,374541,6.16,10,,0,10,10,0,10,10,10,0,9,10,,0,10
chiavdf,307312,6.16,10,6,0,10,10,0,10,10,10,0,10,0,0,0,10
pydantic,296287599,6.14,10,,0,9,10,10,10,10,10,0,0,10,,0,10
werkzeug,135875853,6.14,10,3,0,0,10,0,10,10,10,5,0,9,10,0,10
google-crc32c,68388385,6.14,10,,0,10,10,10,10,6,,0,4,10,,10,7
