Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
google-cloud-resource-manager,1518553,6.80,10,8,0,10,10,10,10,10,10,,4,0,10,,0,10
google-cloud-tasks,910507,6.80,10,8,0,10,10,10,10,10,10,,4,,10,,0,10
django-simple-history,500798,6.80,10,6,0,10,10,10,0,10,10,10,7,0,10,,0,10
google-cloud-error-reporting,431513,6.80,10,8,0,10,10,10,10,10,10,,4,0,10,,0,10
google-cloud-iam,294966,6.80,10,8,0,10,10,10,10,10,10,,4,0,10,,0,10
attrs,90504247,6.72,10,8,5,2,10,10,0,10,10,,7,,10,,10,10
grpc-google-iam-v1,15926358,6.72,10,8,0,7,10,10,0,10,8,,5,0,10,,10,10
pylint,11196224,6.72,10,8,5,10,10,10,0,10,10,,2,8,10,,0,10
datadog-api-client,1226938,6.72,10,8,0,9,10,10,0,10,10,10,7,7,0,,0,10
google-cloud-firestore,4162065,6.70,10,8,0,10,10,10,10,10,10,,2,0,10,,0,10
dash,1155639,6.70,10,8,0,8,10,10,0,10,10,,10,,0,,10,10
dynamodump,65042,6.70,10,8,0,8,10,10,0,10,10,10,5,10,0,,0,10
django-sekizai,114257,6.65,10,6,0,8,10,10,0,10,10,10,7,10,0,,0,10
azure-core,52159757,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-storage-blob,38296095,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-common,34364759,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-identity,20457557,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-nspkg,10993320,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-resource,10678309,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-core,9055985,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-storage,7742974,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-keyvault-secrets,7591728,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-keyvault,7036759,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-keyvault,6946002,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-storage-queue,6669941,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-authorization,6503846,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-containerregistry,6196652,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-storage-file-datalake,6195126,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-cosmos,6020554,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-graphrbac,5800352,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-keyvault-keys,5622554,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-eventhub,5137908,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-network,4618555,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-nspkg,4501517,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-datalake-nspkg,4284133,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-compute,4015554,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-servicebus,3995395,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-datalake-analytics,3739801,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-datalake-store,3650734,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-cosmosdb,3327302,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-data-tables,3284928,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-monitor,3255745,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-keyvault-certificates,3245114,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-batch,3235649,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-msi,3234818,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-recoveryservices,3221353,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-sql,3195739,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-datafactory,3191687,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-web,3175412,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-containerinstance,3162475,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-signalr,3154737,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-dns,3151141,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-batch,3150372,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-rdbms,3139676,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-containerservice,3119900,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-redis,3112174,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-cdn,3110882,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-trafficmanager,3110322,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-loganalytics,3089082,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-iothub,3084734,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-devtestlabs,3080385,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-servicebus,3077465,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-eventhub,3065591,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-marketplaceordering,3050835,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-cognitiveservices,3036734,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-search,3034514,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-recoveryservicesbackup,3027348,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-billing,3021289,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-applicationinsights,3019256,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-eventgrid,3014718,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-servicefabric,3002263,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-managementgroups,3000656,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-iothubprovisioningservices,2994874,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-reservations,2994252,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-media,2992382,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-advisor,2986284,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-batchai,2984715,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-consumption,2972961,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-relay,2968562,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-loganalytics,2958522,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-policyinsights,2951702,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-iotcentral,2949128,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-datamigration,2943940,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-maps,2941801,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-eventgrid,2918772,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-appconfiguration,2163352,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure,1827495,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-storage-file-share,1750688,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-hdinsight,1736813,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-privatedns,1705237,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-apimanagement,1703252,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-subscription,1699697,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-sqlvirtualmachine,1694944,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-security,1688588,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-netapp,1683657,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-kusto,1677586,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-managedservices,1674935,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-imagebuilder,1661997,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-synapse,1661639,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-appconfiguration,1661417,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-botservice,1659666,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-deploymentmanager,1647825,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-synapse-artifacts,1645157,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-synapse-spark,1642363,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-storage,1642073,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-redhatopenshift,1637701,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-synapse-accesscontrol,1630129,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-keyvault-administration,1625164,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-databoxedge,1616159,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-extendedlocation,1603598,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-servicefabricmanagedclusters,1600710,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-synapse-managedprivateendpoints,1592615,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-servicelinker,1583857,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt,1408188,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-logic,1394949,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-servicemanagement-legacy,1373427,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-servicefabric,1368761,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-scheduler,1367252,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-notificationhubs,1361844,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-applicationinsights,1345361,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-commerce,1331220,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-powerbiembedded,1330787,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-managementpartner,1329440,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-hanaonazure,1328477,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-machinelearningcompute,1328397,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-devspaces,1287842,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-eventhub-checkpointstoreblob-aio,707969,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-eventhub-checkpointstoreblob,482284,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-schemaregistry,286191,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-search-documents,265751,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-schemaregistry-avroserializer,263796,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-ai-metricsadvisor,155761,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
ml-wrappers,124837,6.62,10,8,0,10,10,0,0,10,9,10,7,10,10,,0,10
azure-monitor-query,113523,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-ai-textanalytics,97239,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
azure-mgmt-automation,76681,6.62,8,8,0,10,10,10,0,10,10,,0,,10,,9,10
pulumi,319390,6.60,10,8,0,10,10,10,10,10,10,,0,,10,0,0,10
airflow-dbt,112731,6.60,10,8,0,10,10,10,0,10,0,,10,0,10,,10,10
econml,88181,6.60,10,8,0,10,10,0,0,10,10,,10,0,10,,10,10
google-cloud-core,42668917,6.58,10,8,0,10,10,10,10,10,7,,4,0,10,,0,10
checkov,1460440,6.58,10,6,2,3,10,10,0,10,10,10,2,10,10,,0,10
httpx,9835189,6.55,10,8,0,10,10,10,0,10,10,,9,0,10,,0,10
httpcore,9385016,6.55,10,8,0,10,10,10,0,10,10,,9,0,10,,0,10
starlette,8610182,6.55,10,8,0,10,10,10,0,10,10,,9,0,10,,0,10
wagtail,105855,6.55,10,0,0,4,10,10,0,10,10,,5,10,10,,10,10
kedro,484496,6.53,10,9,0,10,10,10,0,10,10,,2,0,0,,10,10
tf2onnx,383896,6.53,9,8,0,10,10,0,0,10,10,,10,10,0,,10,10
ansible-lint,782831,6.50,10,8,0,4,10,10,0,10,10,10,7,,10,,0,10
petl,268044,6.50,10,8,0,6,10,10,0,10,8,10,7,10,0,,0,10
tox,5008335,6.47,10,0,0,5,10,10,10,10,10,10,7,0,10,,0,10
aws-lambda-builders,617532,6.47,10,10,0,10,10,0,0,10,8,,9,0,10,,9,10
marshmallow,19488086,6.45,10,3,0,3,10,10,0,10,10,,10,0,10,,10,10
skl2onnx,492832,6.45,10,8,0,8,10,0,0,10,10,,10,10,0,0,10,10
graphene-django,354119,6.45,10,8,0,10,10,10,0,10,10,10,7,0,0,,0,10
auth0-python,327610,6.45,10,8,0,10,10,10,0,10,10,,7,0,10,,0,10
libhoney,243409,6.45,10,8,0,10,10,10,0,10,10,,7,0,10,0,0,10
aws-cdk-aws-glue,6012452,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-logs-destinations,5961057,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-core,1285109,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-cx-api,1019719,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-iam,917156,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-s3,900870,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-lambda,872021,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-region-info,846431,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-logs,820281,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-cloud-assembly-schema,779437,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-cloudwatch,751939,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-ec2,692988,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-kms,687723,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-events,668635,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-secretsmanager,604753,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-s3-assets,597212,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-sns,554568,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-sqs,551163,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-ssm,545917,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-applicationautoscaling,541208,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-ecr,516781,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-cloudformation,510328,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-assets,507352,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-ecr-assets,502305,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-certificatemanager,502174,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-autoscaling-common,495699,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-efs,488065,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-codeguruprofiler,487212,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-elasticloadbalancingv2,482069,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-route53,466869,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-signer,453264,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-custom-resources,437033,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-autoscaling,430995,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-elasticloadbalancing,419829,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-codestarnotifications,409538,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-apigateway,400642,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-kinesis,396734,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-sam,396221,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-sns-subscriptions,393636,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
aws-cdk-aws-stepfunctions,390113,6.42,3,8,0,10,10,10,0,10,10,,5,,10,8,0,10
