Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
urllib3,480419531,8.78,10,,5,10,10,10,10,10,10,5,10,10,10,10,10
openexr,217219,8.11,10,,5,7,10,10,10,10,10,0,10,10,8,10,10
tuf,241471,8.00,10,,10,10,10,0,10,10,10,4,10,10,6,10,10
requests,412000150,7.57,10,,0,10,10,10,10,10,,10,10,10,0,10,10
flatbuffers,17348390,7.41,10,,0,3,10,10,10,9,10,0,7,10,8,10,10
aiohttp,100311026,7.22,10,,0,8,10,10,9,10,10,0,10,10,8,0,10
in-toto,229495,7.11,10,,10,6,10,0,9,10,10,4,0,10,6,10,10
numpy,236107142,7.05,10,,0,10,10,10,9,10,,3,9,9,0,10,10
google-re2,5806243,7.03,10,0,0,10,10,10,10,10,10,0,0,10,0,10,10
charset-normalizer,354883440,6.97,10,,0,0,10,10,10,10,10,4,10,10,,10,10
pyhanko,818008,6.95,10,,0,0,10,0,10,10,10,0,10,10,10,9,10
sentencepiece,18083931,6.86,10,0,0,2,10,10,10,10,,8,5,10,4,10,10
pybind11,7846344,6.84,10,,0,8,10,10,9,10,10,0,0,10,,10,10
pybind11-global,125933,6.84,10,,0,8,10,10,9,10,10,0,0,10,,10,10
twine,6032163,6.78,7,,0,6,10,0,10,10,10,1,10,0,10,10,10
tables,1004152,6.78,10,0,0,10,10,10,10,10,,7,0,10,0,10,9
pillow,85634858,6.73,10,0,2,6,10,10,9,10,10,0,0,10,,10,10
matplotlib,57610559,6.73,10,,0,10,10,10,9,10,10,1,9,10,,0,10
cryptography,231567005,6.68,10,,0,10,10,10,9,10,,4,0,10,,10,10
botocore,563582183,6.65,10,,0,0,10,10,10,10,,8,10,10,,10,10
keras,17501528,6.62,10,,0,6,10,10,10,10,10,0,0,10,,9,10
keras-nightly,295773,6.62,10,,0,6,10,10,10,10,10,0,0,10,,9,10
trufflehog,121572,6.57,9,,0,10,10,0,10,10,10,0,10,9,8,0,8
yt-dlp,2012131,6.54,10,,0,4,10,0,9,10,10,0,10,0,8,9,10
markupsafe,150767570,6.51,10,,0,1,10,10,10,10,10,5,0,9,10,0,10
functions-framework,3183252,6.51,10,,0,10,10,0,10,7,10,5,10,0,,10,10
tbb,338824,6.49,10,,0,10,10,10,10,10,,0,0,10,0,10,10
pem,333738,6.49,10,,5,0,10,10,10,5,10,0,10,10,,10,10
pyarrow,104708000,6.43,10,,0,8,10,10,10,10,10,1,0,10,,10,4
google-cloud,4338644,6.43,10,,0,10,10,0,10,10,,0,9,10,,10,10
certifi,368515023,6.41,10,3,0,3,10,0,9,10,10,5,0,10,,10,10
jinja2,149347087,6.41,10,,0,0,10,10,10,10,10,6,0,9,9,0,10
coverage,70100583,6.41,10,,5,0,10,10,10,10,,1,10,10,,10,10
structlog,10042139,6.41,10,,5,3,10,0,9,10,10,0,7,10,,10,10
click,162270752,6.38,10,,0,0,10,10,10,10,10,4,0,9,10,0,10
google-cloud-secret-manager,19350410,6.38,10,,0,10,10,0,10,10,,0,8,10,,10,10
google-cloud-appengine-logging,13800799,6.38,10,,0,10,10,0,10,10,,0,8,10,,10,10
google-cloud-resource-manager,9886521,6.38,10,,0,10,10,0,10,10,,0,8,10,,10,10
google-cloud-vision,5782879,6.38,10,,0,10,10,0,10,10,,0,8,10,,10,10
google-cloud-dataproc,5497107,6.38,10,,0,10,10,0,10,10,,0,8,10,,10,10
google-cloud-kms,5277976,6.38,10,,0,10,10,0,10,10,,0,8,10,,10,10
google-cloud-monitoring,5170524,6.38,10,,0,10,10,0,10,10,,0,8,10,,10,10
google-cloud-dlp,5022313,6.38,10,,0,10,10,0,10,10,,0,8,10,,10,10
