Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions
opentelemetry-exporter-otlp-proto-http,409911230,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-proto,406288842,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-exporter-otlp-proto-common,341358351,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-exporter-otlp-proto-grpc,313262720,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-exporter-otlp,188157889,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-exporter-prometheus,99429563,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-propagator-b3,4792404,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-propagator-jaeger,3216313,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-exporter-zipkin-json,944115,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-test-utils,651231,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-exporter-jaeger-thrift,610584,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-exporter-jaeger,376208,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-exporter-jaeger-proto-grpc,375120,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-exporter-zipkin-proto-http,230450,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
opentelemetry-exporter-zipkin,215440,7.03,10,4,5,10,10,0,10,10,,9,7,10,,10
black,179909313,7.00,10,,0,8,10,10,10,10,10,5,2,10,0,10
ansible-navigator,467965,7.00,10,8,0,8,10,0,10,10,10,0,5,10,,10
pytest,1091772181,6.97,10,4,0,10,10,0,10,10,10,10,0,9,0,9
cachecontrol,128663251,6.97,10,0,0,10,10,0,9,10,10,10,10,4,,10
dulwich,99380025,6.97,10,3,2,5,10,10,9,10,10,0,6,10,,10
python-pam,2335539,6.97,10,5,2,0,10,0,10,10,10,10,10,10,,10
vyper,235861,6.97,10,,0,10,10,0,9,10,10,4,10,10,0,10
urllib3-future,2044828,6.94,10,,0,0,10,0,10,10,10,3,10,10,10,10
gofeatureflag-python-provider,129122,6.94,10,,5,8,10,0,10,10,10,8,10,10,6,1
cattrs,73830482,6.91,10,0,0,5,10,0,10,10,10,10,10,10,,10
pysolr,352813,6.91,10,6,0,9,10,0,10,10,10,10,5,0,,10
home-assistant-frontend,153524,6.91,10,8,0,10,10,0,9,10,10,7,10,9,0,0
crowdstrike-falconpy,1530101,6.88,10,,0,10,10,0,10,10,10,2,10,10,,10
restrictedpython,8872727,6.85,10,8,0,5,10,0,9,10,10,5,4,10,,9
elementary-data,1209952,6.85,10,5,0,10,10,0,10,10,10,0,10,4,,10
lakefs-sdk,469861,6.85,8,8,0,9,10,10,10,10,10,0,9,10,0,0
lakefs,383463,6.85,8,8,0,9,10,10,10,10,10,0,9,10,0,0
pyarrow,432924469,6.82,10,3,0,9,10,10,10,10,10,1,0,10,8,0
pyzmq,109452815,6.82,10,3,0,7,10,10,10,10,10,1,0,10,,10
immutabledict,23544354,6.82,10,,0,5,10,0,10,10,10,10,10,10,,9
kfp,16374224,6.82,10,3,5,10,10,10,10,10,10,1,8,10,,0
launchdarkly-server-sdk,11752131,6.82,10,5,0,10,10,0,9,10,10,5,0,9,10,0
kfp-pipeline-spec,4798934,6.82,10,3,5,10,10,10,10,10,10,1,8,10,,0
kfp-server-api,3151118,6.82,10,3,5,10,10,10,10,10,10,1,8,10,,0
bullmq,2276583,6.82,10,8,0,10,10,0,10,10,10,5,10,0,,6
adyen,1676842,6.82,10,,0,10,10,0,10,10,10,4,10,10,,8
google-cloud-pipeline-components,1397267,6.82,10,3,5,10,10,10,10,10,10,1,8,10,,0
perfetto,1341501,6.82,10,4,2,10,10,10,10,10,10,0,9,10,0,0
docker-compose,1196300,6.82,10,,0,10,10,0,10,10,,2,7,10,8,10
zmq,626869,6.82,10,3,0,7,10,10,10,10,10,1,0,10,,10
cirq-core,523595,6.82,10,,2,10,10,10,10,10,,3,7,10,0,10
kfp-kubernetes,265733,6.82,10,3,5,10,10,10,10,10,10,1,8,10,,0
git-cliff,216743,6.82,10,0,0,6,10,0,10,10,10,10,10,10,8,0
cirq-google,173045,6.82,10,,2,10,10,10,10,10,,3,7,10,0,10
cirq,162654,6.82,10,,2,10,10,10,10,10,,3,7,10,0,10
cirq-ionq,155344,6.82,10,,2,10,10,10,10,10,,3,7,10,0,10
cirq-aqt,138723,6.82,10,,2,10,10,10,10,10,,3,7,10,0,10
cirq-pasqal,133409,6.82,10,,2,10,10,10,10,10,,3,7,10,0,10
cirq-web,131429,6.82,10,,2,10,10,10,10,10,,3,7,10,0,10
botocore,1497531138,6.79,10,6,0,0,10,10,10,10,,8,10,10,,9
cyclonedx-python-lib,35721532,6.79,10,3,5,1,10,0,10,10,10,10,8,9,0,10
streamlit,29672055,6.79,10,8,0,9,10,0,10,10,10,6,9,10,,0
streamlit-pdf,97758,6.79,10,8,0,9,10,0,10,10,10,6,9,10,,0
motor,11494607,6.76,10,8,0,10,10,0,10,10,10,1,10,0,8,0
pem,1433597,6.76,10,,5,0,10,10,10,6,10,10,10,10,,9
json2xml,328914,6.76,10,,0,0,10,10,10,10,10,6,9,10,,10
ujson,34789130,6.74,10,,0,10,10,10,9,10,10,4,0,9,,8
arviz,3940649,6.74,10,6,0,5,10,0,10,10,10,5,4,9,,10
cucumber-tag-expressions,3760567,6.74,10,3,0,0,10,0,10,10,10,10,10,10,,10
cucumber-expressions,3558089,6.74,10,3,0,0,10,0,10,10,10,10,10,10,,10
qh3,2357464,6.74,10,,0,1,10,0,10,10,10,8,0,10,10,10
pyseto,195383,6.74,10,6,0,0,10,0,10,10,10,8,9,10,,9
structlog,113620670,6.71,10,,5,2,10,0,9,10,10,9,10,10,,10
realtime,42670971,6.71,9,5,0,10,10,0,10,10,10,8,10,10,,0
jsii,9003259,6.71,10,8,0,10,10,0,10,10,,0,10,10,8,0
pipdeptree,8843679,6.71,10,3,0,1,10,0,10,10,10,10,8,10,,10
securesystemslib,1065950,6.71,10,8,0,6,10,0,10,10,10,3,0,10,0,10
cibuildwheel,820488,6.71,10,3,0,8,10,0,10,10,10,9,10,0,,9
pytest-asyncio,275917521,6.68,10,,0,5,10,0,10,10,10,6,10,10,0,10
ddtrace,47249864,6.68,10,5,0,9,10,10,9,10,10,5,3,10,,0
h5py,45760485,6.68,10,,0,6,10,10,10,10,10,6,10,0,0,9
pytest-env,24043458,6.68,10,3,0,0,10,0,10,10,10,10,9,10,,10
c7n-org,6922072,6.68,10,,5,10,10,10,10,10,,6,0,10,,10
newrelic,4840389,6.68,10,5,0,10,10,0,10,10,10,7,9,10,,0
c7n,2047247,6.68,10,,5,10,10,10,10,10,,6,0,10,,10
pytest-print,196546,6.68,10,3,0,0,10,0,10,10,10,10,9,10,,10
zope,139668,6.68,10,8,0,1,10,0,9,10,10,5,7,10,,9
c7n-mailer,114006,6.68,10,,5,10,10,10,10,10,,6,0,10,,10
c7n-azure,86450,6.68,10,,5,10,10,10,10,10,,6,0,10,,10
multidict,594005645,6.65,10,,0,4,10,10,10,10,10,0,10,10,8,0
argon2-cffi-bindings,74176984,6.65,10,,0,2,10,0,10,10,10,10,10,10,,10
firebase-admin,22172866,6.65,10,,0,10,10,0,10,8,10,2,9,10,,10
google-benchmark,75335,6.65,10,,0,8,10,0,10,10,10,8,3,10,,10
attrs,924894579,6.62,10,,5,0,10,10,10,10,10,10,,10,,10
docker,182793672,6.62,10,1,0,10,10,0,10,10,10,3,3,10,0,10
pyproject-api,18508227,6.62,10,3,0,4,10,0,10,10,10,10,8,4,,10
pymc,5495668,6.62,10,,0,10,10,0,9,10,10,8,10,0,,10
django-axes,4246729,6.62,10,0,0,10,10,0,10,10,10,0,9,10,,9
scrapy,3853564,6.62,10,0,0,9,10,0,10,10,10,9,0,10,,10
docker-py,1074698,6.62,10,1,0,10,10,0,10,10,10,3,3,10,0,10
pymc3,319118,6.62,10,,0,10,10,0,9,10,10,8,10,0,,10
pyoxigraph,260019,6.62,10,1,0,2,10,10,10,10,10,8,10,0,0,10
hightime,135224,6.62,10,4,0,10,10,0,9,4,10,10,1,10,,10
tox-gh,113266,6.62,10,3,0,0,10,0,10,10,10,10,8,10,,10
s3transfer,924268948,6.59,10,6,0,3,10,0,10,10,,10,10,10,,9
aiolimiter,12500767,6.59,10,8,0,0,10,0,10,10,10,10,10,0,0,10
aiosmtpd,1895655,6.59,10,,0,10,10,0,10,10,10,0,10,10,8,0
schemachange,506098,6.59,10,4,0,10,10,0,10,10,10,1,0,10,,10
schema-salad,337872,6.59,10,,2,7,10,0,10,10,10,2,10,10,,9
cwltool,294687,6.59,10,,0,6,10,0,10,10,10,3,10,10,,10
aiohttp,643629740,6.56,10,,0,3,10,10,10,10,10,0,10,10,8,0
pyasn1,570897622,6.56,10,8,0,2,10,0,10,10,10,1,7,10,0,9
networkx,290866406,6.56,10,0,0,10,10,10,9,10,10,7,0,0,,10
pymongo,118959014,6.56,10,5,0,10,10,0,10,10,10,3,9,0,8,0
xarray,20745538,6.56,10,3,0,6,10,0,10,10,10,8,10,0,,10
icalendar,11774939,6.56,10,8,0,10,10,10,9,10,,0,10,10,,0
pycep-parser,4641204,6.56,10,,0,1,10,0,10,10,10,10,10,10,,10
gherkin-official,2846540,6.56,10,3,0,0,10,0,10,10,10,9,8,10,,10
debugpy,107550466,6.53,7,8,0,10,10,0,9,10,,3,9,10,,8
argon2-cffi,74406319,6.53,10,,5,0,10,0,10,10,10,10,10,10,,9
pybase64,22067015,6.53,10,8,0,0,10,0,10,10,10,9,0,10,,10
service-identity,16467631,6.53,10,,5,0,10,0,10,10,10,10,10,10,,9
weblate,122713,6.53,10,3,5,0,10,10,10,10,,10,4,10,,10
dotnetcore2,111300,6.53,10,8,0,10,10,0,10,10,10,9,0,10,,0
redis,268312026,6.50,10,,0,8,10,10,10,10,10,0,10,0,,9
jupyterlab,55814597,6.50,10,3,2,10,10,0,10,10,,6,10,10,0,6
optuna,17394263,6.50,10,,0,10,10,0,10,10,10,7,0,10,,9
svix,10142431,6.50,8,5,0,10,10,0,10,10,10,6,10,10,0,0
sphinx-autodoc-typehints,9483648,6.50,10,3,0,0,10,0,10,10,10,10,6,10,,10
clvm-rs,409558,6.50,10,1,0,10,10,10,10,10,10,0,10,9,,0
bumble,109439,6.50,8,,0,10,10,0,10,10,10,0,10,10,,9
joblib,210885850,6.47,10,,0,8,10,10,10,10,10,0,1,10,8,0
elastic-apm,1753102,6.47,10,5,0,10,10,0,10,10,10,2,0,10,,7
fickling,993426,6.47,10,,0,2,10,0,10,10,10,8,9,10,,10
wlc,229687,6.47,10,,0,0,10,0,10,10,10,10,10,10,,10
environ-config,198210,6.47,10,,0,0,10,0,10,10,10,10,10,10,,10
avro,16641331,6.44,10,1,0,8,10,10,10,10,10,2,9,10,,0
mutagen,15032857,6.44,10,,0,5,10,10,10,10,,10,0,0,8,10
scapy,5230356,6.44,10,,0,7,10,10,10,10,,0,9,10,,10
filelock,717124668,6.41,10,3,0,1,10,0,10,10,10,8,5,10,,10
humanize,72423518,6.41,10,,0,6,10,0,10,10,10,9,5,9,,8
geoip2,18029953,6.41,10,6,0,,10,0,10,10,10,10,10,0,,10
donfig,5985314,6.41,10,0,0,10,10,0,10,10,10,7,7,0,,10
ansible-lint,5340142,6.41,10,5,5,10,10,0,10,10,10,0,9,10,,0
dspy-ai,909681,6.41,10,0,0,2,10,0,10,10,10,7,9,10,,10
scylla-driver,878258,6.41,10,6,0,10,10,0,10,10,10,10,0,10,,0
scikit-learn-intelex,170254,6.41,10,6,0,10,10,0,10,10,,1,4,10,,10
dateparser,47784628,6.38,10,0,0,9,10,10,10,10,10,0,10,10,,0
constructs,9392594,6.38,10,8,0,10,10,0,10,10,,0,9,10,,5
statsforecast,1895194,6.38,10,,0,10,10,0,10,10,10,7,8,0,,9
stream-zip,604403,6.38,10,5,0,10,10,0,10,10,10,1,10,10,0,0
cdk-ecr-deployment,548458,6.38,10,8,0,10,10,0,10,10,,0,9,10,,5
titiler-core,168459,6.38,10,,0,5,10,0,10,10,10,7,10,10,,6
titiler-mosaic,104093,6.38,10,,0,5,10,0,10,10,10,7,10,10,,6
titiler-extensions,89321,6.38,10,,0,5,10,0,10,10,10,7,10,10,,6
commit-check,85880,6.38,10,3,0,0,10,0,10,10,10,4,10,10,,10
titiler-application,81905,6.38,10,,0,5,10,0,10,10,10,7,10,10,,6
cryptography,1479413072,6.35,10,,0,10,10,10,9,10,,5,0,10,,9
yarl,621403276,6.35,10,3,0,1,10,10,10,10,10,1,10,10,4,0
googleapis-common-protos,513693594,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-api-core,482456775,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation,393536009,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
proto-plus,343786347,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-storage,264166221,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-requests,228495327,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-util-http,217662067,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-core,213351490,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-resumable-media,192571539,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-auth-httplib2,178751323,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-secret-manager,177625752,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-auth-oauthlib,175046031,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-threading,174866667,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-batch,161014684,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-kms,150610135,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-analytics-admin,149172369,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-compute,146386176,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
grpc-google-iam-v1,133019362,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-dlp,132578900,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-texttospeech,127459338,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-speech,122581480,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-pubsub,118553519,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-logging,101727957,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-tasks,101175764,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-monitoring,97288234,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-fastapi,94203520,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-asgi,90861061,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-bigtable,89249220,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-vision,86196382,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-run,83160237,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-videointelligence,81689653,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-language,81683829,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-workflows,81013021,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-redis,80011739,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-dataform,79994340,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
sqlalchemy-bigquery,79820407,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-os-login,79422938,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-bigquery-datatransfer,78786770,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-dataproc-metastore,78065066,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-orchestration-airflow,77700765,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-memcache,77406947,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-automl,76019197,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-dataflow-client,70833451,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-resource-manager,69047612,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-httpx,56038922,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-spanner,54592845,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-appengine-logging,53469832,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-urllib3,49653715,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-dbapi,49463521,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-translate,49447938,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-wsgi,48603783,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-audit-log,48382452,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-django,48381180,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-container,48344854,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-psycopg2,48289711,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-datacatalog,47190915,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
db-dtypes,47028806,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-flask,46428750,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-urllib,45892945,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-logging,44745746,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-storage-transfer,44620255,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-firestore,41232735,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-bigquery-storage,40553934,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
pandas-gbq,34473624,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-dataplex,30630482,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
google-cloud-alloydb,30438482,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-sqlalchemy,29388766,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-distro,28698053,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-dataproc,27559983,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-aiohttp-client,26276049,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-redis,23820772,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-build,22824246,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-grpc,18823398,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-resourcedetector-gcp,18513309,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-storage-control,17869745,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-resource-detector-azure,16032000,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-ai-generativelanguage,15788569,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
microsoft-kiota-http,15241842,6.35,10,8,0,10,10,0,10,10,,6,10,10,0,0
microsoft-kiota-authentication-azure,14859099,6.35,10,8,0,10,10,0,10,10,,6,10,10,0,0
microsoft-kiota-serialization-json,14344883,6.35,10,8,0,10,10,0,10,10,,6,10,10,0,0
microsoft-kiota-serialization-text,14297976,6.35,10,8,0,10,10,0,10,10,,6,10,10,0,0
microsoft-kiota-abstractions,13898288,6.35,10,8,0,10,10,0,10,10,,6,10,10,0,0
google-cloud-managedkafka,13854244,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-botocore,13315583,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-system-metrics,13029312,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-trace,12269201,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-propagator-aws-xray,11953783,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
google-cloud-iam,11890115,6.35,10,,0,10,10,10,10,10,,3,0,10,,10
opentelemetry-instrumentation-celery,10866605,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
opentelemetry-instrumentation-asyncpg,9877194,6.35,10,4,0,10,10,0,10,10,,0,7,10,,10
