Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
tuf,125527,8.49,10,8,10,10,10,0,10,10,10,4,10,10,4,10,10
urllib3,1106102051,8.46,10,8,5,9,10,10,10,10,10,8,10,10,0,10,7
pylint,36135860,8.19,10,8,5,10,10,0,10,10,10,0,9,9,8,9,9
awslabs-aws-api-mcp-server,666423,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-aws-documentation-mcp-server,662927,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-dynamodb-mcp-server,309049,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-aws-healthomics-mcp-server,239687,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-s3-tables-mcp-server,233691,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-aws-dataprocessing-mcp-server,192452,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-aws-pricing-mcp-server,189936,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-aws-diagram-mcp-server,185414,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-cloudwatch-appsignals-mcp-server,162335,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-eks-mcp-server,135657,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-redshift-mcp-server,118951,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-cost-explorer-mcp-server,115057,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-cdk-mcp-server,112317,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-ecs-mcp-server,109925,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-billing-cost-management-mcp-server,100904,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-mysql-mcp-server,96346,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-cloudwatch-mcp-server,95274,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-nova-canvas-mcp-server,86294,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-postgres-mcp-server,85267,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-cfn-mcp-server,79808,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-aws-support-mcp-server,70712,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-core-mcp-server,69840,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-aws-serverless-mcp-server,69773,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-amazon-keyspaces-mcp-server,69015,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-bedrock-kb-retrieval-mcp-server,67333,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-cloudtrail-mcp-server,66437,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-code-doc-gen-mcp-server,65881,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-iam-mcp-server,65650,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-syntheticdata-mcp-server,65154,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-frontend-mcp-server,64696,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-lambda-tool-mcp-server,63429,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-aurora-dsql-mcp-server,63357,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-prometheus-mcp-server,62201,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-amazon-neptune-mcp-server,62097,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-amazon-sns-sqs-mcp-server,61805,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-well-architected-security-mcp-server,61763,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-elasticache-mcp-server,61752,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-git-repo-research-mcp-server,61689,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-aws-msk-mcp-server,61611,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-amazon-mq-mcp-server,61157,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-stepfunctions-tool-mcp-server,61075,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-amazon-kendra-index-mcp-server,60748,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-memcached-mcp-server,60610,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-documentdb-mcp-server,60333,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-timestream-for-influxdb-mcp-server,60199,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-finch-mcp-server,60100,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-cost-analysis-mcp-server,42665,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
awslabs-lambda-mcp-server,41826,8.11,10,10,5,10,10,0,10,10,10,10,10,10,,10,5
gdal,496955,7.97,10,,5,1,10,10,9,10,10,8,10,9,8,10,10
astroid,38232712,7.84,10,8,0,8,10,10,10,10,10,0,10,9,8,0,10
umf,296338,7.78,10,5,0,10,10,10,9,10,,8,9,10,,10,10
openexr,384306,7.73,10,,5,7,10,10,10,10,10,8,10,10,8,0,10
tbb,659426,7.70,10,3,2,10,10,10,10,10,,8,9,10,0,10,10
tbb-devel,43594,7.70,10,3,2,10,10,10,10,10,,8,9,10,0,10,10
sigstore-protobuf-specs,68470,7.68,10,,0,10,10,0,10,10,10,8,8,10,6,10,8
aiobotocore,882738619,7.62,10,8,0,10,10,0,10,10,10,8,10,10,,9,5
