Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
apache-airflow-providers-docker,216910,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-jdbc,207555,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-oracle,204992,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-apache-hive,196548,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-odbc,186384,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-sftp,161481,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-pagerduty,145098,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-redis,140415,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-backport-providers-cncf-kubernetes,137121,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-airbyte,135054,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-mongo,127594,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-sendgrid,112267,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-backport-providers-microsoft-azure,111648,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-papermill,98621,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-salesforce,92366,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-telegram,83532,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-dbt-cloud,80283,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-presto,79788,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-apache-hdfs,79050,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-microsoft-azure,76628,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-jira,68046,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-backport-providers-ssh,65971,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-backport-providers-snowflake,65928,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-providers-apache-livy,64474,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
apache-airflow-backport-providers-http,60746,8.58,10,6,0,10,10,10,10,10,10,,7,10,8,10,10
google-cloud-bigquery,61384397,8.00,10,8,0,10,10,10,10,10,10,,5,10,,10,10
google-cloud-storage,50138404,8.00,10,8,0,10,10,10,10,10,10,,5,10,,10,10
google-cloud-logging,10430166,8.00,10,8,0,10,10,10,10,10,10,,5,10,,10,10
flatbuffers,7408761,8.00,10,8,0,10,10,10,10,10,10,,5,10,0,10,10
cryptography,120134430,7.95,10,8,0,10,10,10,10,10,10,,4,10,,10,10
google-auth,77842264,7.92,10,7,0,10,10,10,10,10,10,,5,10,,10,10
googleapis-common-protos,69203504,7.68,10,8,0,10,10,10,10,10,6,,5,10,,10,10
google-cloud-aiplatform,1204333,7.47,10,8,0,10,10,10,0,10,10,,5,10,,10,10
ansible-lint,748295,7.32,10,8,0,10,10,10,0,10,10,10,7,10,,0,10
raiutils,129077,7.32,10,8,0,10,10,10,0,10,10,10,7,10,,0,10
erroranalysis,125184,7.32,10,8,0,10,10,10,0,10,10,10,7,10,,0,10
amundsen-common,390524,7.26,10,8,2,10,10,10,0,10,10,10,5,10,,0,10
amundsen-databuilder,201135,7.26,10,8,2,10,10,10,0,10,10,10,5,10,,0,10
pytest,41135882,7.24,10,8,0,9,10,10,10,10,10,10,7,0,,0,10
google-cloud-pubsub,29456587,7.16,10,8,0,10,10,10,10,10,10,,4,10,,0,10
google-cloud-secret-manager,14029332,7.16,10,8,0,10,10,10,10,10,10,,4,10,,0,10
google-cloud-audit-log,3838965,7.16,10,8,0,10,10,10,0,10,6,,5,10,,10,10
google-cloud-resource-manager,1380482,7.16,10,8,0,10,10,10,10,10,10,,4,10,,0,10
google-cloud-tasks,792073,7.16,10,8,0,10,10,10,10,10,10,,4,10,,0,10
google-cloud-error-reporting,470299,7.16,10,8,0,10,10,10,10,10,10,,4,10,,0,10
google-cloud-iam,278803,7.16,10,8,0,10,10,10,10,10,10,,4,10,,0,10
django-axes,169458,7.16,10,0,0,7,10,10,0,10,10,10,7,10,,9,10
dash,892097,7.13,10,8,0,9,10,10,0,10,10,,10,0,,10,10
airflow-dbt,148137,7.11,10,8,0,10,10,10,0,10,2,,10,10,,10,10
google-api-core,139262687,7.08,10,7,0,10,10,10,10,10,10,,4,10,,0,10
django-simple-history,434400,7.08,10,6,0,10,10,10,0,10,9,10,7,10,,0,10
google-cloud-firestore,3661384,7.05,10,8,0,10,10,10,10,10,10,,2,10,,0,10
trufflehog,126710,7.05,10,6,0,10,10,10,,10,10,10,5,10,0,0,10
sqlalchemy-bigquery,646604,7.00,10,8,0,10,10,10,0,10,4,,5,10,0,10,10
pybigquery,280038,7.00,10,8,0,10,10,10,0,10,4,,5,10,0,10,10
jsii,840103,6.97,10,8,0,9,10,10,0,10,10,,,10,8,0,10
aws-lambda-builders,616624,6.97,10,10,0,10,10,0,0,10,10,,9,10,,9,10
adal,23044057,6.95,10,7,0,9,10,10,10,10,2,,10,0,0,10,10
kedro,414094,6.95,10,10,0,10,10,10,0,10,10,,2,0,,10,10
econml,156517,6.95,10,8,0,10,10,0,0,10,10,,10,10,,10,10
numpy,125927009,6.92,10,3,0,8,10,10,10,10,10,10,0,10,0,0,10
brotli,5482538,6.92,10,0,0,9,10,10,10,10,2,,10,10,0,10,10
google-cloud-ndb,202558,6.92,10,8,0,10,10,10,0,10,3,,5,10,,10,10
proto-plus,38696160,6.89,10,8,0,10,10,10,0,10,10,,9,10,,0,10
google-api-python-client,25584634,6.89,10,8,0,10,10,10,,10,10,,9,10,,0,10
sphinx-notfound-page,136417,6.89,10,8,0,6,10,10,0,10,10,,10,0,,10,10
flask,47887104,6.84,10,3,0,3,10,10,10,10,10,,7,10,6,0,10
tensorboard-plugin-profile,122583,6.82,10,3,0,10,10,10,0,10,10,,10,0,,10,10
proxy-py,111258,6.82,10,4,0,9,10,10,0,10,10,10,5,10,0,0,10
streamlit,750610,6.79,10,8,0,10,10,10,0,10,10,,2,0,,10,10
auth0-python,345674,6.79,10,8,0,10,10,10,0,10,10,,7,10,,0,10
djangorestframework-api-key,157888,6.79,10,6,0,10,10,0,0,10,10,,10,10,,10,10
google-cloud-core,51159713,6.76,10,8,0,10,10,10,10,10,5,,4,10,,0,10
aws-cdk-aws-glue,6359381,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-logs-destinations,6300989,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
prettytable,5933010,6.76,10,3,0,8,10,10,0,10,10,10,7,10,,0,10
aws-cdk-core,771784,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-s3,763395,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-lambda,752645,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-logs,737792,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-secretsmanager,675865,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-iam,539475,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-ec2,521003,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-events,517570,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-cx-api,515364,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-kms,512162,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-region-info,507081,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-cloud-assembly-schema,503109,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-cloudwatch,500849,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-s3-assets,489837,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-sqs,486741,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-ssm,478786,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-sns,478638,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-applicationautoscaling,477270,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-ecr,474452,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-ecr-assets,472619,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-efs,469300,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-codeguruprofiler,468293,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-autoscaling-common,466140,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-custom-resources,453379,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-assets,451614,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-signer,451267,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-cloudformation,445934,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-certificatemanager,445616,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-elasticloadbalancingv2,441095,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-route53,440604,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-codestarnotifications,432649,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-sam,430094,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-stepfunctions,430020,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-kinesis,427162,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-sns-subscriptions,425629,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-cognito,417676,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-autoscaling,414281,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-apigateway,410911,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
cyclonedx-python-lib,404654,6.76,10,3,0,8,10,10,0,10,10,10,7,10,0,0,10
aws-cdk-aws-elasticloadbalancing,404157,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-ecs,403943,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-events-targets,397698,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-cloudfront,394644,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-codebuild,391418,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-route53-targets,385896,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-servicediscovery,382989,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-autoscaling-hooktargets,382438,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-codecommit,376861,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-globalaccelerator,366550,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-acmpca,355931,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-codepipeline,355476,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-kinesisfirehose,351938,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-ecs-patterns,301205,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-lib,284641,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-dynamodb,158748,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
jupyterlab-git,148173,6.76,10,1,0,10,10,10,0,10,10,10,7,10,,0,10
aws-cdk-aws-s3-notifications,134614,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-lambda-event-sources,117709,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-cloudwatch-actions,108883,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-batch,90865,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-rds,84951,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-stepfunctions-tasks,83380,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-lambda-python-alpha,79090,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-lambda-layer-awscli,78927,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-eks,67976,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-lambda-layer-kubectl,64045,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
aws-cdk-aws-codedeploy,60798,6.76,3,8,0,10,10,10,0,10,10,,5,10,8,0,10
pytest-playwright,132531,6.74,10,8,0,8,10,10,0,10,10,,9,10,,0,10
flask-sqlalchemy,4295239,6.71,10,3,0,6,10,10,0,10,10,,7,10,8,0,10
analytics-python,1106790,6.71,10,6,0,9,10,10,0,10,10,,5,0,,10,10
tink,949178,6.71,9,0,0,10,10,10,10,10,10,,9,10,0,0,10
segment-analytics-python,208080,6.71,10,6,0,9,10,10,0,10,10,,5,0,,10,10
gcloud-aio-auth,61020,6.71,10,8,0,7,10,10,0,0,10,,10,0,,10,10
google-resumable-media,45617951,6.68,10,8,0,10,10,10,10,10,4,,4,10,,0,10
jira,3723895,6.68,10,8,0,10,10,10,0,10,10,10,5,0,0,0,10
dbt-core,1579708,6.68,10,8,0,10,10,10,,10,10,10,5,0,0,0,10
cloudformation-cli-typescript-plugin,708838,6.68,10,10,0,10,10,10,0,10,10,,2,10,0,0,10
dbt-postgres,694741,6.68,10,8,0,10,10,10,,10,10,10,5,0,0,0,10
dbt,450191,6.68,10,8,0,10,10,10,,10,10,10,5,0,0,0,10
marshmallow-sqlalchemy,4044063,6.66,10,3,0,8,10,10,0,10,10,,10,0,,10,10
pymemcache,1030085,6.66,10,6,0,9,10,10,0,10,10,,9,10,0,0,10
cloudformation-cli-java-plugin,711586,6.66,10,10,0,10,10,10,0,10,1,10,5,10,0,0,10
semgrep,377036,6.66,10,1,0,10,10,10,0,10,10,10,5,10,0,0,10
epsagon,116033,6.66,10,8,0,10,10,10,0,10,3,,10,0,,10,10
jinja2,77969506,6.63,10,3,0,5,10,10,0,10,10,,7,10,8,0,10
werkzeug,50728430,6.63,10,3,0,5,10,10,0,10,10,,7,10,8,0,10
google-cloud-bigquery-storage,20611006,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-dlp,17889748,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
pandas-gbq,15649388,6.63,10,8,0,10,10,10,0,10,10,,4,10,0,0,10
google-cloud-datastore,12291169,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-pubsublite,4643815,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-appengine-logging,3852989,6.63,10,8,0,10,10,10,,10,10,,4,10,,0,10
google-cloud-spanner,3497654,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-language,3433315,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-vision,2516761,6.63,10,8,0,10,10,10,,10,10,,4,10,,0,10
google-cloud-monitoring,2123282,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-recommendations-ai,1233694,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-kms,1194075,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-dataproc,1146079,6.63,10,8,0,10,10,10,,10,10,,4,10,,0,10
google-cloud-trace,1090401,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-translate,1026905,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-datacatalog,882235,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-container,648292,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
neptune-client,599930,6.63,10,6,0,10,10,10,0,10,10,10,7,0,,0,10
google-cloud-bigquery-datatransfer,582149,6.63,10,8,0,10,10,10,,10,10,,4,10,,0,10
google-cloud-dataflow-client,580046,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-speech,530679,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-workflows,525326,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-redis,455275,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-memcache,415344,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-texttospeech,415295,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-os-login,415052,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-build,388643,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-orchestration-airflow,260513,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-billing,248244,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-dataproc-metastore,222746,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-dataplex,207485,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-retail,155123,6.63,10,8,0,10,10,10,,10,10,,4,10,,0,10
google-analytics-data,152755,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-scheduler,137415,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-compute,99154,6.63,10,8,0,10,10,10,,10,10,,4,10,,0,10
awswrangler,12465018,6.61,10,1,0,7,10,10,0,10,10,,5,10,0,9,10
allennlp,70037,6.61,10,8,0,9,10,10,0,10,10,10,5,0,,0,10
google-crc32c,29752983,6.58,10,8,0,10,10,10,10,10,4,,2,10,,0,10
marshmallow,16355422,6.58,10,3,0,7,10,10,0,10,10,,10,0,,10,10
pylint,11371131,6.58,10,8,2,10,10,10,0,10,10,,2,10,,0,10
django-webpack-loader,270605,6.58,10,6,0,7,10,10,0,10,7,,10,0,,10,10
apache-bookkeeper-client,60282,6.58,10,10,0,10,10,10,0,10,10,,0,10,,0,10
rich,11627462,6.55,10,6,0,9,10,10,,10,10,,7,10,,0,10
idna-ssl,2822498,6.55,10,3,0,10,10,10,0,10,0,,10,10,,10,10
google-cloud-videointelligence,2191704,6.55,10,8,0,9,10,10,0,10,10,,4,10,,0,10
scmrepo,291134,6.55,10,6,0,9,10,10,0,10,10,10,7,0,,0,10
gradio,184320,6.55,10,3,0,10,10,10,0,10,10,10,0,10,,0,10
aws-xray-sdk,3024051,6.53,10,8,0,10,10,10,0,10,8,,5,10,,0,10
ray,1777729,6.53,8,1,0,10,10,10,0,10,10,,2,10,,9,10
kornia,526794,6.53,10,8,0,8,10,10,0,10,10,10,5,0,0,0,10
google-cloud-automl,488073,6.53,10,8,0,10,10,10,,10,10,,2,10,,0,10
google-cloud-recaptcha-enterprise,334798,6.53,10,8,0,10,10,10,0,10,10,,2,10,,0,10
django-oauth-toolkit,309157,6.53,10,8,0,10,10,0,0,10,10,10,7,10,,0,10
coverage,28447911,6.50,10,3,0,0,10,10,0,10,10,,9,10,,10,10
aws-sam-translator,4276681,6.50,10,4,0,10,10,,0,10,10,,9,10,,9,10
pyjwt,95464903,6.47,10,6,0,8,10,10,10,10,10,,7,0,,0,10
libcst,18367076,6.47,10,3,0,9,10,10,0,10,10,10,,10,,0,10
sentry-sdk,15507604,6.47,10,8,0,6,10,10,,10,10,,7,10,0,0,10
tensorboard,14508574,6.47,10,6,0,10,10,10,0,10,10,,4,10,,0,10
tensorboard-data-server,7019999,6.47,10,6,0,10,10,10,0,10,10,,4,10,,0,10
knack,6723644,6.47,10,8,0,10,10,0,0,10,4,,10,10,,10,10
tb-nightly,825746,6.47,10,6,0,10,10,10,0,10,10,,4,10,,0,10
python-telegram-bot,694302,6.47,10,3,2,9,10,10,0,10,10,,7,0,8,0,10
dvc,550336,6.47,10,8,0,6,10,10,0,10,10,10,7,0,0,0,10
libhoney,227936,6.47,10,8,0,10,10,10,0,10,6,,7,10,0,0,10
aws-embedded-metrics,131921,6.47,10,10,0,6,10,0,0,10,8,,7,10,,10,10
platformdirs,39908893,6.45,10,0,0,7,10,10,0,10,10,10,7,10,,0,10
ansible,4829455,6.45,10,3,2,10,10,0,10,10,10,,7,0,,10,10
tox,4698144,6.45,10,0,0,7,10,10,0,10,10,10,7,10,,0,10
ansible-core,2213046,6.45,10,3,2,10,10,0,10,10,10,,7,0,,10,10
arviz,730181,6.45,10,6,0,9,10,,0,10,10,,5,10,0,10,10
ansible-base,550701,6.45,10,3,2,10,10,0,10,10,10,,7,0,,10,10
azure-core,50701770,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
aiohttp,44340232,6.42,10,3,0,5,10,10,10,10,10,,5,10,0,0,10
azure-storage-blob,38521731,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-common,32799787,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-identity,20491680,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
google-cloud-bigtable,14277086,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
fonttools,13782770,6.42,10,3,0,7,10,10,0,10,10,,7,0,,10,10
azure-nspkg,10750750,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-resource,10523084,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-core,8938632,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-storage,7551188,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-keyvault,7291434,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-storage-queue,7251030,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-keyvault-secrets,7003200,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-keyvault,6950506,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-storage-file-datalake,6696555,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-authorization,6454699,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-containerregistry,6213976,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-graphrbac,5794348,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-cosmos,5434441,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-keyvault-keys,5287198,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-eventhub,5102496,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-nspkg,4482773,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-network,4478264,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-datalake-nspkg,4240990,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-compute,3895362,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
bokeh,3870042,6.42,10,3,0,5,10,10,0,10,10,10,5,10,,0,10
azure-mgmt-datalake-analytics,3753729,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-servicebus,3708848,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-datalake-store,3441135,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-monitor,3075507,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-keyvault-certificates,3058234,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-batch,3053157,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-sql,3037553,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
azure-mgmt-web,3017456,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
