Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
urllib3,650675263,9.30,10,8,5,9,10,10,10,10,10,7,10,10,8,10,10
tuf,73559,8.49,10,8,10,10,10,0,10,10,10,4,10,10,4,10,10
in-toto,29023,7.84,10,8,10,10,10,0,9,10,10,4,0,10,3,10,10
umf,140829,7.78,10,5,0,10,10,10,9,10,,7,10,10,,10,10
xclim,89358,7.78,10,5,5,6,10,0,10,10,10,10,10,10,,10,10
sigstore-protobuf-specs,63510,7.54,10,,0,10,10,0,10,10,10,8,7,10,6,10,7
requests,564008728,7.38,10,,0,10,10,10,10,10,,8,10,10,0,10,9
astropy,1446674,7.30,10,8,0,10,10,0,10,10,,6,7,10,,10,10
gdal,215495,7.27,10,,5,3,10,10,9,10,10,7,10,9,8,10,0
mkl-fft,37608,7.24,10,8,0,10,10,0,10,10,,0,0,10,8,10,10
twine,15778041,7.19,8,,0,10,10,0,10,10,10,1,10,0,10,10,10
pyhanko,2563483,7.19,10,3,0,0,10,0,10,10,10,0,10,10,10,9,10
openexr,199970,7.19,10,,5,8,10,10,10,10,10,7,10,10,1,0,10
coverage,96984183,7.16,10,,5,0,10,10,10,10,10,5,10,10,,10,10
west,980289,7.14,10,6,0,10,10,0,10,10,10,5,8,0,0,10,10
attrs,280555996,7.05,10,,5,3,10,10,10,10,10,0,10,10,,9,10
tbb,525120,7.03,10,,2,10,10,10,10,10,,0,9,10,0,10,10
clvm-rs,184578,7.03,10,6,0,10,10,10,10,10,10,0,10,9,,0,8
tbb-devel,40915,7.03,10,,2,10,10,10,10,10,,0,9,10,0,10,10
typing-extensions,487880897,7.00,10,,0,10,10,10,9,10,10,0,0,10,,10,10
geoip2,5558271,6.97,10,6,0,10,10,0,10,10,10,0,10,0,,10,10
yt-dlp,2659510,6.97,10,,0,9,10,0,10,10,10,0,10,0,8,9,10
sentencepiece,21521369,6.95,10,0,0,4,10,10,10,9,,7,6,10,4,10,10
cryptography,309500775,6.89,10,,0,10,10,10,9,10,10,4,0,10,,9,7
matplotlib,77296261,6.89,10,8,0,10,10,10,9,10,10,6,10,10,,0,0
cryptography-vectors,36132,6.89,10,,0,10,10,10,9,10,10,4,0,10,,9,7
