Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
azure-storage-queue,7517859,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-keyvault-secrets,7425565,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-storage,7378254,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-keyvault,6801831,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-cosmos,6469120,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-authorization,6418452,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-containerregistry,6199913,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-keyvault,6194136,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-graphrbac,6066084,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-storage-file-datalake,6057227,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-eventhub,5894514,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-keyvault-keys,5370273,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-nspkg,4938370,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-network,4882098,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-datalake-nspkg,4708625,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-servicebus,4146157,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-data-tables,4133962,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-compute,4069467,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-datalake-analytics,4057385,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-datalake-store,3903505,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-datafactory,3616507,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-cosmosdb,3510666,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-batch,3451025,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-recoveryservices,3410423,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-msi,3402767,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-monitor,3385921,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-containerinstance,3349478,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-sql,3338595,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-signalr,3330400,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-web,3296143,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-batch,3279393,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-rdbms,3269960,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-containerservice,3269839,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-dns,3265333,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-cdn,3250840,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-trafficmanager,3250268,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-eventgrid,3248030,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-redis,3243984,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-loganalytics,3233204,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-iothub,3228134,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-eventhub,3227626,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-servicebus,3215846,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-devtestlabs,3214438,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-cognitiveservices,3194871,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-marketplaceordering,3194598,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-recoveryservicesbackup,3193503,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-search,3183021,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-eventgrid,3155028,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-applicationinsights,3154519,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-billing,3143679,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-media,3139980,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-iothubprovisioningservices,3139531,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-servicefabric,3127826,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-advisor,3126057,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-batchai,3125514,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-managementgroups,3125313,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-consumption,3119488,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-relay,3115604,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-policyinsights,3089335,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-iotcentral,3086438,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-loganalytics,3084739,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-datamigration,3076554,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-maps,3075266,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-keyvault-certificates,2942441,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-reservations,2789682,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-appconfiguration,2360376,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-storage-file-share,2336951,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-storage,2132810,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure,1883774,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-synapse-spark,1832883,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-hdinsight,1816041,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-sqlvirtualmachine,1799941,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-privatedns,1792634,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-netapp,1781375,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-apimanagement,1776388,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-subscription,1767570,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-security,1766109,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-managedservices,1763667,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-synapse-artifacts,1763164,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-appconfiguration,1759038,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-synapse,1757754,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-kusto,1756508,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-imagebuilder,1746666,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-botservice,1744608,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-redhatopenshift,1737826,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-deploymentmanager,1729546,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-keyvault-administration,1727792,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-synapse-accesscontrol,1727279,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-databoxedge,1712285,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-extendedlocation,1704308,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-servicefabricmanagedclusters,1697901,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-synapse-managedprivateendpoints,1690643,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-servicelinker,1688728,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt,1477091,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-logic,1437936,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-notificationhubs,1428642,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-servicemanagement-legacy,1428517,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-scheduler,1425084,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-servicefabric,1413716,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-commerce,1391720,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-powerbiembedded,1391599,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-managementpartner,1388278,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-hanaonazure,1388073,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-machinelearningcompute,1387147,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-applicationinsights,1371441,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-devspaces,1339487,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-eventhub-checkpointstoreblob-aio,689211,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
cloudformation-cli-python-plugin,688032,6.62,10,9,0,10,10,10,0,10,10,,9,0,10,,0,10
edgegrid-python,501517,6.62,10,6,0,10,10,10,0,10,9,,10,0,0,,10,10
azure-eventhub-checkpointstoreblob,424200,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-schemaregistry,284752,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-schemaregistry-avroserializer,265566,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-search-documents,245526,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-ai-metricsadvisor,182759,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-mgmt-hybridcompute,140644,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-monitor-query,139504,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-ai-textanalytics,128401,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-ai-formrecognizer,83088,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
azure-ai-ml,64946,6.62,8,8,0,10,10,10,,10,10,,0,0,10,,9,10
airflow-dbt,316847,6.60,10,8,0,10,10,10,,10,0,,10,,10,,10,10
econml,86897,6.60,10,8,0,10,10,0,0,10,10,,10,0,10,,10,10
msedge-selenium-tools,83187,6.60,10,6,0,8,10,10,0,10,0,,10,0,10,4,10,10
google-cloud-ndb,232160,6.58,10,1,0,10,10,10,0,10,10,,5,0,10,,10,10
requests,222985495,6.55,10,6,0,10,10,0,10,10,10,,7,10,10,0,0,10
httpcore,11227363,6.55,10,8,0,10,10,10,0,10,10,,9,0,10,,0,10
httpx,10775870,6.55,10,8,0,10,10,10,0,10,10,,9,0,10,,0,10
pyroute2,255561,6.55,10,3,0,6,10,10,0,10,10,,9,10,0,0,9,10
wagtail,109067,6.55,10,0,0,4,10,10,0,10,10,,5,10,10,,10,10
multidict,49992113,6.50,10,3,0,9,10,10,0,10,10,,7,10,10,0,0,10
interpret-community,128342,6.50,10,8,0,10,10,10,0,10,4,,7,10,10,,0,10
smdebug,82788,6.50,10,0,0,10,10,10,0,10,10,,5,0,10,0,10,10
filelock,49506761,6.47,10,0,0,6,10,10,10,10,9,10,7,0,10,,0,10
starlette,10367840,6.47,10,8,0,9,10,10,,10,10,,9,0,10,,0,10
checkov,3895791,6.47,10,6,2,3,10,10,0,10,10,10,0,10,10,,0,10
tf2onnx,364492,6.47,9,8,0,10,10,0,,10,10,,10,9,0,,10,10
fonttools,17938459,6.45,10,3,0,5,10,10,0,10,10,,7,10,0,,10,10
auth0-python,397783,6.45,10,8,0,10,10,10,0,10,10,,7,0,10,,0,10
instagrapi,139039,6.45,10,3,0,9,10,10,0,10,10,,7,9,10,,0,10
charset-normalizer,179340072,6.42,10,8,0,3,10,10,10,10,10,,7,,10,0,0,10
async-timeout,53207786,6.42,10,3,0,10,10,10,0,10,8,,7,10,10,0,0,10
google-cloud-core,41989416,6.42,10,8,0,10,10,10,10,10,5,,4,0,10,,0,10
sentry-sdk,17208672,6.42,10,8,0,5,10,10,0,10,10,,7,7,10,0,0,10
twisted,3000152,6.42,10,1,0,10,10,0,0,10,10,10,7,0,10,,10,10
petl,249953,6.42,10,8,0,3,10,10,0,10,10,10,7,10,0,,0,10
numcodecs,139436,6.42,10,3,0,8,10,10,0,10,10,10,7,10,0,,0,10
py-cord,95660,6.42,8,7,0,6,10,10,0,10,10,,7,10,10,0,0,10
jinja2,84948122,6.40,10,3,0,7,10,10,0,10,10,,7,0,9,8,0,10
uvicorn,8896398,6.40,10,6,0,10,10,10,0,10,10,,9,0,10,,0,10
xgboost,8411972,6.40,10,3,0,9,10,10,0,10,10,,0,0,10,0,10,10
astroid,12210870,6.38,10,3,0,8,10,10,0,10,10,,9,8,9,,0,10
jpype1,3657370,6.38,5,0,0,10,10,10,0,10,10,,10,10,0,0,10,10
graphene-django,272024,6.38,10,8,0,9,10,10,0,10,10,10,7,0,0,,0,10
frozenlist,45626601,6.35,10,3,0,7,10,10,0,10,10,,7,10,10,0,0,10
aiosignal,44157973,6.35,10,3,0,7,10,10,0,10,10,,7,10,10,0,0,10
aws-xray-sdk,3306253,6.35,10,8,0,10,10,10,0,10,10,,5,0,10,,0,10
dbt-core,2390422,6.35,10,8,0,10,10,10,0,10,10,10,5,0,0,0,0,10
dbt-postgres,1073615,6.35,10,8,0,10,10,10,0,10,10,10,5,0,0,0,0,10
pymemcache,982195,6.35,10,6,0,10,10,10,0,10,10,,9,,9,0,0,10
skl2onnx,679759,6.35,10,8,0,9,10,0,0,10,10,,9,9,0,0,9,10
aiojobs,334246,6.35,10,3,0,7,10,10,0,10,10,,7,10,10,0,0,10
janus,311652,6.35,10,0,0,10,10,10,0,10,10,,7,10,10,,0,10
dbt,129476,6.35,10,8,0,10,10,10,0,10,10,10,5,0,0,0,0,10
aqtinstall,83689,6.35,10,0,0,4,10,10,0,10,10,10,7,9,10,0,0,10
google-cloud-bigquery-storage,13364082,6.30,10,8,0,10,10,10,0,10,10,,4,0,10,,0,10
google-cloud-dlp,11950335,6.30,10,8,0,10,10,10,0,10,10,,4,0,10,,0,10
pandas-gbq,6090577,6.30,10,8,0,10,10,10,0,10,10,,4,0,10,0,0,10
google-cloud-pubsublite,6038043,6.30,10,8,0,10,10,10,0,10,10,,4,0,10,,0,10
db-dtypes,5634105,6.30,10,8,0,10,10,10,0,10,10,,4,0,10,,0,10
google-cloud-vision,4480951,6.30,10,8,0,10,10,10,0,10,10,,4,0,10,,0,10
