Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
urllib3,332997795,8.69,10,,5,10,10,10,10,10,8,10,9,10,10
flatbuffers,9610310,8.28,10,,0,10,10,10,10,10,4,10,9,10,10
markupsafe,92825892,7.62,10,,0,10,10,10,10,10,8,9,10,0,10
pyhanko,358480,7.59,10,,0,10,0,10,10,10,6,10,8,9,10
flask,44532707,7.53,10,,0,10,10,10,10,10,8,9,9,0,10
pybind11,4310990,7.53,10,,0,10,10,9,10,10,6,10,,10,10
attrs,99939423,7.22,10,,5,10,0,10,10,10,8,10,,10,10
argon2-cffi,8183832,7.22,10,,5,10,0,10,10,10,8,10,,10,10
service-identity,1781969,7.22,10,,5,10,0,10,10,10,8,10,,10,10
pycparser,94227676,7.09,10,0,0,10,10,9,10,,9,10,,10,10
coverage,54373731,7.09,10,,5,10,10,10,10,,6,10,,10,10
requests,298593389,7.06,10,,0,10,10,10,10,,8,10,0,10,10
structlog,8018458,7.06,10,,5,10,0,9,10,10,6,10,,10,10
pycep-parser,450750,7.06,10,,0,10,0,10,10,10,8,10,,10,10
pyparsing,66654842,7.00,10,,0,10,10,10,10,,7,10,0,10,10
werkzeug,58182030,7.00,10,,0,10,0,10,10,10,8,9,10,0,10
pillow,52472663,6.97,10,0,2,10,10,9,10,,6,10,,10,10
charset-normalizer,246668763,6.94,10,,0,10,10,10,10,,6,10,0,10,10
twisted,2516501,6.91,10,,0,10,0,9,10,10,6,10,,10,10
django-axes,238218,6.84,10,0,0,10,0,10,10,10,6,10,,9,10
jinja2,89539481,6.81,10,,0,10,10,10,10,,8,9,8,0,10
pyarrow,66226855,6.81,10,,0,10,10,10,10,10,,10,,10,6
cachetools,70181289,6.75,10,0,0,10,10,10,8,,6,10,,10,10
pem,309865,6.75,10,,0,10,10,10,10,10,8,10,,0,10
numpy,140707268,6.66,10,,0,10,10,10,10,,4,9,0,9,10
cryptography,153286712,6.62,10,,0,10,10,9,10,,3,10,,9,10
filelock,54315337,6.59,10,0,0,10,10,9,10,10,6,10,,0,10
pyhanko-certvalidator,434295,6.59,10,,0,10,0,10,10,10,6,0,4,9,10
redis,26018317,6.53,10,,0,10,10,10,10,10,4,0,,9,8
hiredis,2970619,6.53,10,0,0,10,10,9,7,10,6,0,,9,10
black,15970876,6.50,10,,0,10,10,10,10,10,4,10,0,0,10
onnx,2927465,6.50,10,,5,10,0,10,10,,8,10,0,9,10
phonenumbers,4271664,6.44,10,,0,10,10,10,10,,8,0,,10,10
phonenumberslite,569339,6.44,10,,0,10,10,10,10,,8,0,,10,10
defusedxml,18512432,6.41,10,0,0,10,10,9,0,10,6,10,8,0,10
scikit-learn,34629538,6.38,10,,0,10,10,10,10,10,2,10,0,0,10
jsii,1868733,6.38,10,,0,10,0,10,10,10,,10,8,0,10
gunicorn,24036870,6.34,10,,0,10,10,9,10,,7,0,0,10,10
immutabledict,630974,6.34,10,,0,10,0,10,10,10,8,0,,9,10
configparser,8712963,6.31,10,0,0,10,10,10,10,,6,0,,10,10
seaborn,8565183,6.31,10,0,0,10,0,10,10,,6,10,0,10,10
scapy,4277870,6.31,10,,0,10,10,10,10,,6,0,,10,10
functions-framework,2152502,6.31,10,,0,10,0,10,10,10,6,0,,10,10
lxml,56824680,6.28,10,,0,10,10,9,10,,6,0,0,10,10
z3-solver,242632,6.28,10,0,0,10,0,9,10,10,6,0,0,10,10
presidio-analyzer,195924,6.25,10,,0,10,0,10,10,,5,10,,10,10
presidio-anonymizer,154555,6.25,10,,0,10,0,10,10,,5,10,,10,10
scikit-build,846009,6.22,10,,0,10,0,9,10,10,8,0,8,0,10
artifacts-keyring,545113,6.22,10,,0,10,0,10,8,,9,10,,9,10
pygments,45479911,6.19,10,0,0,10,10,10,10,,4,0,,10,10
httpcore,14195505,6.19,10,,0,10,10,10,10,,9,10,,0,10
httpx,14040695,6.19,10,,0,10,10,10,10,,9,10,,0,10
locust,919981,6.19,10,,0,10,0,10,10,10,4,0,,10,10
ansible-lint,912343,6.16,10,,5,10,0,10,10,10,6,10,,0,10
botocore,313036598,6.12,10,,0,10,10,10,10,,8,10,,0,10
importlib-metadata,126669325,6.12,8,0,0,10,10,10,10,,6,0,,10,10
zipp,122373111,6.12,10,0,0,10,10,10,8,,6,0,,10,10
pytest,54258819,6.12,10,,0,10,0,10,10,10,6,0,,9,9
absl-py,19232658,6.12,10,,0,10,10,10,10,,3,0,,10,10
connexion,2715700,6.12,10,,0,10,10,9,10,10,6,10,,0,5
mutagen,961087,6.12,10,0,0,10,10,10,10,,6,0,8,0,10
codespell,337988,6.12,10,,0,10,0,10,10,10,6,0,8,0,10
pytest-django,1821057,6.09,10,,0,10,0,9,8,10,6,0,,10,10
click,102528800,6.06,10,,0,10,10,10,10,,8,9,,0,10
google-api-python-client,44832039,6.06,10,,0,10,10,10,10,,7,10,,0,10
itsdangerous,36540621,6.06,10,,0,10,10,10,10,,8,9,,0,10
websockets,17331553,6.03,10,0,5,10,0,10,10,10,4,10,,0,10
timezonefinder,1696657,6.03,10,,0,10,0,10,10,10,6,0,,10,7
tables,694113,6.03,10,0,0,10,0,10,10,,6,10,0,10,7
tensorstore,336632,6.03,10,0,0,10,0,9,10,10,7,10,,0,10
wheel,161778103,6.00,10,0,0,10,10,10,10,10,6,0,,0,10
pyjwt,100740068,6.00,10,,0,10,10,10,10,10,6,0,,0,10
sqlalchemy,68034786,6.00,10,,0,10,10,10,10,,6,10,0,0,10
jsonschema,64422745,6.00,10,,0,10,0,10,10,10,6,10,0,0,10
platformdirs,61688314,6.00,10,0,0,10,0,10,10,10,6,10,,0,10
yarl,59005250,6.00,10,,0,10,10,10,10,,6,10,0,0,10
pymysql,28544832,6.00,10,,0,10,10,10,10,,6,10,,0,10
argcomplete,19352295,6.00,10,0,0,10,10,10,10,,6,10,0,0,10
markdown-it-py,16329625,6.00,10,,0,10,10,10,10,,6,10,,0,10
rapidfuzz,13711691,6.00,10,,0,10,0,10,10,10,6,10,,0,10
sentencepiece,10234256,6.00,10,0,0,10,10,10,10,,6,10,0,0,10
django-debug-toolbar,1594243,6.00,10,0,0,10,0,10,10,10,6,10,0,0,10
geojson,978321,6.00,10,0,0,10,0,10,10,10,6,10,,0,10
django-simple-history,808508,6.00,10,,0,10,0,10,10,10,6,10,,0,10
django-taggit,349065,6.00,10,0,0,10,0,10,10,10,6,10,,0,10
scylla-driver,208479,6.00,10,,0,10,0,10,10,10,6,10,,0,10
aiomysql,183727,6.00,10,,0,10,0,10,10,10,6,10,0,0,10
seqio,160599,6.00,10,,0,10,0,10,10,10,6,10,,0,10
django-tinymce,160575,6.00,10,0,0,10,0,10,10,10,6,10,,0,10
spotipy,152591,6.00,10,,0,10,0,10,10,10,6,10,,0,10
django-auditlog,129865,6.00,10,,0,10,0,10,10,10,6,10,0,0,10
ml-wrappers,105600,6.00,10,,0,10,0,10,10,10,6,10,,0,10
aqtinstall,104062,6.00,10,0,0,10,0,10,10,10,6,10,0,0,10
yamlfix,101113,6.00,10,,0,10,0,10,10,10,6,10,,0,10
multidict,57949124,5.97,10,,0,10,10,9,10,,6,10,0,0,10
msal,32724772,5.97,10,,0,10,10,9,10,10,6,0,,0,10
regex,26638850,5.97,10,0,0,10,10,9,10,10,6,0,,0,10
dnspython,19174272,5.97,10,,0,10,10,9,10,,6,10,,0,10
prettytable,7428245,5.97,10,,0,10,0,9,10,10,6,10,,0,10
django-redis,1511435,5.97,10,0,0,10,0,9,10,10,6,10,,0,10
django-oauth-toolkit,374445,5.97,10,,0,10,0,9,10,10,6,10,,0,10
ipython,20568935,5.94,10,,0,10,10,10,10,,6,9,0,0,10
django,8871860,5.94,10,,0,10,10,10,10,,6,9,,0,10
dask,7244571,5.94,10,0,0,10,10,10,10,,6,9,,0,10
pillow-heif,237412,5.94,10,,2,10,0,10,10,10,4,10,,0,10
idna,231868154,5.91,10,,0,10,10,10,5,,7,0,,10,10
graphql-core,4001438,5.91,10,,0,10,0,10,10,10,6,10,,0,9
aws-lambda-powertools,1269944,5.91,10,,0,10,0,10,10,10,6,10,,0,9
bidict,1239989,5.91,10,,5,10,0,10,8,10,6,9,,0,10
msgraph-core,188097,5.91,10,,0,10,0,10,10,10,6,10,,0,9
mock-alchemy,119297,5.91,10,,0,10,0,10,10,10,6,10,,0,9
aesara,97104,5.91,10,,0,10,0,9,10,10,6,9,,0,10
msgpack,29317097,5.88,10,0,0,10,10,9,9,,6,10,0,0,10
tornado,22954068,5.88,10,,0,10,0,10,10,10,4,10,,0,10
cfn-lint,19297235,5.88,10,,0,10,0,10,10,10,4,10,,0,10
fastapi,14462989,5.88,10,,0,10,0,10,10,10,4,10,,0,10
bokeh,3266945,5.88,10,,0,10,0,10,10,10,4,10,,0,10
rdflib,854999,5.88,10,,2,10,0,10,10,10,4,0,0,7,9
jsonnet,209023,5.88,10,0,0,10,10,10,10,,4,10,0,0,10
httpie,183132,5.88,10,0,0,10,0,10,10,10,4,10,0,0,10
ggshield,176024,5.88,10,,0,10,0,10,10,10,4,10,0,0,10
aiohttp,57472325,5.84,10,,0,10,10,9,10,,4,10,0,0,10
constructs,8414816,5.84,10,,0,10,0,10,10,,6,10,,5,10
cmake,5087923,5.84,10,,0,10,0,10,10,10,6,0,5,0,10
numexpr,4015117,5.84,10,0,0,10,10,10,10,,6,0,0,10,5
docker-compose,1662151,5.84,10,,0,10,0,10,10,10,,0,0,10,9
arviz,1213409,5.84,10,,0,10,0,10,10,,4,9,0,10,7
cyclonedx-python-lib,677139,5.84,10,,0,10,0,10,10,10,6,9,0,0,9
pyfunceble,180716,5.84,10,,0,10,0,10,10,10,6,0,8,0,7
pyfunceble-dev,111211,5.84,10,,0,10,0,10,10,10,6,0,8,0,7
certifi,242051338,5.81,10,0,0,10,0,9,5,,6,10,,10,10
python-dateutil,239498056,5.81,10,,0,10,10,9,7,,6,0,8,0,10
google-cloud-pubsub,17481977,5.81,10,,0,10,10,10,10,,3,10,,0,10
google-cloud-bigquery-storage,16242345,5.81,10,,0,10,10,10,10,,3,10,,0,10
imageio,14987042,5.81,10,,2,10,10,10,10,10,2,0,0,0,10
mediapipe,1155891,5.81,9,0,0,10,0,10,10,,1,10,,10,9
cloudformation-cli,712280,5.81,10,,0,10,0,10,10,10,6,10,,0,8
simplejson,17607211,5.78,10,,0,10,10,9,8,10,6,0,0,0,10
python-gitlab,2954020,5.78,10,,0,10,0,10,10,10,4,10,0,0,9
alembic,21654362,5.75,10,,0,10,0,10,10,,7,0,,10,10
pg8000,20749218,5.75,10,,0,10,0,10,10,,7,0,,10,10
google-cloud-firestore,6385066,5.75,10,,0,10,10,10,10,,2,10,,0,10
office365-rest-python-client,3327586,5.75,10,0,0,10,0,10,10,,7,0,,10,10
django-stubs,679769,5.75,10,0,0,10,0,10,10,,7,0,,10,10
django-stubs-ext,627055,5.75,10,0,0,10,0,10,10,,7,0,,10,10
pyroute2,341800,5.75,10,,0,10,0,9,10,,9,0,0,9,10
trufflehog,97381,5.75,9,,0,10,0,10,10,10,6,9,0,0,9
pyyaml,174205121,5.72,10,,0,10,10,10,7,,6,10,,0,10
typing,7762484,5.72,10,,0,10,0,9,10,,7,0,,10,10
ujson,6434734,5.72,10,,0,10,10,9,10,10,2,0,,0,10
sphinxcontrib-htmlhelp,4960568,5.72,10,0,0,10,0,9,10,,7,0,,10,10
sphinxcontrib-applehelp,4942976,5.72,10,0,0,10,0,9,10,,7,0,,10,10
levenshtein,3145349,5.72,10,,0,10,0,10,7,10,6,10,,0,10
soupsieve,58506063,5.69,10,,0,10,10,10,0,10,6,10,,0,10
jedi,17638904,5.69,9,0,0,10,10,9,10,,3,10,,0,10
omegaconf,4573487,5.69,9,,0,10,0,10,10,,9,0,,9,10
yamllint,3717654,5.69,10,,0,10,0,10,10,,6,0,,10,10
inflect,2862216,5.69,10,0,0,10,0,10,10,,6,0,,10,10
jellyfish,1715931,5.69,10,0,0,10,0,10,10,,6,0,,10,10
jaraco-functools,1699656,5.69,10,0,0,10,0,10,10,,6,0,,10,10
tempora,1196185,5.69,10,0,0,10,0,10,10,,6,0,,10,10
cssutils,1112174,5.69,10,0,0,10,0,10,10,,6,0,,10,10
jaraco-collections,1075173,5.69,10,0,0,10,0,10,10,,6,0,,10,10
blackduck,358649,5.69,10,,0,10,0,10,10,,9,0,,9,9
fastai,289577,5.69,10,0,0,10,0,10,10,,6,0,,10,10
django-rq,150604,5.69,10,0,0,10,0,10,10,,6,0,,10,10
ax-platform,123277,5.69,10,,0,10,0,10,10,10,2,9,,0,10
onnxconverter-common,566820,5.66,10,,0,10,0,10,2,,9,10,0,9,10
kopf,435108,5.66,10,,0,10,0,10,7,10,6,9,,0,10
maturin,268534,5.66,9,,0,10,0,10,10,10,,0,8,0,10
virtualenv,58617244,5.62,6,,0,10,0,10,10,10,6,10,,0,10
google-crc32c,24763813,5.62,10,,0,10,10,10,2,10,2,10,,0,10
identify,8758880,5.62,10,0,0,10,0,10,10,,10,10,,0,10
py-spy,2414047,5.62,10,,0,10,0,10,10,10,6,10,0,0,6
dirac,1665859,5.62,10,,0,10,0,10,10,10,6,4,,0,10
tablib,1440408,5.62,10,,0,10,0,10,6,10,6,10,,0,10
py7zr,1118032,5.62,6,,0,10,0,10,10,10,6,10,,0,10
elastic-apm,680725,5.62,10,,0,10,0,10,10,10,0,10,,0,10
pre-commit-hooks,85075,5.62,10,,0,10,0,10,10,,10,10,,0,10
importlib-resources,49934160,5.59,10,0,0,10,0,10,9,,6,0,,10,10
zope-interface,15862766,5.59,10,,0,10,0,9,6,10,6,10,,0,10
pymdown-extensions,1168007,5.59,10,,0,10,0,9,10,10,6,10,,0,6
bayesian-optimization,175861,5.59,10,,0,10,0,10,10,,6,0,0,9,10
pandas,110453330,5.56,10,,0,10,10,10,10,,0,9,0,0,10
keyring,22872594,5.56,10,0,0,10,0,10,10,,4,0,,10,10
pyzmq,17818607,5.56,10,,0,10,10,10,10,,5,4,0,0,10
python-utils,14902470,5.56,10,0,0,10,0,10,10,,7,0,8,0,10
starlette,13240125,5.56,10,,0,10,0,10,10,,9,10,,0,10
uvicorn,11967722,5.56,10,,0,10,0,10,10,,9,10,,0,10
aws-sam-translator,8039027,5.56,10,,0,10,0,10,10,,9,10,,0,10
python-benedict,919616,5.56,10,,0,10,0,10,10,10,6,3,,0,10
tf-models-nightly,789194,5.56,10,,0,10,0,9,10,,5,10,,10,3
python-telegram-bot,715279,5.56,10,,2,10,0,10,10,,6,0,8,0,10
python-fsutil,599393,5.56,10,,0,10,0,10,10,10,6,3,,0,10
tf-models-official,227999,5.56,10,,0,10,0,9,10,,5,10,,10,3
praw,122011,5.56,10,,0,10,0,10,10,,9,10,,0,10
mujoco,87069,5.56,10,,0,10,0,10,10,,9,10,0,0,10
aeppl,83794,5.56,10,,0,10,0,10,6,10,6,9,,0,10
fido2,82185,5.56,10,,0,10,0,10,10,,7,0,8,0,10
grpcio,54593589,5.53,8,,5,10,10,10,10,,,9,,10,0
grpcio-tools,27039386,5.53,8,,5,10,10,10,10,,,9,,10,0
flake8,18574009,5.53,10,,0,10,0,9,10,,9,10,,0,10
vine,5136799,5.53,10,,0,10,0,9,1,,9,10,,9,10
firebase-admin,1519131,5.53,10,,0,10,0,10,5,10,6,10,0,0,10
djangorestframework-simplejwt,1277037,5.53,10,,0,10,0,10,5,10,6,10,,0,10
breathe,322730,5.53,10,,0,10,0,9,10,,7,0,8,0,10
arpeggio,318297,5.53,10,0,0,10,0,9,10,,7,0,8,0,10
django-formtools,298771,5.53,10,0,0,10,0,10,5,10,6,10,,0,10
glances,275337,5.53,10,0,2,10,0,9,10,10,4,4,0,0,10
django-treebeard,250973,5.53,10,0,0,10,0,10,5,10,6,10,,0,10
boto3,587705266,5.50,10,,0,10,0,10,10,,8,10,,0,10
jaraco-classes,17496541,5.50,10,0,0,10,0,10,8,,6,0,,10,10
nbclient,8949937,5.50,10,,0,10,0,10,10,,8,10,0,0,10
argon2-cffi-bindings,7666857,5.50,10,,0,10,0,10,10,,8,10,,0,10
yapf,3620078,5.50,10,0,0,10,0,10,10,,8,10,,0,10
singledispatch,2232484,5.50,10,0,0,10,0,10,8,,6,0,,10,10
backports-functools-lru-cache,2132815,5.50,10,0,0,10,0,10,8,,6,0,,10,10
yq,1438442,5.50,10,0,0,10,0,10,10,,8,10,0,0,10
aws-cdk-core,1214973,5.50,0,,0,10,10,10,10,,4,10,8,0,8
portend,1168753,5.50,10,0,0,10,0,10,8,,6,0,,10,10
dotnetcore2,1167196,5.50,10,,0,10,0,10,10,,8,10,,0,10
aws-cdk-aws-iam,1166005,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-cx-api,1085632,5.50,0,,0,10,10,10,10,,4,10,8,0,8
jaraco-text,1071818,5.50,10,0,0,10,0,10,8,,6,0,,10,10
jaraco-context,1070476,5.50,10,0,0,10,0,10,8,,6,0,,10,10
aws-cdk-aws-cloudwatch,1054679,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-ec2,1039576,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-region-info,1000122,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-s3,998623,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-lambda,985451,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-events,976809,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-kms,957645,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-logs,906713,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-s3-assets,861441,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-cloud-assembly-schema,844731,5.50,0,,0,10,10,10,10,,4,10,8,0,8
path,844687,5.50,10,0,0,10,0,10,8,,6,0,,10,10
aws-cdk-aws-sns,781462,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-sqs,778811,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-ssm,763379,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-applicationautoscaling,710007,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-lib,691017,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-ecr,647329,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-assets,638735,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-ecr-assets,624608,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-autoscaling-common,589396,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-certificatemanager,588809,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-cloudformation,588414,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-lambda-python-alpha,566891,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-efs,562907,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-codeguruprofiler,559908,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-elasticloadbalancingv2,540591,5.50,0,,0,10,10,10,10,,4,10,8,0,8
backports-entry-points-selectable,516369,5.50,10,0,0,10,0,10,8,,6,0,,10,10
skl2onnx,507021,5.50,10,,0,10,0,10,8,,9,0,0,9,9
aws-cdk-aws-signer,486470,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-elasticloadbalancing,448843,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-secretsmanager,413416,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-autoscaling,405578,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-codestarnotifications,370609,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-sam,350043,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-custom-resources,334883,5.50,0,,0,10,10,10,10,,4,10,8,0,8
keyrings-alt,328792,5.50,10,0,0,10,0,10,8,,6,0,,10,10
aws-cdk-aws-apigateway,303847,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-cloudfront,272822,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-sns-subscriptions,271754,5.50,0,,0,10,10,10,10,,4,10,8,0,8
path-py,271644,5.50,10,0,0,10,0,10,8,,6,0,,10,10
aws-cdk-aws-kinesis,252766,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-events-targets,246848,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-cognito,241889,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-stepfunctions,241090,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-ecs,238672,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-dynamodb,237939,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-autoscaling-hooktargets,232551,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-codecommit,229387,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-codebuild,223761,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-route53-targets,221670,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-acmpca,221185,5.50,0,,0,10,10,10,10,,4,10,8,0,8
beartype,203433,5.50,10,,0,10,0,10,10,10,8,0,,0,10
aws-cdk-aws-servicediscovery,194946,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-apigatewayv2-alpha,188477,5.50,0,,0,10,10,10,10,,4,10,8,0,8
signxml,176468,5.50,10,0,0,10,0,10,10,,8,10,0,0,10
aws-cdk-aws-codepipeline,165981,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-globalaccelerator,160176,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-stepfunctions-tasks,152227,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-s3-notifications,145018,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-glue-alpha,142696,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-kinesisfirehose,119870,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-apigatewayv2-integrations-alpha,119131,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-codedeploy,108495,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-lambda-event-sources,106942,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-iot-actions,103773,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-batch,93341,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-kinesisfirehose-alpha,90610,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-kinesisfirehose-destinations-alpha,89642,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-synthetics-alpha,89081,5.50,0,,0,10,10,10,10,,4,10,8,0,8
aws-cdk-aws-redshift-alpha,87970,5.50,0,,0,10,10,10,10,,4,10,8,0,8
azure-core,54188009,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-storage-blob,36660058,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-common,32985923,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-identity,25535062,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-core,10431234,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-nspkg,10219732,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-storage-file-datalake,9609812,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-keyvault-secrets,8678973,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-resource,8633232,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-graphrbac,6744300,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-keyvault,6618817,5.47,8,,0,10,0,10,10,,0,10,,9,8
pipenv,6472195,5.47,3,,0,10,0,10,10,10,6,0,,10,8
azure-mgmt-storage,6453027,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-storage-queue,6004129,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-cosmos,5656094,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-keyvault,5548943,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-containerregistry,5515822,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-eventhub,5393312,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-authorization,5213246,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-keyvault-keys,4936703,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-data-tables,4402643,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-nspkg,4336773,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-compute,4167553,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-datalake-nspkg,4099222,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-dns,4078362,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-datafactory,3959717,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-datalake-analytics,3724752,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-cosmosdb,3711467,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-datalake-store,3658809,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-servicebus,3646064,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-sql,3622299,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-containerservice,3579380,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-msi,3504783,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-batch,3502654,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-recoveryservices,3491682,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-network,3486956,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-containerinstance,3450364,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-signalr,3412777,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-monitor,3410521,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-web,3381738,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-eventhub,3375710,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-batch,3365356,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-rdbms,3342757,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-redis,3326911,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-servicebus,3316487,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-loganalytics,3309637,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-loganalytics,3291917,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-iothub,3288706,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-cdn,3283921,5.47,8,,0,10,0,10,10,,0,10,,9,8
azure-mgmt-trafficmanager,3282519,5.47,8,,0,10,0,10,10,,0,10,,9,8
