Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
lazy,149896,3.81,10,0,0,10,0,10,0,,6,0,,0,10
serpent,144464,3.81,10,0,0,10,0,10,0,,6,0,,0,10
torch-lr-finder,144384,3.81,10,,0,10,0,10,0,,6,0,,0,10
flake8-expression-complexity,142397,3.81,10,0,0,10,0,10,0,,6,0,,0,10
caio,141443,3.81,10,0,0,10,0,10,0,,6,0,,0,10
python-graphql-client,138304,3.81,10,,0,10,0,10,0,,6,0,,0,10
honcho,136846,3.81,10,0,0,10,0,10,0,,6,0,,0,10
flake8-class-attributes-order,136734,3.81,10,0,0,10,0,10,0,,6,0,,0,10
pycron,135195,3.81,10,,0,10,0,10,0,,6,0,,0,10
sparse-dot-topn,133549,3.81,10,0,0,10,0,10,0,,6,0,,0,10
stix2-patterns,123031,3.81,10,,0,10,0,10,0,,6,0,,0,10
dartsclone,118680,3.81,10,0,0,10,0,10,0,,6,0,,0,10
django-mathfilters,117927,3.81,10,0,0,10,0,10,0,,6,0,,0,10
screeninfo,110289,3.81,10,0,0,10,0,9,0,,8,0,,0,9
scrapbook,109771,3.81,10,,0,10,0,10,0,,6,0,,0,10
rr-graph,108431,3.81,10,0,0,10,0,10,0,,6,0,,0,10
keplergl,106154,3.81,10,,0,10,0,10,10,,6,0,,0,0
serverless-wsgi,101810,3.81,10,0,0,10,0,10,0,,6,0,,0,10
razorpay,99095,3.81,10,,0,10,0,10,0,,6,0,0,0,10
flask-executor,93056,3.81,10,,0,10,0,10,0,,6,0,,0,10
wheel-filename,92406,3.81,10,0,0,10,0,10,0,,6,0,0,0,10
prefixed,89890,3.81,10,0,0,10,0,10,0,,6,0,,0,10
affinegap,88770,3.81,10,0,0,10,0,10,0,,6,0,,0,10
fastrlock,88627,3.81,10,0,0,10,0,10,0,,6,0,0,0,10
chiavdf,87707,3.81,10,,0,10,0,10,0,,6,0,,0,10
throttler,85596,3.81,10,0,0,10,0,10,0,,6,0,,0,10
django-utils-six,84057,3.81,10,0,0,10,0,10,0,,6,0,,0,10
calver,83576,3.81,10,0,0,10,0,10,0,,6,0,,0,10
django-migration-linter,81655,3.81,10,,0,10,0,10,0,,6,0,,0,10
requests-file,12024576,3.78,10,0,0,10,0,9,0,,6,0,,0,10
patsy,8666933,3.78,10,0,0,10,0,9,0,,6,0,,0,10
typed-ast,7427041,3.78,10,,0,10,0,9,0,,6,0,,0,10
pathos,4458406,3.78,10,0,0,,0,9,4,,10,10,0,,10
srsly,3782688,3.78,10,,0,10,0,10,4,,7,0,,0,5
incremental,2259886,3.78,10,,0,10,0,9,0,,6,0,,0,10
pyquery,2064354,3.78,10,0,0,10,0,9,0,,6,0,,0,10
simpleeval,973490,3.78,10,,0,10,0,9,0,,6,0,0,0,10
y-py,758669,3.78,10,0,0,10,0,9,0,,6,0,0,0,10
json-logging,754689,3.78,10,,0,10,0,10,0,,7,0,,0,9
flake8-builtins,646342,3.78,10,0,0,10,0,10,0,,7,0,,0,9
flake8-isort,617181,3.78,10,0,0,10,0,10,0,,7,0,,0,9
logzio-python-handler,472837,3.78,10,,0,10,0,10,0,,7,0,,0,9
lml,415535,3.78,10,,0,10,0,9,0,,6,0,,0,10
pyexcel-io,414754,3.78,10,0,0,10,0,9,0,,6,0,,0,10
lifetimes,402219,3.78,10,0,0,10,0,10,0,,7,0,,0,9
aria2p,386768,3.78,10,0,0,10,0,10,1,,4,0,0,0,10
robotframework-debuglibrary,374476,3.78,10,,0,10,0,9,0,,6,0,,0,10
pickle5,334066,3.78,10,0,0,10,0,9,0,,6,0,,0,10
dpkt,279988,3.78,10,,0,10,0,9,0,,6,0,,0,10
mkdocs-autorefs,208502,3.78,10,0,0,10,0,10,1,,4,0,,0,10
arch,207207,3.78,10,,0,10,0,9,10,,6,0,,0,0
cvxopt,206266,3.78,10,,0,10,0,9,0,,6,0,,0,10
pygresql,203105,3.78,10,0,0,10,0,9,0,,6,0,0,0,10
sklearn-pandas,202196,3.78,10,0,0,10,0,9,0,,6,0,,0,10
scrypt,193196,3.78,10,0,0,10,0,9,0,,6,0,0,0,10
pyexcel,188003,3.78,10,,0,10,0,9,0,,6,0,,0,10
single-source,171181,3.78,10,0,0,10,0,10,0,,7,0,0,0,9
isal,164521,3.78,10,,0,10,0,9,0,,6,0,,0,10
msg-parser,155112,3.78,9,0,0,10,0,10,0,,7,0,,0,10
certbot-dns-hetzner,145422,3.78,10,,0,10,0,9,0,,6,0,,0,10
hl7,124975,3.78,10,0,0,10,0,9,1,,6,0,,0,9
flake8-pep3101,112723,3.78,10,0,0,10,0,10,0,,7,0,,0,9
pyexcel-xlsx,106027,3.78,10,0,0,10,0,9,0,,6,0,0,0,10
blake3,92455,3.78,10,0,0,10,0,9,0,,6,0,0,0,10
mojimoji,88748,3.78,10,0,0,10,0,9,0,,6,0,,0,10
flake8-django,87850,3.78,10,0,0,10,0,0,10,,6,0,,0,3
pyexcel-xls,84381,3.78,10,,0,10,0,9,0,,6,0,0,0,10
chiapos,83630,3.78,10,,0,10,0,10,1,,4,0,,0,10
mock,12322949,3.75,10,0,0,,0,10,10,,10,0,,,10
openai,5258954,3.75,10,,0,,0,10,10,,10,0,,,10
tldextract,4900952,3.75,10,,0,,0,10,10,,10,0,,,10
invoke,4347344,3.75,10,0,0,,0,10,10,,10,0,,,10
tifffile,3837166,3.75,10,0,0,,0,10,10,,10,0,0,,10
fabric,3039203,3.75,10,0,0,,0,10,10,,10,0,,,10
requests-ntlm,2864834,3.75,10,0,0,10,0,9,0,10,6,0,0,0,3
sqlalchemy-redshift,2250412,3.75,10,0,0,,0,10,10,,10,0,,,10
telethon,1705339,3.75,10,0,0,,0,10,10,,10,0,,,10
cloudformation-cli-go-plugin,706949,3.75,10,,0,10,0,0,0,,3,10,0,0,8
bump2version,656334,3.75,10,0,0,10,0,10,0,,5,0,,0,10
flask-talisman,555570,3.75,10,0,0,10,0,10,0,,5,0,,0,10
mecab-python3,454707,3.75,10,0,0,10,0,9,1,,4,0,,0,10
dash-bootstrap-components,437153,3.75,10,,0,0,0,10,9,10,6,0,,0,7
xmodem,427513,3.75,10,0,0,,0,10,10,,10,0,,,10
pycld3,368915,3.75,10,0,0,10,0,10,0,,5,0,,0,10
glean-parser,352978,3.75,10,,0,,0,10,10,,10,0,,,10
pysimplegui,328300,3.75,10,0,0,,0,10,10,,10,0,,,10
requests-kerberos,296828,3.75,10,0,0,10,0,9,0,10,6,0,0,0,3
usaddress-scourgify,294587,3.75,10,,0,,0,10,10,,10,0,,,10
tensorboard-plugin-profile,271285,3.75,10,,0,,0,10,10,,10,0,,,10
extract-msg,265861,3.75,10,,0,,0,10,10,,10,0,,,10
tigramite,248745,3.75,10,,0,,0,10,10,,10,0,,,10
python-sat,237634,3.75,10,0,0,,0,10,10,,10,0,0,,10
tencentcloud-sdk-python,213160,3.75,10,0,0,,0,10,10,,10,0,,,10
nats-py,212262,3.75,10,0,0,,0,10,10,,10,0,,,10
pynput,203979,3.75,10,0,0,,0,10,10,,10,0,,,10
tensorflow-ranking,190035,3.75,10,0,0,,0,10,10,,10,0,,,10
torchcrepe,166957,3.75,10,0,0,,0,10,10,,10,0,,,10
sqlalchemy-trino,152098,3.75,10,0,0,10,0,10,0,,5,0,,0,10
casefy,149676,3.75,10,0,0,10,0,10,0,,8,0,,0,8
imagecodecs,143944,3.75,10,0,0,,0,10,10,,10,0,0,,10
quantulum3,138146,3.75,10,0,0,,0,10,10,,10,0,,,10
pyshark,136130,3.75,10,0,0,,0,10,10,,10,0,,,10
mozilla-version,126954,3.75,10,,0,,0,10,10,,10,0,,,10
evidently,125618,3.75,10,,0,10,0,10,10,,5,0,,0,0
mo-future,114525,3.75,10,0,0,,0,10,10,,10,0,,,10
schwifty,110117,3.75,10,0,0,10,0,10,0,,5,0,,0,10
bezier,107211,3.75,10,,0,10,0,10,0,,5,0,,0,10
pytest-docker,103148,3.75,10,,0,10,0,10,0,,5,0,0,0,10
junos-eznc,102229,3.75,10,,0,10,0,10,10,,5,0,,0,0
mo-dots,101628,3.75,10,0,0,,0,10,10,,10,0,,,10
mo-imports,100252,3.75,10,0,0,,0,10,10,,10,0,,,10
kml2geojson,96577,3.75,10,0,0,10,0,10,0,,8,0,,0,8
dtreeviz,85761,3.75,10,0,0,,0,10,10,,10,0,,,10
mo-logs,84704,3.75,10,0,0,,0,10,10,,10,0,,,10
sniffio,29180725,3.72,10,,0,10,0,9,2,,2,0,,0,10
tblib,5891025,3.72,10,0,0,10,0,10,0,,9,0,,0,7
alabaster,5482809,3.72,10,,0,,0,9,10,,10,0,,,10
jaydebeapi,3038471,3.72,10,0,0,10,0,10,0,,6,0,,0,9
ffmpy,2687210,3.72,9,0,0,10,0,10,0,,6,0,,0,10
c7n,986325,3.72,10,,5,10,0,10,10,,2,0,,0,0
c7n-org,875854,3.72,10,,5,10,0,10,10,,2,0,,0,0
expandvars,787104,3.72,10,,0,10,0,10,0,,6,0,,0,9
aliyun-python-sdk-core,697951,3.72,10,,0,,0,9,10,,10,0,,,10
prefect,533489,3.72,10,,0,0,0,10,10,10,4,0,,0,7
jupyter-nbextensions-configurator,332026,3.72,10,,0,,0,9,10,,10,0,,,10
python-redis-lock,323503,3.72,10,0,0,10,0,10,0,,9,0,,0,7
sudachipy,317485,3.72,10,0,0,10,0,10,0,10,2,0,0,0,5
pycld2,315932,3.72,10,0,0,10,0,10,0,,6,0,,0,9
pypcap,207385,3.72,10,0,0,,0,9,2,,10,0,8,,10
elasticsearch-curator,171276,3.72,10,0,0,,0,9,6,,6,10,,,10
pyarmor,151417,3.72,10,0,0,,0,9,10,,10,0,,,10
c7n-mailer,149754,3.72,10,,5,10,0,10,10,,2,0,,0,0
bqplot,138401,3.72,10,0,0,10,0,10,7,,6,0,,0,2
lmfit,132656,3.72,10,,0,,0,9,10,,10,0,,,10
marshmallow-jsonschema,128499,3.72,10,,0,10,0,10,0,,6,0,,0,9
huaweicloudsdkcore,124905,3.72,10,0,0,,0,9,10,,10,0,,,10
huaweicloudsdkdns,114675,3.72,10,0,0,,0,9,10,,10,0,,,10
stix2,96674,3.72,10,,0,10,0,10,0,,6,0,,0,9
torch-audiomentations,89940,3.72,10,0,0,10,0,10,1,,3,0,,0,10
python-multipart,5810803,3.69,10,0,0,10,0,9,0,,6,0,,0,9
spacy,5043637,3.69,10,,0,10,0,10,10,,4,0,,0,0
thinc,4187196,3.69,10,,0,10,0,10,10,,4,0,,0,0
ua-parser,3422678,3.69,10,,0,10,0,0,0,,9,0,,0,10
instana,580770,3.69,10,,0,10,0,10,10,,4,0,,0,0
gluestick,404846,3.69,10,,0,10,0,10,0,,7,0,,0,8
coveralls,402754,3.69,10,,0,10,0,10,0,,4,0,,0,10
qudida,391250,3.69,10,0,0,10,0,10,0,,7,0,,0,8
reactivex,386241,3.69,10,,0,10,0,10,0,,7,0,,0,8
puremagic,202593,3.69,8,0,0,10,0,10,0,,7,0,,0,10
adagio,183595,3.69,10,,0,10,0,10,0,,4,0,,0,10
dumb-init,156629,3.69,10,0,0,10,0,10,0,,4,0,0,0,10
eth-brownie,151295,3.69,10,,0,10,0,10,10,,4,0,,0,0
flake8-deprecated,128222,3.69,10,0,0,10,0,10,0,,7,0,,0,8
jmp,124627,3.69,10,0,0,10,0,10,0,,7,0,,0,8
ropwr,112896,3.69,10,0,0,10,0,10,0,,7,0,,0,8
kedro-viz,109172,3.69,10,,0,10,0,10,10,,4,0,,0,0
pytils,93768,3.69,10,,0,10,0,10,0,,7,0,,0,8
pytkdocs,84678,3.69,10,0,0,10,0,10,0,,4,0,,0,10
drf-extra-fields,82335,3.69,10,0,0,10,0,10,10,,4,0,0,0,0
lazy-object-proxy,13598702,3.66,10,0,0,10,0,10,0,,8,0,,0,7
google-ads,2362683,3.66,10,,0,,0,10,9,,10,0,,,10
collections-extended,984091,3.66,10,,0,10,0,10,0,,8,0,,0,7
dogpile-cache,634340,3.66,10,0,0,,0,10,9,,10,0,,,10
pyldavis,455057,3.66,10,0,0,,0,10,10,,10,0,,,9
flake8-eradicate,402657,3.66,10,0,0,10,0,10,1,,2,0,,0,10
english-words,349089,3.66,10,0,0,,0,10,9,,10,0,,,10
pycstruct,289252,3.66,10,,0,,0,10,9,,10,0,,,10
flask-mongoengine,158641,3.66,10,,0,10,0,9,0,,4,0,,0,10
rospkg,111883,3.66,10,0,0,10,0,0,1,,7,0,,0,10
yara-python,84804,3.66,10,,0,,0,10,9,,10,0,0,,10
mo-kwargs,84017,3.66,10,0,0,,0,10,9,,10,0,,,10
requests-oauthlib,69563878,3.62,10,,0,10,0,10,0,,6,0,,0,8
azure-datalake-store,7282694,3.62,10,0,0,,0,10,2,,10,10,,,10
simple-salesforce,6179844,3.62,10,,0,,0,9,9,,10,0,,,10
tensorflow-text,3977924,3.62,10,0,0,,0,10,10,,8,0,,,10
queuelib,796056,3.62,10,0,0,10,0,10,0,,3,0,,0,10
yaspin,735085,3.62,10,,0,10,0,10,0,,6,0,,0,8
dagster,443822,3.62,10,,0,10,0,10,10,,,0,,0,2
dagster-graphql,353955,3.62,10,,0,10,0,10,10,,,0,,0,2
dagit,305398,3.62,10,,0,10,0,10,10,,,0,,0,2
dagster-spark,282031,3.62,10,,0,10,0,10,10,,,0,,0,2
typing-compat,266603,3.62,10,0,0,10,0,10,0,,3,0,,0,10
dagster-aws,262293,3.62,10,,0,10,0,10,10,,,0,,0,2
dagster-pandas,255448,3.62,10,,0,10,0,10,10,,,0,,0,2
ansicon,191584,3.62,8,0,0,10,0,10,0,,6,0,,0,10
dagster-postgres,178591,3.62,10,,0,10,0,10,10,,,0,,0,2
djangorestframework-api-key,178268,3.62,10,,0,,0,10,3,,10,10,,,9
robotframework-databaselibrary,167094,3.62,9,0,0,,0,9,10,,10,0,,,10
dagster-k8s,155875,3.62,10,,0,10,0,10,10,,,0,,0,2
iteration-utilities,144102,3.62,10,,0,10,0,10,0,,3,0,0,0,10
tf-agents,110290,3.62,10,,0,,0,10,10,,8,0,,,10
dagster-pyspark,109104,3.62,10,,0,10,0,10,10,,,0,,0,2
simpleitk,100365,3.62,10,,0,,0,10,10,,8,0,0,,10
dagster-slack,96188,3.62,10,,0,10,0,10,10,,,0,,0,2
dagster-docker,87563,3.62,10,,0,10,0,10,10,,,0,,0,2
dagster-dbt,82967,3.62,10,,0,10,0,10,10,,,0,,0,2
x2paddle,82671,3.62,10,,0,,0,10,10,,8,0,0,,10
pox,4176663,3.59,10,0,0,,0,9,2,,10,10,0,,10
sshpubkeys,1168714,3.59,10,,0,10,0,10,0,,7,0,,0,7
flatten-dict,728866,3.59,10,,0,10,0,10,0,,7,0,,0,7
flake8-return,170094,3.59,10,,0,10,0,10,1,,7,0,,0,6
rlax,154259,3.59,10,,0,10,0,10,1,,7,0,,0,6
jpholiday,108276,3.59,10,0,0,10,0,10,0,,7,0,,0,7
usd-core,94933,3.59,10,,0,,0,9,10,,8,0,,,10
mip,94285,3.59,3,,0,10,0,10,4,,7,0,,0,10
snowballstemmer,7027093,3.56,10,0,0,,0,10,8,,10,0,,,10
autopage,1164751,3.56,10,0,0,,0,10,8,,10,0,,,10
zthreading,990442,3.56,10,,0,10,0,0,0,,7,0,,0,10
flake8-broken-line,680797,3.56,10,0,0,10,0,10,0,,2,0,,0,10
o365,635049,3.56,10,0,0,,0,10,10,,10,0,,,8
intelhex,574628,3.56,10,0,0,,0,10,0,,10,0,8,,10
stdlib-list,258002,3.56,10,0,0,,0,10,8,,10,0,,,10
mysql,180323,3.56,10,0,0,10,0,0,0,,7,0,,0,10
pbspark,178453,3.56,10,0,0,10,0,10,2,,8,0,0,0,4
mailchimp3,123584,3.56,10,0,0,,0,10,8,,10,0,,,10
canmatrix,104817,3.56,10,,0,,0,10,8,,10,0,0,,10
collectfast,95268,3.56,10,,0,10,0,10,0,,2,0,,0,10
cx-freeze,90848,3.56,0,,0,10,0,0,10,10,6,0,,0,4
acachecontrol,81665,3.56,10,0,0,10,0,0,0,,7,0,,0,10
toml,29135854,3.53,10,,0,,10,10,1,,10,0,,,10
outcome,5936480,3.53,10,,0,10,0,9,0,,2,0,,0,10
parameterized,3654886,3.53,10,,0,,0,9,8,,10,0,,,10
haversine,1020435,3.53,10,,0,10,0,10,0,,3,0,,0,9
comtypes,756103,3.53,8,,0,,0,9,10,,10,0,0,,10
kedro,395097,3.53,10,,5,,0,10,10,,4,0,,,10
splink,387947,3.53,7,,0,10,0,10,10,,0,0,,0,4
tf2onnx,247754,3.53,9,,0,,0,10,10,,8,0,,,10
cma,169072,3.53,10,,0,,0,9,8,,10,0,,,10
lumigo-tracer,92324,3.53,10,,0,,0,10,10,,8,0,,,9
ipydatawidgets,86125,3.53,10,,0,10,0,9,6,,8,0,,0,0
jupyterlab-pygments,7526536,3.50,10,0,0,10,0,10,0,,6,10,,0,0
scikit-image,6937511,3.50,10,,0,,0,9,10,,8,0,,,9
ppft,4148568,3.50,10,0,0,,0,9,1,,10,10,0,,10
clikit,911528,3.50,10,0,0,10,0,10,0,,7,0,,0,6
eth-utils,882666,3.50,10,,0,,0,10,10,,6,0,,,10
eth-hash,873516,3.50,10,,0,,0,10,10,,6,0,,,10
web3,847088,3.50,10,,0,,0,10,10,,6,0,,,10
eth-typing,704484,3.50,10,,0,,0,10,10,,6,0,,,10
eth-abi,696626,3.50,10,,0,,0,10,10,,6,0,,,10
hexbytes,689330,3.50,10,0,0,,0,10,10,,6,0,,,10
eth-account,682496,3.50,10,,0,,0,10,10,,6,0,,,10
txaio,673537,3.50,10,,0,10,0,10,0,,7,0,,0,6
couchbase,146318,3.50,10,,0,,0,10,10,,6,0,,,10
nox-poetry,135192,3.50,10,,0,10,0,10,0,10,6,0,,0,0
plivo,116881,3.50,10,,0,10,0,10,5,,4,0,,0,3
easyocr,102587,3.50,10,0,0,,0,10,10,,6,0,0,,10
plantuml-markdown,93764,3.50,10,0,0,,0,10,10,,6,0,,,10
iso4217,80274,3.50,10,0,0,10,0,0,0,,6,0,,0,10
inject,1054877,3.47,10,0,0,,0,10,7,,10,0,,,10
autograd,991553,3.47,10,0,0,,0,10,7,,10,0,,,10
pathable,703516,3.47,10,,0,10,0,10,0,,2,0,,0,9
awkward,315833,3.47,10,,0,0,0,10,10,10,6,0,0,0,3
awkward-cpp,142258,3.47,10,,0,0,0,10,10,10,6,0,0,0,3
django-allow-cidr,97330,3.47,10,0,0,10,0,9,0,10,6,0,,0,0
six,217178828,3.44,10,0,0,,10,10,0,,10,0,,,10
tabulate,44657393,3.44,10,0,0,,10,10,0,,10,0,,,10
xmltodict,22349288,3.44,10,0,0,,10,10,0,,10,0,,,10
msrestazure,14436039,3.44,10,,0,,0,10,0,,10,10,,,10
plotly,7444182,3.44,10,,0,,0,10,10,,10,10,,,0
graphframes,5415315,3.44,10,0,0,10,0,10,0,,0,0,,0,10
google-cloud-appengine-logging,5065688,3.44,10,,0,,0,10,0,,10,10,,,10
knack,4892410,3.44,10,,0,,0,10,0,,10,10,,,10
starkbank-ecdsa,4689896,3.44,10,0,0,,10,10,0,,10,0,,,10
smdebug-rulesconfig,3712088,3.44,10,,0,,0,10,0,,10,10,0,,10
google-cloud-datacatalog,2171670,3.44,10,,0,,0,10,0,,10,10,,,10
prison,2134252,3.44,10,0,0,,10,10,0,,10,0,,,10
sarif-om,1981698,3.44,10,,0,,0,10,0,,10,10,,,10
jschema-to-python,1979397,3.44,10,,0,,0,10,0,,10,10,,,10
google-apitools,1913156,3.44,10,0,0,,0,10,0,,10,10,,,10
ciso8601,1730491,3.44,10,,0,10,0,10,0,,0,0,,0,10
marshmallow-oneofschema,1679998,3.44,10,,0,,0,10,0,,10,10,,,10
google-cloud-redis,1644185,3.44,10,,0,,0,10,0,,10,10,,,10
google-cloud-recommendations-ai,1465828,3.44,10,,0,,0,10,0,,10,10,,,10
google-cloud-dataproc-metastore,1424492,3.44,10,,0,,0,10,0,,10,10,,,10
html2text,1372180,3.44,10,,0,,10,10,0,,10,0,,,10
google-cloud-memcache,1323071,3.44,10,,0,,0,10,0,,10,10,,,10
google-cloud-dataplex,1280944,3.44,10,,0,,0,10,0,,10,10,,,10
ntlm-auth,1173517,3.44,10,,0,,10,10,0,,10,0,,,10
google-reauth,678181,3.44,10,0,0,,0,10,0,,10,10,,,10
py-tgcalls,651019,3.44,10,0,0,10,0,10,0,,0,0,,0,10
social-auth-app-django,641538,3.44,10,0,0,10,0,10,10,,0,0,,0,0
ipaddr,479231,3.44,10,0,0,,0,10,0,,10,10,,,10
python-gflags,328157,3.44,10,0,0,,0,10,0,,10,10,0,,10
json-schema-for-humans,324138,3.44,10,,0,10,0,9,1,,2,0,,0,8
eyes-selenium,313130,3.44,4,0,0,10,0,0,10,10,4,0,0,0,0
eyes-images,308432,3.44,4,0,0,10,0,0,10,10,4,0,0,0,0
eyes-universal,304375,3.44,4,0,0,10,0,0,10,10,4,0,0,0,0
gviz-api,275913,3.44,10,0,0,,0,10,0,,10,10,,,10
cassandra-sigv4,246240,3.44,10,0,0,,0,10,0,,10,10,,,10
google-cloud-certificate-manager,217672,3.44,10,,0,,0,10,0,,10,10,,,10
textfsm,213542,3.44,10,0,0,,0,10,0,,10,10,,,10
google-cloud-notebooks,207249,3.44,10,,0,,0,10,0,,10,10,,,10
google-cloud-recaptcha-enterprise,186918,3.44,10,,0,,0,10,0,,10,10,,,10
pyobjc-core,180821,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc,125660,3.44,10,0,0,,0,0,10,,10,0,,,10
crhelper,104903,3.44,10,0,0,,0,10,0,,10,10,,,10
pyobjc-framework-applescriptkit,102656,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-launchservices,100755,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-automator,100400,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-exceptionhandling,100269,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-latentsemanticmapping,100256,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-installerplugins,100219,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-preferencepanes,100136,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-searchkit,100082,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-applescriptobjc,99857,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-securityfoundation,99532,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-diskarbitration,99429,3.44,10,0,0,,0,0,10,,10,0,,,10
google-cloud-artifact-registry,99278,3.44,10,,0,,0,10,0,,10,10,,,10
pyobjc-framework-colorsync,98955,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-dvdplayback,98944,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-discrecordingui,98908,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-osakit,98826,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-servicemanagement,98412,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-localauthentication,98054,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-opendirectory,97769,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-accounts,97453,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-instantmessage,97448,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-dictionaryservices,97403,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-social,97403,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-collaboration,97358,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-eventkit,97338,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-iosurface,96676,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-ituneslibrary,96674,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-netfs,96627,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-calendarstore,96611,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-findersync,96513,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-mediaplayer,96488,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-medialibrary,96414,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-cloudkit,96399,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-mediaaccessibility,96367,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-businesschat,95806,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-naturallanguage,95703,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-videosubscriberaccount,95630,3.44,10,0,0,,0,0,10,,10,0,,,10
pyobjc-framework-adsupport,95598,3.44,10,0,0,,0,0,10,,10,0,,,10
google-gax,92503,3.44,10,,0,,0,10,0,,10,10,,,10
google-cloud-private-ca,88163,3.44,10,,0,,0,10,0,,10,10,,,10
chart-studio,83922,3.44,10,,0,,0,10,10,,10,10,,,0
adal,22502093,3.41,10,,0,,10,9,0,,10,0,0,,10
retry,9470849,3.41,10,0,0,,10,9,0,,10,0,,,10
hypothesis,4916548,3.41,10,,0,10,0,9,10,,0,0,,0,0
pydevd,934285,3.41,0,,0,10,0,10,5,,7,0,,0,10
google-python-cloud-debugger,274492,3.41,10,,0,,0,10,9,,6,0,0,,10
spacy-pkuseg,121116,3.41,10,0,0,10,0,10,0,,7,0,0,0,5
pyts,118087,3.41,10,,0,10,0,10,1,,7,0,,0,4
diagrams,86004,3.41,10,0,0,10,0,10,7,,4,0,,0,0
pyartifactory,81644,3.41,10,,0,10,0,10,0,,4,0,,0,7
openunmix,81075,3.41,10,0,0,10,0,10,1,,4,0,,0,6
oauth2client,15486758,3.38,10,,0,,10,10,0,,8,10,,,4
evergreen-py,1183460,3.38,10,,0,,0,10,9,,10,0,,,7
fastapi-utils,705063,3.38,10,,0,10,0,10,1,,2,0,,0,7
omniduct,247056,3.38,10,0,0,,0,10,0,,10,9,,,10
pycls,132282,3.38,10,,0,,0,10,0,,10,9,,,10
submitit,126231,3.38,10,,0,,0,10,0,,10,9,,,10
yellowbrick,507457,3.34,10,,0,10,0,10,0,,6,0,,0,5
fasttext-wheel,377664,3.34,10,,0,,0,10,1,,8,9,,,10
torchbiggraph,352520,3.34,10,,0,,0,9,0,,10,9,0,,10
flask-cloudflared,281351,3.34,10,0,0,,0,9,6,,10,0,,,10
google-cloud-ndb,228642,3.34,10,,0,,0,10,3,,4,10,,,10
ipyleaflet,141595,3.34,10,0,0,10,0,10,5,,6,0,,0,0
msedge-selenium-tools,107977,3.34,10,,0,,0,10,0,,10,10,4,,5
asteroid-filterbanks,92262,3.34,10,0,0,10,0,10,0,,6,0,,0,5
pangres,81920,3.34,10,,0,,0,9,7,,10,0,,,9
msrest,31730495,3.31,10,,0,,0,10,0,,8,10,,,10
raven,1145568,3.31,10,0,0,,0,10,0,,8,10,0,,10
pystache,925012,3.31,10,0,0,0,0,10,0,,6,0,8,0,10
certbot-dns-cloudns,594563,3.31,10,0,0,10,0,9,0,10,2,0,,0,1
imgviz,458634,3.31,10,,0,10,0,10,4,,7,0,,0,0
radon,355182,3.31,10,0,0,,0,10,10,,6,0,,,8
gin-config,270082,3.31,10,0,0,,0,10,0,,8,10,,,10
blobfile,253818,3.31,10,0,0,,0,9,7,,8,0,,,10
sox,136361,3.31,10,,0,10,0,10,0,,7,0,,0,4
