Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
tuf,131613,8.49,10,8,10,10,10,0,10,10,10,4,10,10,4,10,10
urllib3,1003548631,8.38,10,8,5,8,10,10,10,10,10,8,10,10,0,10,7
pylint,35996092,8.19,10,8,5,10,10,0,10,10,10,0,9,9,8,9,9
gdal,396811,8.16,10,,5,4,10,10,9,10,10,8,9,9,8,10,10
fickling,716936,7.86,10,,0,8,10,0,10,10,10,8,10,10,8,10,9
tbb,649019,7.78,10,4,2,10,10,10,10,10,,8,9,10,0,10,10
umf,263875,7.78,10,5,0,10,10,10,9,10,,8,9,10,,10,10
tbb-devel,63682,7.78,10,4,2,10,10,10,10,10,,8,9,10,0,10,10
openexr,475695,7.73,10,,5,7,10,10,10,10,10,8,10,10,8,0,10
astroid,37838300,7.70,10,8,0,7,10,10,10,10,10,0,9,9,8,0,10
sigstore-protobuf-specs,83566,7.68,10,,0,10,10,0,10,10,10,8,8,10,6,10,8
awslabs-aws-api-mcp-server,900130,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-aws-documentation-mcp-server,898071,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-dynamodb-mcp-server,319242,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-aws-healthomics-mcp-server,316293,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-s3-tables-mcp-server,289912,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-aws-pricing-mcp-server,251899,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-aws-diagram-mcp-server,223414,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-cloudwatch-appsignals-mcp-server,201631,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-cost-explorer-mcp-server,189910,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-cloudwatch-mcp-server,171706,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-eks-mcp-server,171262,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-aws-dataprocessing-mcp-server,169957,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-billing-cost-management-mcp-server,157742,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-redshift-mcp-server,142170,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-mysql-mcp-server,131127,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-cdk-mcp-server,125671,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-ecs-mcp-server,116654,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-cfn-mcp-server,112950,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-nova-canvas-mcp-server,109562,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-cloudtrail-mcp-server,87443,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-lambda-tool-mcp-server,85377,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-amazon-sns-sqs-mcp-server,83576,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-aurora-dsql-mcp-server,82851,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-iam-mcp-server,75753,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-postgres-mcp-server,75556,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-amazon-neptune-mcp-server,74844,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
awslabs-core-mcp-server,72775,7.65,10,10,5,10,10,0,10,10,10,9,10,10,,10,0
