Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
flake8-tuple,101935,3.88,10,0,0,10,0,10,0,,7,0,,0,10
testrail-api,96552,3.88,10,0,0,10,0,10,0,,7,0,,0,10
smbus2,96549,3.88,10,,0,10,0,10,0,,7,0,,0,10
django-sendgrid-v5,95352,3.88,10,,0,10,0,10,0,,7,0,,0,10
plivo,93141,3.88,10,,0,10,0,10,8,,4,0,,0,4
ipwhois,93136,3.88,10,,0,10,0,10,0,,7,0,,0,10
rank-bm25,91384,3.88,10,,0,10,0,10,0,,7,0,,0,10
strsimpy,90369,3.88,10,0,0,10,0,10,0,,7,0,,0,10
data-science-types,90074,3.88,10,,0,10,0,10,0,,7,0,,0,10
python-gilt,89051,3.88,10,0,0,10,0,10,0,,7,0,,0,10
construct-typing,88877,3.88,10,0,0,10,0,10,0,,7,0,,0,10
python-hosts,87984,3.88,10,0,0,10,0,10,0,,7,0,,0,10
torch-optimizer,87509,3.88,10,0,0,10,0,10,0,,7,0,,0,10
h3-pyspark,86624,3.88,10,,0,10,0,10,0,,7,0,,0,10
business-rules,86481,3.88,10,0,0,10,0,10,0,,7,0,,0,10
python-logstash-async,82663,3.88,10,0,0,10,0,10,0,,7,0,,0,10
django-permissionedforms,82352,3.88,10,0,0,10,0,10,0,,7,0,,0,10
django-rest-knox,81943,3.88,10,0,0,10,0,10,0,,7,0,,0,10
python-ulid,81705,3.88,10,0,0,10,0,10,0,,7,0,,0,10
livy,80395,3.88,10,,0,10,0,10,0,,7,0,,0,10
pylogbeat,79759,3.88,10,0,0,10,0,10,0,,7,0,,0,10
vega-datasets,78701,3.88,10,,0,10,0,10,0,,7,0,,0,10
ipyevents,78229,3.88,10,0,0,10,0,10,0,,7,0,,0,10
autodocsumm,78202,3.88,10,0,0,10,0,10,0,,7,0,,0,10
django-contrib-comments,76962,3.88,10,0,0,10,0,10,0,,7,0,,0,10
tensorflow-cloud,76089,3.88,10,0,0,10,0,10,0,,7,0,,0,10
ptyprocess,28045999,3.84,10,0,0,10,0,9,0,,7,0,,0,10
pytz-deprecation-shim,19807495,3.84,10,0,0,10,0,9,0,,7,0,,0,10
cachecontrol,13399775,3.84,10,0,0,10,0,9,0,,7,0,,0,10
amqp,5457153,3.84,10,,0,10,0,9,2,,4,0,,0,10
scp,4080327,3.84,10,0,0,10,0,9,0,,7,0,,0,10
unittest-xml-reporting,2650221,3.84,10,,0,10,0,9,0,,7,0,,0,10
configobj,2165938,3.84,10,,0,10,0,9,0,,7,0,0,0,10
jproperties,1392910,3.84,10,,0,10,0,9,0,,7,0,,0,10
appnope,1199852,3.84,10,,0,10,0,9,0,,7,0,,0,10
altgraph,956452,3.84,10,0,0,10,0,9,0,,7,0,,0,10
mixpanel,858030,3.84,10,0,0,10,0,9,0,,7,0,,0,10
pyserial-asyncio,492343,3.84,10,0,0,10,0,9,0,,7,0,0,0,10
airflow-exporter,489913,3.84,10,0,0,10,0,9,0,,7,0,,0,10
dash-bootstrap-components,449516,3.84,10,,0,0,0,10,10,10,6,0,,0,7
sparqlwrapper,424447,3.84,10,0,0,10,0,9,0,,7,0,0,0,10
eradicate,332196,3.84,10,0,0,10,0,0,3,,7,0,,0,10
requests-kerberos,313172,3.84,10,0,0,10,0,9,0,10,6,0,0,0,4
json-tricks,279053,3.84,10,,0,10,0,9,0,,7,0,,0,10
latexcodec,264566,3.84,10,0,0,10,0,9,0,,7,0,,0,10
bravado-core,230569,3.84,10,0,0,10,0,9,0,,7,0,,0,10
bravado,211493,3.84,10,0,0,10,0,9,0,,7,0,,0,10
svgwrite,207456,3.84,10,0,0,10,0,9,0,,7,0,,0,10
python-subunit,185416,3.84,10,,0,10,0,9,0,,7,0,,0,10
delayed-assert,163498,3.84,10,,0,10,0,9,0,,7,0,,0,10
m3u8,137217,3.84,10,0,0,10,0,9,0,,7,0,,0,10
html-to-json,135833,3.84,10,0,0,10,0,10,1,,5,0,,0,10
django-grappelli,135463,3.84,10,0,0,10,0,9,10,,7,0,,0,0
fixedint,132732,3.84,10,0,0,10,0,9,0,,7,0,,0,10
pybtex-docutils,128781,3.84,10,0,0,10,0,9,0,,7,0,,0,10
django-solo,106905,3.84,10,0,0,10,0,9,0,,7,0,,0,10
circus,93307,3.84,10,0,0,10,0,9,0,,7,0,,0,10
tatsu,92463,3.84,10,,0,10,0,9,0,,7,0,,0,10
celery-batches,88590,3.84,10,,0,10,0,9,0,,7,0,,0,10
casefy,88436,3.84,10,0,0,10,0,10,0,,8,0,,0,9
emails,79292,3.84,10,0,0,10,0,9,0,,7,0,,0,10
gpsoauth,76807,3.84,10,0,0,10,0,10,1,,8,0,,0,8
matplotlib-inline,14348339,3.81,10,0,0,10,0,10,0,,6,0,,0,10
executing,8276121,3.81,10,0,0,10,0,10,0,,6,0,,0,10
pure-eval,7838229,3.81,10,0,0,10,0,10,0,,6,0,,0,10
jupyterlab-widgets,7088235,3.81,10,,0,10,0,10,10,,6,0,,0,0
wsproto,6177597,3.81,10,,0,10,0,10,0,,6,0,,0,10
hpack,5258546,3.81,10,,0,10,0,10,0,,6,0,,0,10
h2,5154088,3.81,10,,0,10,0,10,0,,6,0,,0,10
hyperframe,5142977,3.81,10,,0,10,0,10,0,,6,0,,0,10
docstring-parser,5024916,3.81,10,0,0,10,0,10,0,,6,0,,0,10
statsd,4347249,3.81,10,,0,10,0,10,0,,6,0,,0,10
isoduration,3015164,3.81,10,,0,10,0,10,0,,6,0,0,0,10
configargparse,2334368,3.81,10,0,0,10,0,10,0,,6,0,,0,10
dm-tree,2122159,3.81,10,,0,10,0,10,0,,6,0,,0,10
automat,1988682,3.81,10,,0,10,0,10,0,,6,0,,0,10
koalas,1746261,3.81,10,,0,10,0,10,0,,6,0,,0,10
editables,1549871,3.81,10,0,0,10,0,10,0,,6,0,,0,10
cerberus-python-client,1331071,3.81,10,0,0,10,0,10,0,,6,0,,0,10
json-schema-for-humans,1321223,3.81,10,,0,10,0,9,4,,2,0,,0,9
in-place,1310340,3.81,10,0,0,10,0,10,0,,6,0,0,0,10
dropbox,1070859,3.81,10,,0,10,0,10,1,,6,0,,0,9
sqlalchemy-bigquery,1061514,3.81,10,,0,,0,10,9,,4,10,0,,9
ifaddr,1049452,3.81,10,0,0,10,0,10,0,,6,0,,0,10
papermill,911042,3.81,10,,0,10,0,10,0,,6,0,,0,10
django-appconf,761526,3.81,10,0,0,10,0,10,0,,6,0,,0,10
stone,712667,3.81,10,,0,10,0,10,0,,6,0,,0,10
protego,709888,3.81,10,0,0,10,0,10,0,,6,0,,0,10
typish,631143,3.81,10,0,0,10,0,10,0,,6,0,,0,10
prefect,590061,3.81,10,,0,0,0,10,10,10,4,0,,0,8
flatdict,589116,3.81,10,0,0,10,0,10,0,,6,0,,0,10
anyconfig,574741,3.81,10,0,0,10,0,10,0,,6,0,,0,10
pyahocorasick,552880,3.81,10,0,0,10,0,10,0,,6,0,,0,10
priority,545959,3.81,10,,0,10,0,10,0,,6,0,,0,10
uritools,533986,3.81,10,0,0,10,0,10,0,,6,0,,0,10
crayons,531425,3.81,10,0,0,10,0,10,0,,6,0,,0,10
setupmeta,529372,3.81,10,0,0,10,0,10,0,,6,0,,0,10
policyuniverse,517039,3.81,10,0,0,10,0,10,0,,6,0,,0,10
jsons,502953,3.81,10,0,0,10,0,10,0,,6,0,0,0,10
dockerfile-parse,499635,3.81,10,,0,10,0,10,0,,6,0,,0,10
oyaml,499482,3.81,10,0,0,10,0,10,0,,6,0,,0,10
yellowbrick,466065,3.81,10,,0,10,0,10,5,,6,0,,0,5
libify,455185,3.81,10,0,0,10,0,10,0,,6,0,,0,10
zipfile-deflate64,441428,3.81,10,,0,10,0,10,0,,6,0,,0,10
django-picklefield,437570,3.81,10,0,0,10,0,10,0,,6,0,,0,10
deltalake,413550,3.81,10,,0,10,0,10,10,,6,0,,0,0
tomli-w,375059,3.81,10,,0,10,0,10,0,,6,0,,0,10
envyaml,324046,3.81,10,0,0,10,0,10,0,,6,0,,0,10
fiscalyear,306764,3.81,10,,0,10,0,10,0,,6,0,,0,10
flake8-bandit,305827,3.81,10,,0,0,0,10,0,10,6,10,,0,10
cmarkgfm,291554,3.81,10,0,0,10,0,10,0,,6,0,,0,10
imgaug,278971,3.81,10,0,0,10,0,10,0,,6,0,,0,10
pycmarkgfm,276436,3.81,10,0,0,10,0,10,0,,6,0,,0,10
dartsclone,268704,3.81,10,0,0,10,0,10,0,,6,0,,0,10
django-waffle,267251,3.81,10,,0,10,0,10,0,,6,0,,0,10
more-executors,261345,3.81,10,,0,10,0,10,0,,6,0,,0,10
titlecase,260844,3.81,10,,0,10,0,10,0,,6,0,,0,10
ghapi,242272,3.81,10,0,0,10,0,10,0,,6,0,,0,10
aioresponses,228463,3.81,10,,0,10,0,10,0,,6,0,,0,10
pytest-nunit,224519,3.81,10,0,0,10,0,10,0,,6,0,0,0,10
pytest-deadfixtures,218809,3.81,10,0,0,10,0,10,0,,6,0,,0,10
jsonslicer,217048,3.81,10,0,0,10,0,10,0,,6,0,,0,10
boruta,207982,3.81,10,0,0,10,0,10,0,,6,0,0,0,10
django-ratelimit,203474,3.81,10,,0,10,0,10,0,,6,0,,0,10
pylibmc,197186,3.81,10,0,0,10,0,10,0,,6,0,0,0,10
haralyzer,188756,3.81,10,0,0,10,0,10,0,,6,0,0,0,10
pybigquery,178584,3.81,10,,0,,0,10,9,,4,10,0,,9
formulas,171845,3.81,10,0,0,10,0,10,0,,6,0,,0,10
respx,170428,3.81,10,,0,10,0,10,0,,6,0,,0,10
scrapbook,159693,3.81,10,,0,10,0,10,0,,6,0,,0,10
lazy,159065,3.81,10,0,0,10,0,10,0,,6,0,,0,10
flake8-variables-names,153068,3.81,10,0,0,10,0,10,0,,6,0,,0,10
django-bootstrap4,150228,3.81,10,,0,10,0,10,10,,6,0,,0,0
jplephem,142907,3.81,10,0,0,10,0,10,0,,6,0,,0,10
findpython,138850,3.81,10,0,0,10,0,10,0,,6,0,,0,10
python-graphql-client,137019,3.81,10,,0,10,0,10,0,,6,0,,0,10
serpent,137013,3.81,10,0,0,10,0,10,0,,6,0,,0,10
honcho,134039,3.81,10,0,0,10,0,10,0,,6,0,,0,10
flake8-expression-complexity,129392,3.81,10,0,0,10,0,10,0,,6,0,,0,10
interrogate,127046,3.81,10,0,0,10,0,10,0,,6,0,,0,10
torch-lr-finder,122168,3.81,10,,0,10,0,10,0,,6,0,,0,10
flake8-class-attributes-order,118229,3.81,10,0,0,10,0,10,0,,6,0,,0,10
django-mathfilters,117341,3.81,10,0,0,10,0,10,0,,6,0,,0,10
parver,110031,3.81,10,,0,10,0,10,0,,6,0,,0,10
pycron,107027,3.81,10,,0,10,0,10,0,,6,0,,0,10
jinxed,106718,3.81,10,0,0,10,0,10,0,,6,0,,0,10
rr-graph,105508,3.81,10,0,0,10,0,10,0,,6,0,,0,10
stix2-patterns,105146,3.81,10,,0,10,0,10,0,,6,0,,0,10
scooby,102439,3.81,10,0,0,10,0,10,0,,6,0,,0,10
boolean-py,96591,3.81,10,0,0,10,0,10,0,,6,0,,0,10
keplergl,96323,3.81,10,,0,10,0,10,10,,6,0,,0,0
flask-executor,93069,3.81,10,,0,10,0,10,0,,6,0,,0,10
django-utils-six,86835,3.81,10,0,0,10,0,10,0,,6,0,,0,10
throttler,86110,3.81,10,0,0,10,0,10,0,,6,0,,0,10
affinegap,85686,3.81,10,0,0,10,0,10,0,,6,0,,0,10
prefixed,82325,3.81,10,0,0,10,0,10,0,,6,0,,0,10
django-migration-linter,80106,3.81,10,,0,10,0,10,0,,6,0,,0,10
pytest-testrail,77155,3.81,10,,0,10,0,10,0,,6,0,,0,10
wheel-filename,76018,3.81,10,0,0,10,0,10,0,,6,0,0,0,10
requests-file,11693134,3.78,10,0,0,10,0,9,0,,6,0,,0,10
typed-ast,7689771,3.78,10,,0,10,0,9,0,,6,0,,0,10
pyquery,4087810,3.78,10,0,0,10,0,9,0,,6,0,,0,10
incremental,2229412,3.78,10,,0,10,0,9,0,,6,0,,0,10
pytgcalls,945229,3.78,7,,0,10,0,10,0,10,0,0,,0,10
aws-sam-cli,832440,3.78,7,,0,10,0,10,10,,0,10,0,0,0
json-logging,748199,3.78,10,0,0,10,0,10,0,,7,0,,0,9
lifetimes,462580,3.78,10,0,0,10,0,10,0,,7,0,,0,9
lml,411878,3.78,10,,0,10,0,9,0,,6,0,,0,10
pyexcel-io,409275,3.78,10,0,0,10,0,9,0,,6,0,,0,10
pickle5,403563,3.78,10,0,0,10,0,9,0,,6,0,,0,10
sklearn-pandas,261439,3.78,10,0,0,10,0,9,0,,6,0,,0,10
robotframework-debuglibrary,243413,3.78,10,,0,10,0,9,0,,6,0,,0,10
dpkt,236924,3.78,10,,0,10,0,9,0,,6,0,,0,10
mojimoji,193495,3.78,10,0,0,10,0,9,0,,6,0,,0,10
arch,192504,3.78,10,,0,10,0,9,10,,6,0,,0,0
pygresql,191652,3.78,10,0,0,10,0,9,0,,6,0,0,0,10
pyexcel,178457,3.78,10,,0,10,0,9,0,,6,0,,0,10
cvxopt,171426,3.78,10,,0,10,0,9,0,,6,0,,0,10
flake8-return,142751,3.78,10,,0,10,0,10,3,,7,0,,0,6
single-source,141394,3.78,10,0,0,10,0,10,0,,7,0,0,0,9
transforms3d,139731,3.78,10,,0,10,0,9,0,,6,0,,0,10
flake8-deprecated,122584,3.78,10,0,0,10,0,10,0,,7,0,,0,9
pyexcel-xlsx,104168,3.78,10,0,0,10,0,9,0,,6,0,0,0,10
flake8-django,86697,3.78,10,0,0,10,0,0,6,,6,0,,0,7
blake3,84636,3.78,10,0,0,10,0,9,0,,6,0,0,0,10
pyexcel-xls,82885,3.78,10,,0,10,0,9,0,,6,0,0,0,10
mpu,81942,3.78,10,0,0,10,0,10,0,,7,0,,0,9
pytkdocs,80958,3.78,10,0,0,10,0,10,1,,4,0,,0,10
etelemetry,75707,3.78,10,0,0,10,0,9,0,,6,0,,0,10
msg-parser,75688,3.78,9,0,0,10,0,10,0,,7,0,,0,10
invoke,4386944,3.75,10,0,0,,0,10,10,,10,0,,,10
telethon,4205087,3.75,10,0,0,,0,10,10,,10,0,,,10
tifffile,4087575,3.75,10,0,0,,0,10,10,,10,0,0,,10
tensorflow-hub,3300706,3.75,10,,0,,0,10,10,,10,0,,,10
openai,3267104,3.75,10,,0,,0,10,10,,10,0,,,10
google-ads,2387059,3.75,10,,0,,0,10,10,,10,0,,,10
sqlalchemy-redshift,2241691,3.75,10,0,0,,0,10,10,,10,0,,,10
intelhex,1532053,3.75,10,0,0,,0,10,2,,10,0,8,,10
collections-extended,1223029,3.75,10,,0,10,0,10,0,,8,0,,0,8
testfixtures,764466,3.75,10,,0,,0,10,10,,10,0,,,10
bump2version,660118,3.75,10,0,0,10,0,10,0,,5,0,,0,10
flask-talisman,529813,3.75,10,0,0,10,0,10,0,,5,0,,0,10
snscrape,511473,3.75,10,0,0,,0,10,10,,10,0,,,10
glean-parser,323205,3.75,10,,0,,0,10,10,,10,0,,,10
pysimplegui,248981,3.75,10,0,0,,0,10,10,,10,0,,,10
pycld3,240131,3.75,10,0,0,10,0,10,0,,5,0,,0,10
python-sat,226962,3.75,10,0,0,,0,10,10,,10,0,0,,10
extract-msg,202555,3.75,10,,0,,0,10,10,,10,0,,,10
pynput,199202,3.75,10,0,0,,0,10,10,,10,0,,,10
tencentcloud-sdk-python,196051,3.75,10,0,0,,0,10,10,,10,0,,,10
aiosmtplib,192403,3.75,10,,0,,0,10,10,,10,0,,,10
facets-overview,169167,3.75,10,0,0,,0,10,10,,10,0,,,10
sqlalchemy-trino,129513,3.75,10,0,0,10,0,10,0,,5,0,,0,10
quantulum3,128097,3.75,10,0,0,,0,10,10,,10,0,,,10
evidently,120590,3.75,10,,0,10,0,10,10,,5,0,,0,0
pyshark,117426,3.75,10,0,0,,0,10,10,,10,0,,,10
imagecodecs,116149,3.75,10,0,0,,0,10,10,,10,0,0,,10
junos-eznc,102395,3.75,10,,0,10,0,10,10,,5,0,,0,0
dtreeviz,98446,3.75,10,0,0,,0,10,10,,10,0,,,10
mo-dots,92968,3.75,10,0,0,,0,10,10,,10,0,,,10
canmatrix,88141,3.75,10,,0,,0,10,10,,10,0,0,,10
pytest-docker,83961,3.75,10,,0,10,0,10,0,,5,0,0,0,10
djangorestframework-gis,83068,3.75,10,,0,10,0,10,0,,5,0,,0,10
mo-logs,76436,3.75,10,0,0,,0,10,10,,10,0,,,10
yara-python,75869,3.75,10,,0,,0,10,10,,10,0,0,,10
requests-oauthlib,69186616,3.72,10,,0,10,0,10,0,,6,0,,0,9
alabaster,5517321,3.72,10,,0,,0,9,10,,10,0,,,10
tblib,4581845,3.72,10,0,0,10,0,10,0,,9,0,,0,7
parameterized,3484044,3.72,10,,0,,0,9,10,,10,0,,,10
jaydebeapi,3004586,3.72,10,0,0,10,0,10,0,,6,0,,0,9
ffmpy,2749085,3.72,9,0,0,10,0,10,0,,6,0,,0,10
pmdarima,1623245,3.72,10,,0,10,0,10,3,,6,0,,0,6
c7n,974973,3.72,10,,5,10,0,10,10,,2,0,,0,0
c7n-org,856288,3.72,10,,5,10,0,10,10,,2,0,,0,0
aliyun-python-sdk-core,683670,3.72,10,,0,,0,9,10,,10,0,,,10
expandvars,605202,3.72,10,,0,10,0,10,0,,6,0,,0,9
flask-cloudflared,342426,3.72,10,0,0,,0,9,10,,10,0,,,10
pycld2,300245,3.72,10,0,0,10,0,10,0,,6,0,,0,9
python-redis-lock,266195,3.72,10,0,0,10,0,10,0,,9,0,,0,7
pypcap,153070,3.72,10,0,0,,0,9,2,,10,0,8,,10
cma,149278,3.72,10,,0,,0,9,10,,10,0,,,10
pyarmor,142264,3.72,10,0,0,,0,9,10,,10,0,,,10
huaweicloudsdkcore,141970,3.72,10,0,0,,0,9,10,,10,0,,,10
c7n-mailer,136266,3.72,10,,5,10,0,10,10,,2,0,,0,0
huaweicloudsdkdns,132276,3.72,10,0,0,,0,9,10,,10,0,,,10
lmfit,121292,3.72,10,,0,,0,9,10,,10,0,,,10
stix2,86481,3.72,10,,0,10,0,10,0,,6,0,,0,9
fuzzymatcher,81890,3.72,10,0,0,10,0,10,0,,6,0,,0,9
sqlakeyset,78748,3.72,10,0,0,,0,9,10,,10,0,,,10
jupyterlab-pygments,7564308,3.69,10,0,0,10,0,10,2,,6,10,,0,0
spacy,4664220,3.69,10,,0,10,0,10,10,,4,0,,0,0
thinc,4062073,3.69,10,,0,10,0,10,10,,4,0,,0,0
ua-parser,3224565,3.69,10,,0,10,0,0,0,,9,0,,0,10
sshpubkeys,1182337,3.69,10,,0,10,0,10,0,,7,0,,0,8
coveralls,443972,3.69,10,,0,10,0,10,0,,4,0,,0,10
qudida,332040,3.69,10,0,0,10,0,10,0,,7,0,,0,8
pytest-testinfra,327070,3.69,10,,0,10,0,10,0,,4,0,,0,10
adagio,231732,3.69,10,,0,10,0,10,0,,4,0,,0,10
tsfresh,226007,3.69,10,0,0,10,0,10,10,,4,0,,0,0
puremagic,219417,3.69,8,0,0,10,0,10,0,,7,0,,0,10
mkdocs-autorefs,197095,3.69,10,0,0,10,0,10,0,,4,0,,0,10
testinfra,163609,3.69,10,,0,10,0,10,0,,4,0,,0,10
dumb-init,157483,3.69,10,0,0,10,0,10,0,,4,0,0,0,10
kedro-viz,145032,3.69,10,,0,10,0,10,10,,4,0,,0,0
ropwr,136662,3.69,10,0,0,10,0,10,0,,7,0,,0,8
jmp,121464,3.69,10,0,0,10,0,10,0,,7,0,,0,8
jpholiday,102503,3.69,10,0,0,10,0,10,0,,7,0,,0,8
pycognito,88368,3.69,10,0,0,10,0,10,0,,4,0,,0,10
pyts,86298,3.69,10,,0,10,0,10,4,,7,0,,0,4
mip,80850,3.69,3,,0,10,0,10,5,,7,0,,0,10
lazy-object-proxy,13228204,3.66,10,0,0,10,0,10,0,,8,0,,0,7
fabric,3209865,3.66,10,0,0,,0,10,9,,10,0,,,10
pycstruct,1298614,3.66,10,,0,,0,10,9,,10,0,,,10
fastapi-utils,741103,3.66,10,,0,10,0,10,1,,2,0,,0,10
o365,637378,3.66,10,0,0,,0,10,10,,10,0,,,9
pyldavis,474939,3.66,10,0,0,,0,10,10,,10,0,,,9
algoliasearch,411278,3.66,10,,0,,0,10,5,,6,10,,,10
mozilla-version,132695,3.66,10,,0,,0,10,9,,10,0,,,10
flask-mongoengine,103995,3.66,10,,0,10,0,9,0,,4,0,,0,10
fabric2,85896,3.66,10,0,0,,0,10,9,,10,0,,,10
celery-types,84644,3.66,10,,0,10,0,10,7,,8,0,,0,0
graphframes,5256315,3.62,10,0,0,10,0,10,2,,0,0,,0,10
tensorflow-text,3616143,3.62,10,0,0,,0,10,10,,8,0,,,10
queuelib,799619,3.62,10,0,0,10,0,10,0,,3,0,,0,10
typing-compat,294935,3.62,10,0,0,10,0,10,0,,3,0,,0,10
textfsm,188777,3.62,10,0,0,,0,10,2,,10,10,,,10
iteration-utilities,146292,3.62,10,,0,10,0,10,0,,3,0,0,0,10
lumigo-tracer,125973,3.62,10,,0,,0,10,10,,8,0,,,10
simpleitk,108063,3.62,10,,0,,0,10,10,,8,0,0,,10
tf-agents,107569,3.62,10,,0,,0,10,10,,8,0,,,10
ansicon,106801,3.62,8,0,0,10,0,10,0,,6,0,,0,10
pangres,96694,3.62,10,,0,,0,9,10,,10,0,,,9
flatten-dict,708872,3.59,10,,0,10,0,10,0,,7,0,,0,7
usd-core,120739,3.59,10,,0,,0,9,10,,8,0,,,10
pytils,114194,3.59,10,,0,10,0,10,0,,7,0,,0,7
zthreading,1224137,3.56,10,,0,10,0,0,0,,7,0,,0,10
mysql,177033,3.56,10,0,0,10,0,0,0,,7,0,,0,10
oauth2-client,118391,3.56,10,0,0,,0,10,10,,10,0,,,8
rangehttpserver,96737,3.56,10,,0,,0,10,8,,10,0,,,10
collectfast,88475,3.56,10,,0,10,0,10,0,,2,0,,0,10
sniffio,29120913,3.53,10,,0,10,0,9,0,,2,0,,0,10
toml,28727966,3.53,10,,0,,10,10,1,,10,0,,,10
xmltodict,21189695,3.53,10,0,0,,10,10,1,,10,0,,,10
azure-datalake-store,7438556,3.53,10,0,0,,0,10,1,,10,10,,,10
outcome,5363690,3.53,10,,0,10,0,9,0,,2,0,,0,10
jsonlines,2107913,3.53,10,,0,,0,9,8,,10,0,,,10
kedro,494265,3.53,10,,5,,0,10,10,,4,0,,,10
splink,465082,3.53,7,0,0,10,0,10,10,,0,0,,0,4
pantsbuild-pants,275499,3.53,10,,0,10,0,10,10,,0,0,0,0,1
tf2onnx,256758,3.53,9,,0,,0,10,10,,8,0,,,10
pyreadstat,105542,3.53,8,0,0,,0,9,10,,10,0,,,10
llvmlite,9899244,3.50,10,,0,,0,10,10,,6,0,,,10
pytest-metadata,3349983,3.50,10,,0,10,0,9,0,,3,0,,0,9
certbot-dns-cloudns,2192449,3.50,10,0,0,10,0,9,0,10,2,0,,0,3
clikit,1143595,3.50,10,0,0,10,0,10,0,,7,0,,0,6
eth-utils,826433,3.50,10,,0,,0,10,10,,6,0,,,10
questionary,796162,3.50,10,,0,10,0,10,0,,4,0,,0,8
web3,791899,3.50,10,,0,,0,10,10,,6,0,,,10
txaio,644075,3.50,10,,0,10,0,10,0,,7,0,,0,6
eth-abi,626114,3.50,10,,0,,0,10,10,,6,0,,,10
eth-typing,625925,3.50,10,,0,,0,10,10,,6,0,,,10
eth-account,612128,3.50,10,,0,,0,10,10,,6,0,,,10
hexbytes,591111,3.50,10,0,0,,0,10,10,,6,0,,,10
google-python-cloud-debugger,247988,3.50,10,,0,,0,10,10,,6,0,0,,10
pytest-variables,143415,3.50,10,,0,10,0,9,0,,3,0,,0,9
couchbase,134506,3.50,10,,0,,0,10,10,,6,0,,,10
telepath,103047,3.50,10,0,0,10,0,10,0,,7,0,,0,6
plantuml-markdown,86912,3.50,10,0,0,,0,10,10,,6,0,,,10
cloudsmith-cli,81375,3.50,10,,0,,0,10,10,,6,0,,,10
torchdiffeq,1800501,3.47,10,0,0,,0,10,7,,10,0,,,10
flake8-broken-line,718085,3.47,10,0,0,10,0,10,0,,2,0,,0,9
pathable,699610,3.47,10,,0,10,0,10,0,,2,0,,0,9
flake8-eradicate,326681,3.47,10,0,0,10,0,10,0,,2,0,,0,9
django-webpack-loader,262546,3.47,10,,0,,0,10,7,,10,0,,,10
pbspark,211789,3.47,10,0,0,10,0,10,0,,8,0,0,0,5
awkward,188530,3.47,10,,0,0,0,10,10,10,6,0,0,0,3
awkward-cpp,163854,3.47,10,,0,0,0,10,10,10,6,0,0,0,3
glfw,110611,3.47,8,0,0,,0,10,9,,10,0,0,,10
django-allow-cidr,90504,3.47,10,0,0,10,0,9,0,10,6,0,,0,0
mo-kwargs,76364,3.47,10,0,0,,0,10,7,,10,0,,,10
six,184565979,3.44,10,0,0,,10,10,0,,10,0,,,10
tabulate,43752873,3.44,10,0,0,,10,10,0,,10,0,,,10
msrestazure,14360737,3.44,10,,0,,0,10,0,,10,10,,,10
plotly,7809985,3.44,10,,0,,0,10,10,,10,10,,,0
knack,5616087,3.44,10,,0,,0,10,0,,10,10,,,10
starkbank-ecdsa,4820204,3.44,10,0,0,,10,10,0,,10,0,,,10
smdebug-rulesconfig,3726448,3.44,10,,0,,0,10,0,,10,10,0,,10
prison,2301081,3.44,10,0,0,,10,10,0,,10,0,,,10
sarif-om,2021898,3.44,10,,0,,0,10,0,,10,10,,,10
jschema-to-python,2020852,3.44,10,,0,,0,10,0,,10,10,,,10
marshmallow-oneofschema,1657167,3.44,10,,0,,0,10,0,,10,10,,,10
google-apitools,1641776,3.44,10,0,0,,0,10,0,,10,10,,,10
ciso8601,1523901,3.44,10,,0,10,0,10,0,,0,0,,0,10
html2text,1310708,3.44,10,,0,,10,10,0,,10,0,,,10
ntlm-auth,1198118,3.44,10,,0,,10,10,0,,10,0,,,10
dagster-graphql,778264,3.44,10,,0,10,0,10,10,,,0,,0,0
social-auth-app-django,570391,3.44,10,0,0,10,0,10,10,,0,0,,0,0
google-reauth,555506,3.44,10,0,0,,0,10,0,,10,10,,,10
dagster,485840,3.44,10,,0,10,0,10,10,,,0,,0,0
ipaddr,471125,3.44,10,0,0,,0,10,0,,10,10,,,10
python-gflags,375564,3.44,10,0,0,,0,10,0,,10,10,0,,10
dagster-spark,324944,3.44,10,,0,10,0,10,10,,,0,,0,0
gviz-api,273563,3.44,10,0,0,,0,10,0,,10,10,,,10
pyfunctional,271083,3.44,10,,0,10,0,10,0,,6,0,,0,6
dagster-pandas,265137,3.44,10,,0,10,0,10,10,,,0,,0,0
dagit,240723,3.44,10,,0,10,0,10,10,,,0,,0,0
dagster-aws,235723,3.44,10,,0,10,0,10,10,,,0,,0,0
cassandra-sigv4,234207,3.44,10,0,0,,0,10,0,,10,10,,,10
fiftyone-db,232407,3.44,10,,0,10,0,10,10,,0,0,,0,0
fiftyone,229187,3.44,10,,0,10,0,10,10,,0,0,,0,0
eyes-selenium,203971,3.44,4,0,0,10,0,0,10,10,4,0,0,0,0
eyes-images,189703,3.44,4,0,0,10,0,0,10,10,4,0,0,0,0
eyes-universal,183240,3.44,4,0,0,10,0,0,10,10,4,0,0,0,0
pyobjc-core,182261,3.44,10,0,0,,0,0,10,,10,0,,,10
djangorestframework-api-key,162612,3.44,10,,0,,0,10,0,,10,10,,,10
dagster-postgres,139337,3.44,10,,0,10,0,10,10,,,0,,0,0
pyobjc,130103,3.44,10,0,0,,0,0,10,,10,0,,,10
dagster-k8s,129956,3.44,10,,0,10,0,10,10,,,0,,0,0
