Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
urllib3,669567184,8.70,10,8,5,10,10,10,10,10,10,5,10,10,8,10,3
tuf,177173,8.49,10,8,10,10,10,0,10,10,10,4,10,10,4,10,10
flatbuffers,21303015,8.30,10,8,0,8,10,10,10,10,10,0,7,10,8,10,7
openexr,260993,8.19,10,,5,8,10,10,10,10,10,9,10,10,3,9,10
charset-normalizer,516338990,7.73,10,8,0,0,10,0,10,10,10,4,10,10,10,10,8
umf,126587,7.73,10,5,0,10,10,10,9,10,,7,9,10,,10,10
gdal,335624,7.68,9,,5,3,10,10,9,10,10,3,8,9,8,10,10
requests,569832883,7.46,10,,0,10,10,10,10,10,,8,10,10,0,10,10
flask-debugtoolbar,200604,7.32,10,8,0,10,10,0,10,9,10,6,0,9,10,0,10
click,254429455,7.24,10,3,0,7,10,10,10,10,10,5,0,9,10,0,10
trufflehog,171914,7.22,9,6,0,10,10,0,10,10,10,0,10,9,8,0,10
pyhanko,2522478,7.19,10,3,0,0,10,0,10,10,10,0,10,10,10,9,10
coverage,110197498,7.16,10,,5,0,10,10,10,10,10,5,10,10,,10,10
sigstore-protobuf-specs,155797,7.14,10,,0,10,10,0,10,10,10,6,9,10,8,0,10
twine,18975780,7.11,7,,0,10,10,0,10,10,10,1,10,0,10,10,10
tbb,696936,7.08,10,,2,10,10,10,10,10,,0,10,10,0,10,10
typing-extensions,479733428,7.00,10,,0,10,10,10,9,10,10,0,0,10,,10,10
ecs-logging,1443155,7.00,10,5,0,10,10,0,10,10,10,2,0,10,,10,10
idna,515119853,6.92,10,,0,0,10,10,10,10,10,5,8,10,0,10,10
cryptography,310137004,6.89,10,,0,10,10,10,9,10,10,4,0,10,,9,7
pillow,119917665,6.89,10,0,2,8,10,10,9,10,10,0,0,10,,10,10
jsii,3387525,6.89,10,8,0,10,10,0,10,10,10,0,0,10,8,0,9
newrelic,2520093,6.89,10,5,0,10,10,0,10,10,10,7,8,10,,0,10
yt-dlp,2404156,6.89,10,,0,8,10,0,10,10,10,0,10,0,8,9,10
numpy,340373155,6.81,10,3,0,10,10,10,9,10,,3,9,9,0,9,5
astroid,37732122,6.81,10,8,0,10,10,10,10,10,,0,10,9,,0,10
urllib3-future,122518,6.78,10,,0,0,10,0,10,10,10,3,10,10,10,10,5
jinja2,227628315,6.76,10,3,0,1,10,10,10,10,10,5,0,9,10,0,10
markupsafe,244790382,6.73,10,3,0,0,10,10,10,10,10,6,0,9,10,0,10
ibmcloudant,487664,6.73,10,,0,9,10,0,10,10,,6,10,10,,10,10
google-re2,15824684,6.70,10,0,0,10,10,10,10,0,10,0,0,10,6,10,10
pycep-parser,1221409,6.70,10,,0,0,10,0,10,10,10,9,10,10,,10,10
red-discordbot,597091,6.70,10,8,0,8,10,0,10,10,10,0,10,10,0,0,10
clvm-rs,555772,6.70,10,6,0,10,10,10,10,10,10,0,10,0,,0,10
pem,413124,6.70,10,,5,0,10,10,10,10,10,0,8,10,,9,10
botocore,723535841,6.65,10,,0,0,10,10,10,10,,8,10,10,,10,10
certifi,522318360,6.65,10,3,0,6,10,0,9,10,10,5,0,10,,10,10
docker-compose,1833675,6.65,10,8,0,10,10,0,10,10,,0,1,10,0,10,10
sentencepiece,21864767,6.62,10,0,0,4,10,10,10,5,,7,6,10,4,10,10
keras,14387813,6.62,10,,0,8,10,10,10,10,10,0,0,10,,9,8
keras-nightly,318658,6.62,10,,0,8,10,10,10,10,10,0,0,10,,9,8
bigdl-nano,222588,6.62,10,,0,9,10,0,10,10,10,0,7,10,8,10,0
bigdl-chronos,127941,6.62,10,,0,9,10,0,10,10,10,0,7,10,8,10,0
onnx,6345776,6.57,10,,5,10,10,0,10,10,10,4,10,10,,0,10
cloud-sql-python-connector,1931163,6.57,10,,5,10,10,0,10,10,,6,9,10,,10,6
auth0-python,1236885,6.54,10,6,0,10,10,0,10,9,10,0,10,10,,0,9
google-cloud-secret-manager,31998440,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-appengine-logging,24264274,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-resource-manager,23336494,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-dataproc,18520670,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
google-cloud-monitoring,15638579,6.49,10,,0,10,10,10,10,10,,0,0,10,,10,10
